candidate_id,target_candidate_group_id,span_id,source_id,domain,title,url,arxiv_id,pdf_filename,page_number,source_location,evidence_type,evidence_text,evidence_text_sha256,candidate_label_guess,issue_binary_label_guess,escalation_binary_label_guess,contradiction_binary_label_guess,claim_text,claim_text_sha256,claim_generation_status,claim_generation_policy,annotation_status,human_audited,final_label,gold_label,source_trace_complete,generation_notes,leakage_category,claim_only_correct,claim_evidence_correct,group_quality_tier
SBV2-ALL92-G093-C01,SBV2-ALL92-G093,CYB-009-S3,CYB-009,cyber_defense,Hierarchical Multi-Agent Reinforcement Learning for Cyber Network Defense,https://arxiv.org/abs/2410.17351,2410.17351,pdfs/CYB-009__2410.17351.pdf,11,pdf_page_11,limitation,We leave as future work the study of H-MARL transferability to evolving adversaries that adapt their policies based on opponent behavior or environment feedback.,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,supported,no_issue,non_escalation,not_contradiction,The paper leaves H-MARL transferability to evolving adversaries that adapt from opponent behavior or environment feedback as future work.,e68ad2e6653bc3846d0bbe47fce4df6009a67e68d9c1b3f743456cea375a44be,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G093-C02,SBV2-ALL92-G093,CYB-009-S3,CYB-009,cyber_defense,Hierarchical Multi-Agent Reinforcement Learning for Cyber Network Defense,https://arxiv.org/abs/2410.17351,2410.17351,pdfs/CYB-009__2410.17351.pdf,11,pdf_page_11,limitation,We leave as future work the study of H-MARL transferability to evolving adversaries that adapt their policies based on opponent behavior or environment feedback.,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,mild_scope_overclaim,issue,escalation,not_contradiction,"The paper leaves H-MARL transferability to evolving adversaries that adapt from opponent behavior, environment feedback, or attacker coordination as future work.",384247dc8716dcd0157411a49de779a820b1f3e6ed0a78f62a83e340bfd24927,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G093-C03,SBV2-ALL92-G093,CYB-009-S3,CYB-009,cyber_defense,Hierarchical Multi-Agent Reinforcement Learning for Cyber Network Defense,https://arxiv.org/abs/2410.17351,2410.17351,pdfs/CYB-009__2410.17351.pdf,11,pdf_page_11,limitation,We leave as future work the study of H-MARL transferability to evolving adversaries that adapt their policies based on opponent behavior or environment feedback.,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,strong_action_overclaim,issue,escalation,not_contradiction,"The paper presents H-MARL transferability to evolving adversaries that adapt from opponent behavior, environment feedback, and live defender telemetry as evaluated.",967c963e2be714fbcd1bbf5bddd86a86ac2d92ded8f7579639a1f4fecf3d6b77,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G093-C04,SBV2-ALL92-G093,CYB-009-S3,CYB-009,cyber_defense,Hierarchical Multi-Agent Reinforcement Learning for Cyber Network Defense,https://arxiv.org/abs/2410.17351,2410.17351,pdfs/CYB-009__2410.17351.pdf,11,pdf_page_11,limitation,We leave as future work the study of H-MARL transferability to evolving adversaries that adapt their policies based on opponent behavior or environment feedback.,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,contradiction_candidate,issue,non_escalation,contradiction,The paper treats H-MARL transferability to evolving adversaries that adapt from opponent behavior or environment feedback as already studied.,4a44cab2b2c3471605ab4331d81bd8f27d06a2c78bf6110b712743d07509a666,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G098-C01,SBV2-ALL92-G098,CYB-011-S2,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,metric_result,"We demonstrate that this approach significantly outperforms an MLP-based policy when training across fixed-size networks of varying topologies, and matches performance when training on a single network.",a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,supported,no_issue,non_escalation,not_contradiction,The approach outperforms an MLP baseline during training on fixed-size networks with varying topologies and matches performance on one network.,2ca68b31e2a327819d4dd48ca126071fdcf4251294d4ddba670e0d1a82304510,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G098-C02,SBV2-ALL92-G098,CYB-011-S2,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,metric_result,"We demonstrate that this approach significantly outperforms an MLP-based policy when training across fixed-size networks of varying topologies, and matches performance when training on a single network.",a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,mild_scope_overclaim,issue,escalation,not_contradiction,The approach outperforms an MLP baseline during training on fixed-size networks with varying topologies and exceeds performance on one network.,0f117d78b3916e70c22b6e33a108fabcba1b935d79ab533212293808c771c3d7,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G098-C03,SBV2-ALL92-G098,CYB-011-S2,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,metric_result,"We demonstrate that this approach significantly outperforms an MLP-based policy when training across fixed-size networks of varying topologies, and matches performance when training on a single network.",a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,strong_action_overclaim,issue,escalation,not_contradiction,The approach outperforms an MLP baseline during training on fixed-size networks with varying topologies and exceeds performance on unseen larger networks.,60a73fe85921a718cd35d49ca24bd0e3b1eb0797367ec5db39800a54873f338a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G098-C04,SBV2-ALL92-G098,CYB-011-S2,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,metric_result,"We demonstrate that this approach significantly outperforms an MLP-based policy when training across fixed-size networks of varying topologies, and matches performance when training on a single network.",a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,contradiction_candidate,issue,non_escalation,contradiction,The approach underperforms an MLP baseline during training on fixed-size networks with varying topologies and trails performance on one network.,83e0f1bb99a65c2ab78d502221def505ed74bb6beb3ae21008218e1e9d9c071f,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G099-C01,SBV2-ALL92-G099,CYB-011-S3,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,limitation,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",a8e0f39a767b0a5688e19d76ec59030f1de13e3ee4d5211302a653bc47a3a4e6,supported,no_issue,non_escalation,not_contradiction,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into collections of discrete entities.",7bc3dcd890a55b800a000619988a035bdfa3f9f1188d7ced42d0467daf831b55,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G099-C02,SBV2-ALL92-G099,CYB-011-S3,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,limitation,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",a8e0f39a767b0a5688e19d76ec59030f1de13e3ee4d5211302a653bc47a3a4e6,mild_scope_overclaim,issue,escalation,not_contradiction,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into collections of typed discrete entities.",25fd6aa81ea8546defb70886c2b6aecbc5aae42dc303bb3c7f90def7db0848d8,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G099-C03,SBV2-ALL92-G099,CYB-011-S3,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,limitation,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",a8e0f39a767b0a5688e19d76ec59030f1de13e3ee4d5211302a653bc47a3a4e6,strong_action_overclaim,issue,escalation,not_contradiction,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into collections for every network size.",4a896673e2ca188dd3e9ccf10b5410be6d33987bf075d5e29acc04eceefe1437,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G099-C04,SBV2-ALL92-G099,CYB-011-S3,CYB-011,cyber_defense,Entity-based Reinforcement Learning for Autonomous Cyber Defence,https://arxiv.org/abs/2410.17647,2410.17647,pdfs/CYB-011__2410.17647.pdf,1,pdf_page_1,limitation,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",a8e0f39a767b0a5688e19d76ec59030f1de13e3ee4d5211302a653bc47a3a4e6,contradiction_candidate,issue,non_escalation,contradiction,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into continuous global vectors.",f2a6a3b9177517e8c6e5601fdbe434bbf0b017185da6a80a6f519d1897876753,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G108-C01,SBV2-ALL92-G108,DT-002-S3,DT-002,digital_twin,Digital Twin Calibration with Model-Based Reinforcement Learning,https://arxiv.org/abs/2501.02205,2501.02205,pdfs/DT-002__2501.02205.pdf,3,pdf_page_3,limitation,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",b7515ebc606f307189ca03a6847bebcbe5d36073d2d61f623931a2fb35b76556,supported,no_issue,non_escalation,not_contradiction,The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions in its design.,cb98f15c1dab5d36644f91c1c46462d9d10bf971176cad781473956f83361c68,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G108-C02,SBV2-ALL92-G108,DT-002-S3,DT-002,digital_twin,Digital Twin Calibration with Model-Based Reinforcement Learning,https://arxiv.org/abs/2501.02205,2501.02205,pdfs/DT-002__2501.02205.pdf,3,pdf_page_3,limitation,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",b7515ebc606f307189ca03a6847bebcbe5d36073d2d61f623931a2fb35b76556,mild_scope_overclaim,issue,escalation,not_contradiction,The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions or fixed noise terms in its design.,2e895795c0761c0fe4b65494f11b922ee6a72d6060c5b3c27a07086990a4a568,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G108-C03,SBV2-ALL92-G108,DT-002-S3,DT-002,digital_twin,Digital Twin Calibration with Model-Based Reinforcement Learning,https://arxiv.org/abs/2501.02205,2501.02205,pdfs/DT-002__2501.02205.pdf,3,pdf_page_3,limitation,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",b7515ebc606f307189ca03a6847bebcbe5d36073d2d61f623931a2fb35b76556,strong_action_overclaim,issue,escalation,not_contradiction,"The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions, fixed noise terms, or known reward functions in its design.",9552c61f0f533edcba0193cfd99b4be1163193a5b9f6fa9aa73ca42e209298fc,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G108-C04,SBV2-ALL92-G108,DT-002-S3,DT-002,digital_twin,Digital Twin Calibration with Model-Based Reinforcement Learning,https://arxiv.org/abs/2501.02205,2501.02205,pdfs/DT-002__2501.02205.pdf,3,pdf_page_3,limitation,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",b7515ebc606f307189ca03a6847bebcbe5d36073d2d61f623931a2fb35b76556,contradiction_candidate,issue,non_escalation,contradiction,The paper describes its method as theoretically justified and reliant on restrictive assumptions such as linear transitions in its design.,3fc6ecf4ca9b74b9d51c475e8aa9bf543a704dc3e5b47dedcf6d87430bbb0634,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G110-C01,SBV2-ALL92-G110,DT-003-S2,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,metric_result,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,supported,no_issue,non_escalation,not_contradiction,The results show rapid learning convergence and robust task execution in simulated and physical environments for the proposed robot control tasks.,daded62d1eb02819ba4e1cf2d61f2443e0bff65bc8b69eafc6d8e1cc8d26dfe1,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G110-C02,SBV2-ALL92-G110,DT-003-S2,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,metric_result,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,mild_scope_overclaim,issue,escalation,not_contradiction,"The results show rapid learning convergence and robust task execution in simulated, physical, and disturbed environments for the proposed robot control tasks.",4535983d8bfbc5a7193a866541c0db2c6c495866b3230c28cddf23a67666b96a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G110-C03,SBV2-ALL92-G110,DT-003-S2,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,metric_result,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,strong_action_overclaim,issue,escalation,not_contradiction,"The results show rapid learning convergence and robust task execution in simulated, physical, and hardware-failure environments for the proposed robot control tasks.",dab8799f10db483d92d8ee4e165f24509dea34d635278beead6f947bb7b88b6b,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G110-C04,SBV2-ALL92-G110,DT-003-S2,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,metric_result,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,contradiction_candidate,issue,non_escalation,contradiction,The results show slow learning convergence and fragile task execution in simulated and physical environments for the proposed robot control tasks.,7fe5048df3bedff340d61c7634e15cae4c60d5305e3c0c239453f61c45af42c0,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G111-C01,SBV2-ALL92-G111,DT-003-S3,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,limitation,"However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,supported,no_issue,non_escalation,not_contradiction,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, and algorithm efficiency.",45a1078ee20244674092942cabe25f4465c9c7d2ab34d4ae2c5078cd1e42d5f5,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G111-C02,SBV2-ALL92-G111,DT-003-S3,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,limitation,"However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,mild_scope_overclaim,issue,escalation,not_contradiction,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, algorithm efficiency, and sensor calibration.",51ea1c6ff58e0a044f99f1fcde3e2fea5b6ab11636882e69b75bc8f72d7c9e34,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G111-C03,SBV2-ALL92-G111,DT-003-S3,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,limitation,"However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,strong_action_overclaim,issue,escalation,not_contradiction,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, algorithm efficiency, sensor calibration, and actuator maintenance.",591ac5c007967af6c3b225df199f8ae9f3f8d7f439da549ce788e153a210b358,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G111-C04,SBV2-ALL92-G111,DT-003-S3,DT-003,digital_twin,Digital Twin-Enabled Real-Time Control in Robotic Additive Manufacturing,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,1,pdf_page_1,limitation,"However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,contradiction_candidate,issue,non_escalation,contradiction,"The paper notes that robotic reinforcement learning faces no hardware limitations or software restrictions involving system design, computing capability, and algorithm efficiency.",8eeb05a76375316c2464db510b4c08e1b715d227cb9dfec69fad4a5192c688b3,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G116-C01,SBV2-ALL92-G116,DT-005-S2,DT-005,digital_twin,LSDTs: LLM-Augmented Semantic Digital Twins,https://arxiv.org/abs/2508.06799,2508.06799,pdfs/DT-005__2508.06799.pdf,6,pdf_page_6,metric_result,"For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,supported,no_issue,non_escalation,not_contradiction,"GPT-4o-mini reaches perfect accuracy on one document while extracting fewer regulations overall, favoring precision over recall in the reported example.",e6897ea650211a515d277f077ea313462554abd1fff01a03e6559ff577fa95ec,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G116-C02,SBV2-ALL92-G116,DT-005-S2,DT-005,digital_twin,LSDTs: LLM-Augmented Semantic Digital Twins,https://arxiv.org/abs/2508.06799,2508.06799,pdfs/DT-005__2508.06799.pdf,6,pdf_page_6,metric_result,"For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,mild_scope_overclaim,issue,escalation,not_contradiction,"GPT-4o-mini reaches perfect accuracy on two documents while extracting fewer regulations overall, favoring precision over recall in the reported example.",8e6ac7ef77c7eb49d9f1f5362850505bda5c48dd36b679fbe630850483198c8b,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G116-C03,SBV2-ALL92-G116,DT-005-S2,DT-005,digital_twin,LSDTs: LLM-Augmented Semantic Digital Twins,https://arxiv.org/abs/2508.06799,2508.06799,pdfs/DT-005__2508.06799.pdf,6,pdf_page_6,metric_result,"For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,strong_action_overclaim,issue,escalation,not_contradiction,"GPT-4o-mini reaches perfect accuracy on four documents while extracting fewer regulations overall, favoring precision over recall in the reported example.",3ea80ce3ca7dae0299012152d1345a3a8d0b3b4c1df8eeb09167607e4a013bb1,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G116-C04,SBV2-ALL92-G116,DT-005-S2,DT-005,digital_twin,LSDTs: LLM-Augmented Semantic Digital Twins,https://arxiv.org/abs/2508.06799,2508.06799,pdfs/DT-005__2508.06799.pdf,6,pdf_page_6,metric_result,"For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,contradiction_candidate,issue,non_escalation,contradiction,"GPT-4o-mini reaches lower accuracy on one document while extracting more regulations overall, favoring recall over precision in the reported example.",3d5e4d12e1dea3153f9b215e52489b8d2e334070a94a752aa08e7dfbe7b73cc9,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G131-C01,SBV2-ALL92-G131,DT-011-S2,DT-011,digital_twin,Introduction to Digital Twins for the Smart Grid,https://arxiv.org/abs/2602.14256,2602.14256,pdfs/DT-011__2602.14256.pdf,3,pdf_page_3,limitation,"A system is called a digital shadow when automated control cannot be guaranteed, but still processes data from the physical system continuously.",02d83748a9476b7af5e14c633c1d194356a9ec735edd217d7ca3d8d64e4c2a15,supported,no_issue,non_escalation,not_contradiction,A digital shadow processes physical-system data continuously while lacking assured automated control over the physical system in smart grid typology.,ae0b1d1d82a64640b22449fd0c794c8389bddaedc78810ab80748997169be90d,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,B_evidence_gain,False,True,tier1_B_no_A
SBV2-ALL92-G131-C02,SBV2-ALL92-G131,DT-011-S2,DT-011,digital_twin,Introduction to Digital Twins for the Smart Grid,https://arxiv.org/abs/2602.14256,2602.14256,pdfs/DT-011__2602.14256.pdf,3,pdf_page_3,limitation,"A system is called a digital shadow when automated control cannot be guaranteed, but still processes data from the physical system continuously.",02d83748a9476b7af5e14c633c1d194356a9ec735edd217d7ca3d8d64e4c2a15,mild_scope_overclaim,issue,escalation,not_contradiction,A digital shadow processes physical-system data continuously while lacking assured automated control for smart grid monitoring and coordination.,86b8559a832c93db1b49f7ddbb31393935b65ff2df2f58fe05187b19f29a25b4,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier1_B_no_A
SBV2-ALL92-G131-C03,SBV2-ALL92-G131,DT-011-S2,DT-011,digital_twin,Introduction to Digital Twins for the Smart Grid,https://arxiv.org/abs/2602.14256,2602.14256,pdfs/DT-011__2602.14256.pdf,3,pdf_page_3,limitation,"A system is called a digital shadow when automated control cannot be guaranteed, but still processes data from the physical system continuously.",02d83748a9476b7af5e14c633c1d194356a9ec735edd217d7ca3d8d64e4c2a15,strong_action_overclaim,issue,escalation,not_contradiction,A digital shadow provides continuous physical-system data processing and assured automated control for smart grid monitoring and coordination.,f77a8b78b84749148520daf2ae5791dbaff23160a989dcfd33033bc39bec2ea4,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,B_evidence_gain,False,True,tier1_B_no_A
