external_id,dataset,claim_text,evidence_text,original_label,mapped_label,label_mapping_rule,source_dataset,source_split,source_info,evidence_source,claim_group_id
scifact_train_810_13513790,scifact,"Mouse models can be generated using ""artificial spermatids.""","Strikingly, live mice can be obtained upon injection of AG-haESCs into MII oocytes, and these mice bear haESC-carried genetic traits and develop into fertile adults.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=810;doc_id=13513790;rationale_sentences,annotated_rationale,scifact_claim_810
scifact_train_812_19799455,scifact,Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.,Ascorbic-acid levels were undetectable or markedly reduced in the blood and tissues of Slc23a1−/− mice. Slc23a1−/− mice died within a few minutes of birth with respiratory failure and intraparenchymal brain hemorrhage. Brain hemorrhage was unlikely to be simply a form of scurvy since Slc23a1−/− mice showed no hemorrhage in any other tissues and their skin had normal skin 4-hydroxyproline levels despite low ascorbic-acid content.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=812;doc_id=19799455;rationale_sentences,annotated_rationale,scifact_claim_812
scifact_train_813_nei_33387953,scifact,"Mutations in G-Beta protein GNB1 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.","Activating mutations in genes encoding G protein α (Gα) subunits occur in 4-5% of all human cancers, but oncogenic alterations in Gβ subunits have not been defined.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=813;doc_id=33387953;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_813
scifact_train_815_8148304,scifact,Mutations in RIM1 decrease levels of IME1 RNA.,"rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation. These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=815;doc_id=8148304;rationale_sentences,annotated_rationale,scifact_claim_815
scifact_train_816_8148304,scifact,Mutations in RIM1 raise levels of IME1 RNA.,"rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation. These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=816;doc_id=8148304;rationale_sentences,annotated_rationale,scifact_claim_816
scifact_train_817_nei_17814815,scifact,Myelin sheaths are lipid-rich cellular structures.,"We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=817;doc_id=17814815;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_817
scifact_train_818_17814815,scifact,Myelin sheaths play a role in action potential propagation.,"We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling. Striking color patterns unique to individual myelinated fibers are generated that facilitate their tracing in dense axonal areas.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=818;doc_id=17814815;rationale_sentences,annotated_rationale,scifact_claim_818
scifact_train_822_15319019,scifact,N348I mutations cause resistance to nevirapine.,N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=822;doc_id=15319019;rationale_sentences,annotated_rationale,scifact_claim_822
scifact_train_825_15319019,scifact,N348I mutations reduce resistance to nevirapine.,N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.,CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=825;doc_id=15319019;rationale_sentences,annotated_rationale,scifact_claim_825
scifact_train_826_nei_4678846,scifact,NAC destabilizes NO to increase the effect of contrast agents on renal functions.,CONTEXT The antioxidant acetylcysteine prevents acute contrast nephrotoxicity in patients with impaired renal function who undergo computed tomography scanning.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=826;doc_id=4678846;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_826
scifact_train_828_nei_4678846,scifact,NAC inhibits the generation of angiotensin-converting enzyme.,CONTEXT The antioxidant acetylcysteine prevents acute contrast nephrotoxicity in patients with impaired renal function who undergo computed tomography scanning.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=828;doc_id=4678846;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_828
scifact_train_835_15928989,scifact,NR5A2 does not play a role in development of endometrial tissues.,"To study the effects of Lrh-1 on mouse gestation, we genetically disrupted its expression in the corpus luteum, resulting in luteal insufficiency. Hormone replacement permitted embryo implantation but was followed by gestational failure with impaired endometrial decidualization, compromised placental formation, fetal growth retardation and fetal death. Lrh-1 is also expressed in the mouse and human endometrium, and in a primary culture of human endometrial stromal cells, reduction of NR5A2 transcript abundance by RNA interference abrogated decidualization.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=835;doc_id=15928989;rationale_sentences,annotated_rationale,scifact_claim_835
scifact_train_838_nei_15928989,scifact,NR5A2 is important in reverse cholesterol transport in humans.,Successful pregnancy requires coordination of an array of signals and factors from multiple tissues.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=838;doc_id=15928989;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_838
scifact_train_840_15663829,scifact,Natriuretic peptides increase susceptibility to diabetes.,"In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol. CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=840;doc_id=15663829;rationale_sentences,annotated_rationale,scifact_claim_840
scifact_train_841_15663829,scifact,Natriuretic peptides protect against diabetes.,"In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol. CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=841;doc_id=15663829;rationale_sentences,annotated_rationale,scifact_claim_841
scifact_train_844_17741440,scifact,Neutrophil extracellular trap (NET) antigens may contain the targeted autoantigens PR3 and MPO.,"Here we show that chromatin fibers, so-called neutrophil extracellular traps (NETs), are released by ANCA-stimulated neutrophils and contain the targeted autoantigens proteinase-3 (PR3) and myeloperoxidase (MPO).",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=844;doc_id=17741440;rationale_sentences,annotated_rationale,scifact_claim_844
scifact_train_846_22696649,scifact,Neutrophils produce IL-1β in response to large particles.,"In contrast, large microbes triggered ROS extracellularly, amplifying IL-1β expression to recruit numerous neutrophils forming cooperative clusters.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=846;doc_id=22696649;rationale_sentences,annotated_rationale,scifact_claim_846
scifact_train_848_nei_14500725,scifact,Nigerian physicians constitue the largest component of sub-Saharan Africa-trained physicians in the United States.,BACKGROUND The large-scale emigration of physicians from sub-Saharan Africa (SSA) to high-income nations is a serious development concern.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=848;doc_id=14500725;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_848
scifact_train_853_24922825,scifact,Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.,"A single dose of EILV/CHIKV produced in mosquito cells elicited rapid (within 4 d) and long-lasting (>290 d) neutralizing antibodies that provided complete protection in two different mouse models. In nonhuman primates, EILV/CHIKV elicited rapid and robust immunity that protected against viremia and telemetrically monitored fever.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=853;doc_id=24922825;rationale_sentences,annotated_rationale,scifact_claim_853
scifact_train_854_12206390,scifact,Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.,"RESULTS The residual lifetime risks for developing hypertension and stage 1 high blood pressure or higher (greater-than-or-equal to 140/90 mm Hg regardless of treatment) were 90% in both 55- and 65-year-old participants. CONCLUSION The residual lifetime risk for hypertension for middle-aged and elderly individuals is 90%, indicating a huge public health burden.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=854;doc_id=12206390;rationale_sentences,annotated_rationale,scifact_claim_854
scifact_train_855_8190282,scifact,Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.,"Within the first hour of treatment, 14 patients (70%) in the NIV group, and 5 patients (25%) in the standard treatment group improved their ratio of the PaO2 to the fraction of inspired oxygen (FIO2). Over time, a sustained improvement in PaO2 to FIO2 was noted in 12 patients (60%) in the NIV group, and in 5 patients (25%) randomized to standard treatment (P = .03). The use of NIV was associated with a significant reduction in the rate of endotracheal intubation (20% vs 70%; P = .002), rate of fatal complications (20% vs 50%; P = .05), length of stay in the intensive care unit by survivors (mean [SD] days, 5.5 [3] vs 9 [4]; P = .03), and intensive care unit mortality (20% vs 50%; P = .05). CONCLUSIONS These results indicate that transplantation programs should consider NIV in the treatment of selected recipients of transplantation with acute respiratory failure.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=855;doc_id=8190282;rationale_sentences,annotated_rationale,scifact_claim_855
scifact_train_856_43334921,scifact,Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.,"RESULTS Regular use of aspirin and/or NSAIDs was associated with lower risk of colorectal cancer (prevalence, 28% vs 38%; odds ratio [OR], 0.69 [95% CI, 0.64-0.74]; P = 6.2 × 10(-28)) compared with nonregular use. Aspirin and/or NSAID use was associated with a lower risk of colorectal cancer among individuals with rs2965667-TT genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.61-0.70]; P = 7.7 × 10(-33)) but with a higher risk among those with rare (4%) TA or AA genotypes (prevalence, 35% vs 29%; OR, 1.89 [95% CI, 1.27-2.81]; P = .002). Regular use was associated with a lower risk of colorectal cancer among individuals with rs16973225-AA genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.62-0.71]; P = 1.9 × 10(-30)) but was not associated with risk of colorectal cancer among those with less common (9%) AC or CC genotypes (prevalence, 36% vs 39%; OR, 0.97 [95% CI, 0.78-1.20]; P = .76).",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=856;doc_id=43334921;rationale_sentences,annotated_rationale,scifact_claim_856
scifact_train_857_43334921,scifact,Nonsteroidal antinflammatory drugs show potential anticancer indications.,"RESULTS Regular use of aspirin and/or NSAIDs was associated with lower risk of colorectal cancer (prevalence, 28% vs 38%; odds ratio [OR], 0.69 [95% CI, 0.64-0.74]; P = 6.2 × 10(-28)) compared with nonregular use. Aspirin and/or NSAID use was associated with a lower risk of colorectal cancer among individuals with rs2965667-TT genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.61-0.70]; P = 7.7 × 10(-33)) but with a higher risk among those with rare (4%) TA or AA genotypes (prevalence, 35% vs 29%; OR, 1.89 [95% CI, 1.27-2.81]; P = .002). Regular use was associated with a lower risk of colorectal cancer among individuals with rs16973225-AA genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.62-0.71]; P = 1.9 × 10(-30)) but was not associated with risk of colorectal cancer among those with less common (9%) AC or CC genotypes (prevalence, 36% vs 39%; OR, 0.97 [95% CI, 0.78-1.20]; P = .76).",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=857;doc_id=43334921;rationale_sentences,annotated_rationale,scifact_claim_857
scifact_train_858_1982286,scifact,Normal expression of RUNX1 causes tumorsupressing effects.,"Notably, a network structure analysis of this hierarchical network identified RUNX1 as a key mediator of the T-ALL induced by TLX1 and TLX3 and predicted a tumor-suppressor role for RUNX1 in T cell transformation.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=858;doc_id=1982286;rationale_sentences,annotated_rationale,scifact_claim_858
scifact_train_860_16066726,scifact,Normal granulomas form in the absence of TNF in Zebrafish.,"In the absence of TNF, intracellular bacterial growth and granuloma formation were accelerated and was followed by necrotic death of overladen macrophages and granuloma breakdown. Thus, TNF is not required for tuberculous granuloma formation, but maintains granuloma integrity indirectly by restricting mycobacterial growth within macrophages and preventing their necrosis.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=860;doc_id=16066726;rationale_sentences,annotated_rationale,scifact_claim_860
scifact_train_861_16066726,scifact,Normal granulomas form in the presence of TNF in Zebrafish.,"In the absence of TNF, intracellular bacterial growth and granuloma formation were accelerated and was followed by necrotic death of overladen macrophages and granuloma breakdown. Thus, TNF is not required for tuberculous granuloma formation, but maintains granuloma integrity indirectly by restricting mycobacterial growth within macrophages and preventing their necrosis.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=861;doc_id=16066726;rationale_sentences,annotated_rationale,scifact_claim_861
scifact_train_863_20568364,scifact,Notch signaling occurs between tumor cells and stromal cells.,"Here, we report that the Notch ligand Jagged1 induced by growth factors via mitogen-activating protein kinase (MAPK) in head and neck squamous cell carcinoma (HNSCC) cells triggered Notch activation in neighboring endothelial cells (ECs) and promoted capillary-like sprout formation. Our results elucidate a novel mechanism by which the direct interplay between tumor cells and ECs promotes angiogenesis through MAPK and Notch signaling pathways.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=863;doc_id=20568364;rationale_sentences,annotated_rationale,scifact_claim_863
scifact_train_863_16361581,scifact,Notch signaling occurs between tumor cells and stromal cells.,We recently demonstrated that Notch signaling is involved in proliferation and survival of B cell-derived tumor cells of classic Hodgkin disease and described a novel mechanism for the oncogenic capacity of Notch.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=863;doc_id=16361581;rationale_sentences,annotated_rationale,scifact_claim_863
scifact_train_866_nei_37822406,scifact,Nuclear transfer from adult human fibroblasts to human oocytes can give rise to blastocysts containing expandable pluripotent cells.,Derivation of patient-specific human pluripotent stem cells via somatic cell nuclear transfer (SCNT) has the potential for applications in a range of therapeutic contexts.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=866;doc_id=37822406;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_866
scifact_train_867_14340571,scifact,Oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa.,"We established oats-avenin-specific and -reactive intestinal T-cell lines from these three patients, as well as from two other patients who appeared to tolerate oats.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=867;doc_id=14340571;rationale_sentences,annotated_rationale,scifact_claim_867
scifact_train_871_nei_195689316,scifact,Obesity decreases life quality.,BACKGROUND The main associations of body-mass index (BMI) with overall and cause-specific mortality can best be assessed by long-term prospective follow-up of large numbers of people.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=871;doc_id=195689316;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_871
scifact_train_876_nei_195689316,scifact,Obesity raises life quality.,BACKGROUND The main associations of body-mass index (BMI) with overall and cause-specific mortality can best be assessed by long-term prospective follow-up of large numbers of people.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=876;doc_id=195689316;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_876
scifact_train_877_nei_313394,scifact,Occipital activation levels are associated with auditory spatial performance in parietal regions of the brain.,Blind individuals often demonstrate enhanced nonvisual perceptual abilities.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=877;doc_id=313394;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_877
scifact_train_881_14803797,scifact,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegans.,Omnivorous human subjects produced more TMAO than did vegans or vegetarians following ingestion of L-carnitine through a microbiota-dependent mechanism.,CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=881;doc_id=14803797;rationale_sentences,annotated_rationale,scifact_claim_881
scifact_train_883_14803797,scifact,Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegans.,Omnivorous human subjects produced more TMAO than did vegans or vegetarians following ingestion of L-carnitine through a microbiota-dependent mechanism.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=883;doc_id=14803797;rationale_sentences,annotated_rationale,scifact_claim_883
scifact_train_884_14803797,scifact,Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.,Omnivorous human subjects produced more TMAO than did vegans or vegetarians following ingestion of L-carnitine through a microbiota-dependent mechanism.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=884;doc_id=14803797;rationale_sentences,annotated_rationale,scifact_claim_884
scifact_train_885_6477536,scifact,One in five surgical randomized controlled trials are discontinued early.,"Of these, 21% (81/395) were discontinued early, most commonly owing to poor recruitment (44%, 36/81). CONCLUSIONS One in five surgical randomised controlled trials are discontinued early, one in three completed trials remain unpublished, and investigators of unpublished studies are frequently not contactable.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=885;doc_id=6477536;rationale_sentences,annotated_rationale,scifact_claim_885
scifact_train_886_6477536,scifact,One in two surgical randomized controlled trials are discontinued early.,"Of these, 21% (81/395) were discontinued early, most commonly owing to poor recruitment (44%, 36/81). CONCLUSIONS One in five surgical randomised controlled trials are discontinued early, one in three completed trials remain unpublished, and investigators of unpublished studies are frequently not contactable.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=886;doc_id=6477536;rationale_sentences,annotated_rationale,scifact_claim_886
scifact_train_890_nei_2097256,scifact,Origin gross domestic product(GDP) is negatively related to dengue virus (DENV-1) diffusion in air traffic shipments.,"BACKGROUND Aedes aegypti, the major vector of dengue viruses, often breeds in water storage containers used by households without tap water supply, and occurs in high numbers even in dense urban areas.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=890;doc_id=2097256;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_890
scifact_train_891_nei_2097256,scifact,Origin gross domestic product(GDP) is positively related to dengue virus (DENV-1) diffusion in air traffic shipments.,"BACKGROUND Aedes aegypti, the major vector of dengue viruses, often breeds in water storage containers used by households without tap water supply, and occurs in high numbers even in dense urban areas.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=891;doc_id=2097256;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_891
scifact_train_893_13509809,scifact,Osteocytes have an essential role in G-CSF induced HSPC mobilization.,"Granulocyte colony-stimulating factor (G-CSF), used clinically to mobilize HSPCs, induces changes in the morphology and gene expression of the osteocytic network that precedes changes in osteoblasts. Mice with targeted ablation of osteocytes or a disrupted osteocyte network have comparable numbers of HSPCs in the BM but fail to mobilize HSPCs in response to G-CSF.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=893;doc_id=13509809;rationale_sentences,annotated_rationale,scifact_claim_893
scifact_train_894_nei_14724693,scifact,"Osteoparthritis (OA) is characterized by degeneration of articular cartilage, joint edge, and subchondral bone hyperplasia.",CONTEXT Chronic low back pain (LBP) with degenerative lumbar osteoarthritis (OA) is widespread in the adult population.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=894;doc_id=14724693;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_894
scifact_train_895_nei_18750453,scifact,Over half of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,"Background The degree of volume depletion in severe malaria is currently unknown, although knowledge of fluid compartment volumes can guide therapy.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=895;doc_id=18750453;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_895
scifact_train_896_nei_14338915,scifact,Overexpressing Cnp1 N-tail variants exacerbates the temperature-sensitive growth defect of scm3-139.,The mechanisms ensuring specific incorporation of CENP-A at centromeres are poorly understood.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=896;doc_id=14338915;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_896
scifact_train_897_nei_14338915,scifact,Overexpressing Cnp1 N-tail variants rescues the temperature-sensitive growth defect of scm3-139.,The mechanisms ensuring specific incorporation of CENP-A at centromeres are poorly understood.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=897;doc_id=14338915;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_897
scifact_train_898_nei_13106686,scifact,Oxidative DNA damage activates STING signalling.,Immune sensing of DNA is critical for antiviral immunity but can also trigger autoimmune diseases such as lupus erythematosus (LE).,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=898;doc_id=13106686;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_898
scifact_train_899_nei_13106686,scifact,Oxidative DNA damage inhibits STING signalling.,Immune sensing of DNA is critical for antiviral immunity but can also trigger autoimmune diseases such as lupus erythematosus (LE).,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=899;doc_id=13106686;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_899
scifact_train_900_nei_18678095,scifact,Oxidative phosphorylation is one of the primary glycometabolic pathways in cells.,Fast axonal transport (FAT) requires consistent energy over long distances to fuel the molecular motors that transport vesicles.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=900;doc_id=18678095;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_900
scifact_train_901_6540064,scifact,PCSK9 inhibitors decrease plasma Lp(a) levels.,Inhibition of PCSK9 also results in reductions of plasma lipoprotein (a) levels. The increase in apo(a) FCR during alirocumab treatment suggests that increased LDL receptors may also play a role in the reduction of plasma Lp(a).,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=901;doc_id=6540064;rationale_sentences,annotated_rationale,scifact_claim_901
scifact_train_902_10648422,scifact,PD-1 triggering on monocytes enhances IL-10 production by monocytes.,Triggering of PD-1 expressed on monocytes by PD-L1 expressed on various cell types induced IL-10 production and led to reversible CD4+ T cell dysfunction. We describe a new function for PD-1 whereby microbial products inhibit T cell expansion and function by upregulating PD-1 levels and IL-10 production by monocytes after binding of PD-1 by PD-L1.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=902;doc_id=10648422;rationale_sentences,annotated_rationale,scifact_claim_902
scifact_train_908_nei_6923961,scifact,PGE 2 suppresss intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,"Although aberrant DNA methylation is considered to be one of the key ways by which tumor-suppressor and DNA-repair genes are silenced during tumor initiation and progression, the mechanisms underlying DNA methylation alterations in cancer remain unclear.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=908;doc_id=6923961;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_908
scifact_train_909_11254556,scifact,PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.,"Here, we found that Protein Kinase G1 (PKG-I) localized presynaptically in nociceptor terminals plays an essential role in the expression of spinal LTP. Our results thus indicate that presynaptic mechanisms involving an increase in release probability from nociceptors are operational in the expression of synaptic LTP on spinal-PAG projection neurons and that PKG-I localized in presynaptic nociceptor terminals plays an essential role in this process to regulate pain sensitivity.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=909;doc_id=11254556;rationale_sentences,annotated_rationale,scifact_claim_909
scifact_train_910_11254556,scifact,PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.,"Patch clamp recordings showed that activity-induced LTP at identified synapses between nociceptors and spinal neurons projecting to the periaqueductal grey (PAG) was completely abolished in SNS-PKG-I(-/-) mice, although basal synaptic transmission was not affected.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=910;doc_id=11254556;rationale_sentences,annotated_rationale,scifact_claim_910
scifact_train_912_11254556,scifact,PKG-la plays an essential role in expression of spinal long term potentiation in PGK-la knockout mice.,"Patch clamp recordings showed that activity-induced LTP at identified synapses between nociceptors and spinal neurons projecting to the periaqueductal grey (PAG) was completely abolished in SNS-PKG-I(-/-) mice, although basal synaptic transmission was not affected.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=912;doc_id=11254556;rationale_sentences,annotated_rationale,scifact_claim_912
scifact_train_916_nei_18037805,scifact,PRC1-bound plasmids sediment at a slower rate in unbound plasmids than in sucrose gradients.,The transcriptional status of a gene can be maintained through multiple rounds of cell division during development.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=916;doc_id=18037805;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_916
scifact_train_917_34071621,scifact,PTEN is a regulator for the transcriptional activity of SRF,"Here we report that the lipid and protein phosphatase, PTEN, has a novel role in the nucleus by functioning as an indispensible regulator with SRF to maintain the differentiated SM phenotype. PTEN interacts with the N-terminal domain of SRF and PTEN-SRF interaction promotes SRF binding to essential promoter elements in SM-specific genes. Factors inducing phenotypic switching promote loss of nuclear PTEN through nucleo-cytoplasmic translocation resulting in reduced myogenically active SRF, but enhanced SRF activity on target genes involved in proliferation.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=917;doc_id=34071621;rationale_sentences,annotated_rationale,scifact_claim_917
scifact_train_919_16422880,scifact,Participants who quit smoking reduce lung cancer risk by approximately 50%.,"The HR for light smokers was 0.44 (95% CI, 0.35-0.56); for quitters, HR 0.50 (95% CI, 0.36-0.69), for stable ex-smokers, HR 0.17 (95% CI, 0.13-0.23), and for never smokers, HR 0.09 (95% CI, 0.06-0.13).",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=919;doc_id=16422880;rationale_sentences,annotated_rationale,scifact_claim_919
scifact_train_923_17077004,scifact,Patients in stable partnerships have a slower progression from HIV to AIDS.,"In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without. CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=923;doc_id=17077004;rationale_sentences,annotated_rationale,scifact_claim_923
scifact_train_925_17077004,scifact,Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.,"In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without. CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=925;doc_id=17077004;rationale_sentences,annotated_rationale,scifact_claim_925
