candidate_id,true_label,pred_label,strong_action_flag,strong_action_score,p_contra_mean,p_svm_mean,priority_score,selected_evidence,selected_chunk_id,selected_rank,source_pdf,page,route,n_seeds_voted,vote_share_strong
SBV2-ALL92-G087-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6109775924885548,0.25680676978640987,0.524596316566941,0.854170822702145,"This paper focuses on the applicability of LLMs to construct context-aware reward structure designs for attack and defense agents based on their heterogeneous behavioral characteristics, and subsequently develop DRL-based autonomous cyber defense policies.",CYB-007_p1_c4,5,CYB-007,3,strong_action,2,1.0
SBV2-ALL92-G087-C03,strong_action_overclaim,strong_action_overclaim,1,0.7230930163390396,0.2616196904056377,0.5296069516408831,0.9614733259334018,Methodology The autonomous cyber defense problem focuses on learning the optimal policies for the defender (blue) agent against different forms of adversarial actions taken by the attacker (red) agent.,CYB-007_p2_c0,3,CYB-007,3,strong_action,2,1.0
SBV2-ALL92-G087-C04,contradiction_candidate,strong_action_overclaim,1,0.6423814571580028,0.31678569785398525,0.584715898659625,0.8255957593040175,"This paper focuses on the applicability of LLMs to construct context-aware reward structure designs for attack and defense agents based on their heterogeneous behavioral characteristics, and subsequently develop DRL-based autonomous cyber defense policies.",CYB-007_p1_c4,4,CYB-007,3,strong_action,2,1.0
SBV2-ALL92-G089-C01,supported,strong_action_overclaim,1,0.7423732495652815,0.2954717054145745,0.5009270752547299,0.9469015441507069,The CAGE-4 challenge is a recent security environment aimed at encouraging research in autonomous cyber defense.,CYB-009_p2_c4,5,CYB-008,2,strong_action,4,1.0
SBV2-ALL92-G089-C02,mild_scope_overclaim,strong_action_overclaim,1,0.707158792375904,0.27248104004200546,0.4851844942358978,0.9346777523338985,"We demonstrated that our hierarchical method converges faster than a single PPO policy and generalizes across various red agent behavior, while H-MARL Expert consistently performs better than the baselines.",CYB-009_p13_c3,5,CYB-008,2,strong_action,4,1.0
SBV2-ALL92-G089-C03,strong_action_overclaim,strong_action_overclaim,1,0.7803046448879891,0.2994137844931215,0.5022403698916804,0.9808908603948676,The CAGE-4 challenge is a recent security environment aimed at encouraging research in autonomous cyber defense.,CYB-009_p2_c4,3,CYB-009,13,strong_action,4,0.75
SBV2-ALL92-G089-C04,contradiction_candidate,supported,0,0.7737827541227701,0.36404762786617784,0.5380548066056005,0.40973512625659225,The CAGE-4 challenge is a recent security environment aimed at encouraging research in autonomous cyber defense.,CYB-009_p2_c4,5,CYB-008,2,supported,4,0.5
SBV2-ALL92-G091-C01,supported,strong_action_overclaim,1,0.4760642952037754,0.2688823503740976,0.49676983762449023,0.7071819448296779,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,CYB-009_p2_c2,1,CYB-009,2,strong_action,5,0.6
SBV2-ALL92-G091-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5621956522468322,0.26570554979377353,0.4822094998631556,0.7964901024530586,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,CYB-009_p2_c2,1,CYB-009,2,strong_action,5,1.0
SBV2-ALL92-G091-C03,strong_action_overclaim,strong_action_overclaim,1,0.7382214949299319,0.29819356468645114,0.5123049235382663,0.9400279302434809,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,CYB-009_p2_c2,1,CYB-009,2,strong_action,5,1.0
SBV2-ALL92-G091-C04,contradiction_candidate,contradiction_candidate,0,0.3415710038875607,0.9243867634416405,0.8186492239250187,-0.5828157595540798,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,CYB-009_p2_c2,1,CYB-009,2,contradiction,5,0.0
SBV2-ALL92-G092-C01,supported,strong_action_overclaim,1,0.5957546111465182,0.23762570282339343,0.4768689915090532,0.8581289083231247,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of,CYB-009_p1_c1,1,CYB-009,1,strong_action,1,1.0
SBV2-ALL92-G092-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6424643443626432,0.2375483652634852,0.47674774036842876,0.904915979099158,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of,CYB-009_p1_c1,1,CYB-009,1,strong_action,1,1.0
SBV2-ALL92-G092-C03,strong_action_overclaim,strong_action_overclaim,1,0.6671520694265021,0.23795519717316693,0.47748143315578184,0.9291968722533351,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of,CYB-009_p1_c1,1,CYB-009,1,strong_action,1,1.0
SBV2-ALL92-G092-C04,contradiction_candidate,contradiction_candidate,0,0.4477898116306489,0.9229743644029224,0.8008595194409145,-0.47518455277227345,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of,CYB-009_p1_c1,1,CYB-009,1,contradiction,1,0.0
SBV2-ALL92-G093-C01,supported,strong_action_overclaim,1,0.6721122329411492,0.30429181767376573,0.5287926409031747,0.8678204152673834,that adapt their policies based on opponent behavior or environment feedback.,CYB-009_p11_c2,2,CYB-009,11,strong_action,3,0.6666666666666666
SBV2-ALL92-G093-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6890118538077094,0.2680295901003124,0.49336472674980203,0.920982263707397,that adapt their policies based on opponent behavior or environment feedback.,CYB-009_p11_c2,2,CYB-009,11,strong_action,3,1.0
SBV2-ALL92-G093-C03,strong_action_overclaim,strong_action_overclaim,1,0.696228395735358,0.2568771782292123,0.47937701405812333,0.9393512175061457,that adapt their policies based on opponent behavior or environment feedback.,CYB-009_p11_c2,2,CYB-009,11,strong_action,3,1.0
SBV2-ALL92-G093-C04,contradiction_candidate,strong_action_overclaim,1,0.710893077671597,0.28997537034461524,0.5374834934869497,0.9209177073269819,that adapt their policies based on opponent behavior or environment feedback.,CYB-009_p11_c2,2,CYB-009,11,strong_action,3,0.6666666666666666
SBV2-ALL92-G094-C01,supported,contradiction_candidate,0,0.6791866704225391,0.44618963404904954,0.6010437927947017,0.23299703637348956,"While the work of Wiebe et al. is the only one considering the operational goals of confidentiality, integrity and availability in cyber environments, they do not have a mathematical formulation of network resilience.",CYB-010_p6_c2,4,CYB-010,1,supported,4,0.25
SBV2-ALL92-G094-C02,mild_scope_overclaim,contradiction_candidate,0,0.6648220051536115,0.4817227311743518,0.5935514231329045,0.18309927397925962,"While the work of Wiebe et al. is the only one considering the operational goals of confidentiality, integrity and availability in cyber environments, they do not have a mathematical formulation of network resilience.",CYB-010_p6_c2,3,CYB-010,1,supported,4,0.0
SBV2-ALL92-G094-C03,strong_action_overclaim,contradiction_candidate,0,0.7499149511021008,0.6081510740744056,0.5158679996723753,0.14176387702769522,"However, the authors do not study the connection between these metrics and network resilience.",CYB-010_p3_c2,5,CYB-010,1,contradiction,4,0.0
SBV2-ALL92-G094-C04,contradiction_candidate,strong_action_overclaim,1,0.7479771236434297,0.2417141129269078,0.4755848189704495,1.006263010716522,"We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense.",CYB-009_p1_c1,4,CYB-010,1,strong_action,4,1.0
SBV2-ALL92-G098-C01,supported,strong_action_overclaim,1,0.5368685626479635,0.24488902696051335,0.4938413212995927,0.7919795356874502,"Environment complexity and intra-episode variation We have demonstrated the ability of the entity-based framework and a Transformer-based policy to train on varying network topologies with constant nodes, as well as to generalise zero-shot to network sizes not seen during training.",CYB-011_p16_c3,4,CYB-011,1,strong_action,2,1.0
SBV2-ALL92-G098-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5359590043880904,0.23822135291550686,0.4903296426689971,0.7977376514725836,"Environment complexity and intra-episode variation We have demonstrated the ability of the entity-based framework and a Transformer-based policy to train on varying network topologies with constant nodes, as well as to generalise zero-shot to network sizes not seen during training.",CYB-011_p16_c3,4,CYB-011,1,strong_action,2,1.0
SBV2-ALL92-G098-C03,strong_action_overclaim,strong_action_overclaim,1,0.76072687950245,0.23883080913980442,0.4897499708916553,1.0218960703626456,To evaluate our method’s performance change as the size of the training se,AD-019_p5_c5,4,CYB-011,15,strong_action,2,1.0
SBV2-ALL92-G098-C04,contradiction_candidate,strong_action_overclaim,1,0.6135039990255797,0.3690899767626744,0.5562530925251337,0.7444140222629053,"Environment complexity and intra-episode variation We have demonstrated the ability of the entity-based framework and a Transformer-based policy to train on varying network topologies with constant nodes, as well as to generalise zero-shot to network sizes not seen during training.",CYB-011_p16_c3,4,CYB-011,15,strong_action,2,0.5
SBV2-ALL92-G099-C01,supported,strong_action_overclaim,1,0.5693435260477367,0.016594920739610157,0.3427801100362558,1.0527486053081265,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based reinforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",CYB-011_p1_c1,3,CYB-011,1,strong_action,1,1.0
SBV2-ALL92-G099-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6563054207259201,0.15495898303515285,0.39733805530737754,1.0013464376907673,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based reinforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",CYB-011_p1_c1,3,CYB-011,1,strong_action,1,1.0
SBV2-ALL92-G099-C03,strong_action_overclaim,strong_action_overclaim,1,0.6301360687008988,0.26073228826170997,0.37385598574955203,0.8694037804391888,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based reinforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",CYB-011_p1_c1,2,CYB-011,1,strong_action,1,1.0
SBV2-ALL92-G099-C04,contradiction_candidate,contradiction_candidate,0,0.36338459875909096,0.9295107306154354,0.8687178513770157,-0.5661261318563444,"To overcome this limitation, we reframe the problem of autonomous network defence using entity-based reinforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities.",CYB-011_p1_c1,2,CYB-011,1,contradiction,1,0.0
SBV2-ALL92-G106-C01,supported,supported,0,0.310745181603802,0.019733466476809385,0.4549070901500431,0.2910117151269926,"Finally, we evaluated the test error (e.g., the Mean Absolute Percentage Error (MAPE)) by running the the estimated optimal policy on the physical system for 2,000 episodes.",DT-002_p22_c1,1,DT-002,22,supported,4,0.0
SBV2-ALL92-G106-C02,mild_scope_overclaim,supported,0,0.45294088571672586,0.25179772880431883,0.4719914259106689,0.20114315691240703,"Finally, we evaluated the test error (e.g., the Mean Absolute Percentage Error (MAPE)) by running the the estimated optimal policy on the physical system for 2,000 episodes.",DT-002_p22_c1,2,DT-002,22,supported,4,0.5
SBV2-ALL92-G106-C03,strong_action_overclaim,contradiction_candidate,0,0.26126912301963223,0.9266838514583564,0.8552075592429929,-0.6654147284387242,"Finally, we evaluated the test error (e.g., the Mean Absolute Percentage Error (MAPE)) by running the the estimated optimal policy on the physical system for 2,000 episodes.",DT-002_p22_c1,2,DT-002,22,contradiction,4,0.0
SBV2-ALL92-G106-C04,contradiction_candidate,contradiction_candidate,0,0.2395253905209604,0.9256145623688153,0.8516938720250736,-0.686089171847855,"Finally, we evaluated the test error (e.g., the Mean Absolute Percentage Error (MAPE)) by running the the estimated optimal policy on the physical system for 2,000 episodes.",DT-002_p22_c1,1,DT-002,22,contradiction,4,0.0
SBV2-ALL92-G107-C01,supported,strong_action_overclaim,1,0.6615598786788277,0.23983100888713269,0.4924775772401943,0.921728869791695,"dualcomponent approach provably converges to the optimal policy, and outperforms existing methods in extensive numerical experiments based on the biopharmaceutical manufacturing domain.",DT-002_p1_c1,2,DT-002,1,strong_action,1,1.0
SBV2-ALL92-G107-C02,mild_scope_overclaim,strong_action_overclaim,1,0.640864695956737,0.23937078648961582,0.48504443657903373,0.9014939094671212,"dualcomponent approach provably converges to the optimal policy, and outperforms existing methods in extensive numerical experiments based on the biopharmaceutical manufacturing domain.",DT-002_p1_c1,2,DT-002,1,strong_action,1,1.0
SBV2-ALL92-G107-C03,strong_action_overclaim,strong_action_overclaim,1,0.7153726220189167,0.24027748866221876,0.47571871342857164,0.975095133356698,"dualcomponent approach provably converges to the optimal policy, and outperforms existing methods in extensive numerical experiments based on the biopharmaceutical manufacturing domain.",DT-002_p1_c1,2,DT-002,1,strong_action,1,1.0
SBV2-ALL92-G107-C04,contradiction_candidate,contradiction_candidate,0,0.5972202066637242,0.5943382134863542,0.4707456234347224,0.0028819931773700347,"dualcomponent approach provably converges to the optimal policy, and outperforms existing methods in extensive numerical experiments based on the biopharmaceutical manufacturing domain.",DT-002_p1_c1,2,DT-002,1,contradiction,1,0.0
SBV2-ALL92-G110-C01,supported,strong_action_overclaim,1,0.5236197162891852,0.28365798378743373,0.5003937319254345,0.7399617325017516,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,DT-003_p1_c1,2,DT-003,1,strong_action,3,0.6666666666666666
SBV2-ALL92-G110-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5785884587261877,0.2943169719018121,0.5076570764022893,0.7842714868243756,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,DT-003_p1_c1,2,DT-003,1,strong_action,3,0.6666666666666666
SBV2-ALL92-G110-C03,strong_action_overclaim,strong_action_overclaim,1,0.6059397419715086,0.31207347401459024,0.5188490727451756,0.7938662679569184,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,DT-003_p1_c1,2,DT-003,1,strong_action,3,0.6666666666666666
SBV2-ALL92-G110-C04,contradiction_candidate,contradiction_candidate,0,0.3072887055347006,0.9173170119783794,0.850531010135953,-0.6100283064436789,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,DT-003_p1_c1,2,DT-003,1,contradiction,3,0.0
SBV2-ALL92-G111-C01,supported,contradiction_candidate,0,0.6552767955262816,0.8787057533407845,0.8120624416924981,-0.2234289578145029,"This simulation capability allows teams to test how the system responds to potential imbalances, identify weak points, and verify that protection systems respond appropriately.",DT-011_p8_c1,3,DT-003,1,contradiction,4,0.0
SBV2-ALL92-G111-C02,mild_scope_overclaim,contradiction_candidate,0,0.6844725218100243,0.8770211340286285,0.8113903693096582,-0.1925486122186042,"This simulation capability allows teams to test how the system responds to potential imbalances, identify weak points, and verify that protection systems respond appropriately.",DT-011_p8_c1,3,DT-003,1,contradiction,4,0.0
SBV2-ALL92-G111-C03,strong_action_overclaim,strong_action_overclaim,1,0.7827614578484883,0.2633157080119629,0.5662247025296862,1.0194457498365255,"Reinforcement learning is used to consider component health and degradation to drive the target power generations, with constraints enforced through a Reference Governor control algorithm that ensures co",DT-009_p1_c1,2,DT-003,1,strong_action,4,1.0
SBV2-ALL92-G111-C04,contradiction_candidate,contradiction_candidate,0,0.5032653201645587,0.935012326400355,0.8565312159508471,-0.4317470062357963,"This simulation capability allows teams to test how the system responds to potential imbalances, identify weak points, and verify that protection systems respond appropriately.",DT-011_p8_c1,3,DT-003,1,contradiction,4,0.0
SBV2-ALL92-G116-C01,supported,contradiction_candidate,0,0.6342804343528515,0.9207981765050612,0.8509245972174551,-0.2865177421522097,It produced the highest number of extracted regulations and achieved top accuracy in three out of,DT-005_p6_c1,1,DT-005,6,contradiction,2,0.0
SBV2-ALL92-G116-C02,mild_scope_overclaim,strong_action_overclaim,1,0.786742362761738,0.28980392892009,0.501218987023563,0.996938433841648,"Overall, all four models performed well, achieving relatively high accuracy across the evaluated documents.",DT-005_p6_c1,1,DT-005,6,strong_action,2,1.0
SBV2-ALL92-G116-C03,strong_action_overclaim,strong_action_overclaim,1,0.7668028947660619,0.2647816393213495,0.4811141590121213,1.0020212554447123,"Overall, all four models performed well, achieving relatively high accuracy across the evaluated documents.",DT-005_p6_c1,1,DT-005,6,strong_action,2,1.0
SBV2-ALL92-G116-C04,contradiction_candidate,supported,0,0.8579622525136361,0.412427589029312,0.5692836020668641,0.44553466348432413,It produced the highest number of extracted regulations and achieved top accuracy in three out of,DT-005_p6_c1,1,DT-005,6,supported,2,0.0
SBV2-ALL92-G119-C01,supported,supported,0,0.10996646052828685,0.020685099838268425,0.4538150217623496,0.08928136069001842,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Precision (mAP). 2) A distance-based mAP metric following the nuScenes evaluation standards, specifically designed to accommodate small objects such as pedestrians and cyclists. 3) Pose estimation metrics, including Average Translation Error",DT-006_p5_c1,1,DT-006,5,supported,6,0.0
SBV2-ALL92-G119-C02,mild_scope_overclaim,supported,0,0.09907836502072291,0.02050803081725235,0.4524827109958695,0.07857033420347057,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Precision (mAP). 2) A distance-based mAP metric following the nuScenes evaluation standards, specifically designed to accommodate small objects such as pedestrians and cyclists. 3) Pose estimation metrics, including Average Translation Error",DT-006_p5_c1,1,DT-006,5,supported,6,0.0
SBV2-ALL92-G119-C03,strong_action_overclaim,supported,0,0.22891013475924074,0.2575093185201074,0.48081621306320815,-0.028599183760866648,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Precision (mAP). 2) A distance-based mAP metric following the nuScenes evaluation standards, specifically designed to accommodate small objects such as pedestrians and cyclists. 3) Pose estimation metrics, including Average Translation Error",DT-006_p5_c1,2,DT-006,5,supported,6,0.0
SBV2-ALL92-G119-C04,contradiction_candidate,contradiction_candidate,0,0.08017015964342039,0.9252703046997978,0.8426815637110326,-0.8451001450563773,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Precision (mAP). 2) A distance-based mAP metric following the nuScenes evaluation standards, specifically designed to accommodate small objects such as pedestrians and cyclists. 3) Pose estimation metrics, including Average Translation Error",DT-006_p5_c1,1,DT-006,5,contradiction,6,0.0
SBV2-ALL92-G122-C01,supported,strong_action_overclaim,1,0.5109448303005775,0.31417036614355587,0.5183724054123781,0.6967744641570216,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",DT-007_p1_c1,2,DT-007,1,strong_action,1,1.0
SBV2-ALL92-G122-C02,mild_scope_overclaim,mild_scope_overclaim,0,0.43573247020787925,0.24487032770437073,0.5587203098031652,0.19086214250350853,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",DT-007_p1_c1,2,DT-007,1,mild_scope,1,0.0
SBV2-ALL92-G122-C03,strong_action_overclaim,strong_action_overclaim,1,0.5756906715990789,0.29707840488433834,0.5070410231544997,0.7786122667147406,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",DT-007_p1_c1,2,DT-007,1,strong_action,1,1.0
SBV2-ALL92-G122-C04,contradiction_candidate,contradiction_candidate,0,0.3307270848399936,0.9036404109685566,0.8198489101562729,-0.572913326128563,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",DT-007_p1_c1,2,DT-007,1,contradiction,1,0.0
SBV2-ALL92-G124-C01,supported,strong_action_overclaim,1,0.6402828846593611,0.2550678004317525,0.4399214311420817,0.8852150842276086,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,DT-009_p10_c1,1,DT-009,10,strong_action,4,1.0
SBV2-ALL92-G124-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7731514187148399,0.24957555103184534,0.4362269401399356,1.0235758676829945,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,DT-009_p10_c1,1,DT-009,10,strong_action,4,1.0
SBV2-ALL92-G124-C03,strong_action_overclaim,strong_action_overclaim,1,0.7742095292080993,0.14641596857492162,0.37285047976907104,1.1277935606331777,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,DT-009_p10_c1,2,DT-009,10,strong_action,4,1.0
SBV2-ALL92-G124-C04,contradiction_candidate,contradiction_candidate,0,0.4050456253512886,0.9269766458376282,0.8143805414118985,-0.5219310204863397,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,DT-009_p10_c1,4,DT-009,15,contradiction,4,0.0
SBV2-ALL92-G128-C01,supported,strong_action_overclaim,1,0.6035852265157664,0.2607251310774048,0.509282157846449,0.8428600954383616,"Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",DT-010_p5_c3,2,DT-010,5,strong_action,1,1.0
SBV2-ALL92-G128-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5877323483602446,0.25493856552325717,0.4850790823712381,0.8327937828369874,"Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",DT-010_p5_c3,2,DT-010,5,strong_action,1,1.0
SBV2-ALL92-G128-C03,strong_action_overclaim,strong_action_overclaim,1,0.6460054489870501,0.2609698172939089,0.5080100749343578,0.8850356316931413,"Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",DT-010_p5_c3,2,DT-010,5,strong_action,1,1.0
SBV2-ALL92-G128-C04,contradiction_candidate,contradiction_candidate,0,0.41687755367900975,0.9250167027528234,0.7664656058715164,-0.5081391490738136,"Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",DT-010_p5_c3,2,DT-010,5,contradiction,1,0.0
SBV2-ALL92-G131-C01,supported,strong_action_overclaim,1,0.7864513357784206,0.29977943643245825,0.5245790247316741,0.9866718993459624,"Finally, a digital model is updated with data manually while having no control over the physical system.",DT-011_p3_c3,2,DT-011,3,strong_action,3,1.0
SBV2-ALL92-G131-C02,mild_scope_overclaim,contradiction_candidate,0,0.5709000350637853,0.8531378509983417,0.7568578604848063,-0.28223781593455644,Manual data exchange Automated data exchange Digital Model Digital Shadow Digital Twin Physical asset Virtual model Fig. 2.,DT-011_p3_c3,1,DT-011,3,contradiction,3,0.0
SBV2-ALL92-G131-C03,strong_action_overclaim,strong_action_overclaim,1,0.6563790678349806,0.2489601646937728,0.4816748665066162,0.9074189031412078,Manual data exchange Automated data exchange Digital Model Digital Shadow Digital Twin Physical asset Virtual model Fig. 2.,DT-011_p3_c3,3,DT-011,14,strong_action,3,1.0
SBV2-ALL92-G131-C04,contradiction_candidate,strong_action_overclaim,1,0.68979570821865,0.2721220761047358,0.4969252535063622,0.9176736321139142,Manual data exchange Automated data exchange Digital Model Digital Shadow Digital Twin Physical asset Virtual model Fig. 2.,DT-011_p3_c3,3,DT-011,14,strong_action,3,1.0
SBV2-ALL92-G135-C01,supported,contradiction_candidate,0,0.6503481227335404,0.5827904058766825,0.6471543468976345,0.06755771685685785,The availability of historical datasets and the development of DT for BESS allowed the employment of advanced ML approaches to effectively address this challenge.,DT-012_p8_c0,5,DT-012,2,contradiction,3,0.0
SBV2-ALL92-G135-C02,mild_scope_overclaim,mild_scope_overclaim,0,0.7226452246989608,0.46795107552887005,0.6565873272695365,0.2546941491700907,The availability of historical datasets and the development of DT for BESS allowed the employment of advanced ML approaches to effectively address this challenge.,DT-012_p8_c0,2,DT-012,2,mild_scope,3,0.0
SBV2-ALL92-G135-C03,strong_action_overclaim,strong_action_overclaim,1,0.8023368571102183,0.3281725823998649,0.6160861544659918,0.9741642747103534,"RL-base, i.e., the state-of-theart RL solution, and of 6.7% w.r.t.",DT-012_p6_c2,5,DT-012,2,strong_action,3,0.6666666666666666
SBV2-ALL92-G135-C04,contradiction_candidate,strong_action_overclaim,1,0.7422437985174636,0.2668689361296321,0.5124717336761728,0.9753748623878316,The availability of historical datasets and the development of DT for BESS allowed the employment of advanced ML approaches to effectively address this challenge.,DT-012_p8_c0,3,DT-012,2,strong_action,3,1.0
SBV2-ALL92-G140-C01,supported,strong_action_overclaim,1,0.8391794833299818,0.2751627774655129,0.4669037984199885,1.064016705864469,We compare the performance of the proposed method with Partial and REWIRE methods from the current literature.,DT-014_p5_c3,1,DT-014,5,strong_action,1,1.0
SBV2-ALL92-G140-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8394267041583641,0.27380973707155937,0.46540519281242143,1.0656169670868048,We compare the performance of the proposed method with Partial and REWIRE methods from the current literature.,DT-014_p5_c3,1,DT-014,5,strong_action,1,1.0
SBV2-ALL92-G140-C03,strong_action_overclaim,strong_action_overclaim,1,0.8397475303120645,0.2767586104689712,0.46870796494332767,1.0629889198430933,We compare the performance of the proposed method with Partial and REWIRE methods from the current literature.,DT-014_p5_c3,1,DT-014,5,strong_action,1,1.0
SBV2-ALL92-G140-C04,contradiction_candidate,strong_action_overclaim,1,0.8487658017056087,0.2798185653548743,0.472183071833308,1.0689472363507344,We compare the performance of the proposed method with Partial and REWIRE methods from the current literature.,DT-014_p5_c3,1,DT-014,5,strong_action,1,1.0
SBV2-ALL92-G141-C01,supported,mild_scope_overclaim,0,0.5596230956027733,0.34639262812822874,0.600826292617299,0.2132304674745446,"for this study is, “How can we effectively manage smart city services by (i) preserving the energy, and (ii) meeting the low latency requirements of future 6G IoT networks?” To address this, we propose a DT-guided energy management framework that operates over the DDS.",DT-014_p2_c1,2,DT-014,1,mild_scope,3,0.0
SBV2-ALL92-G141-C02,mild_scope_overclaim,mild_scope_overclaim,0,0.45951698136602515,0.31502838910861053,0.5803827970658589,0.14448859225741462,"for this study is, “How can we effectively manage smart city services by (i) preserving the energy, and (ii) meeting the low latency requirements of future 6G IoT networks?” To address this, we propose a DT-guided energy management framework that operates over the DDS.",DT-014_p2_c1,5,DT-014,1,mild_scope,3,0.0
SBV2-ALL92-G141-C03,strong_action_overclaim,mild_scope_overclaim,0,0.5968714947570938,0.38384556695920463,0.6354233563511131,0.21302592779788915,"for this study is, “How can we effectively manage smart city services by (i) preserving the energy, and (ii) meeting the low latency requirements of future 6G IoT networks?” To address this, we propose a DT-guided energy management framework that operates over the DDS.",DT-014_p2_c1,4,DT-014,1,mild_scope,3,0.3333333333333333
SBV2-ALL92-G141-C04,contradiction_candidate,mild_scope_overclaim,0,0.6170301458722416,0.4004367906476671,0.6464569386061201,0.2165933552245745,"for this study is, “How can we effectively manage smart city services by (i) preserving the energy, and (ii) meeting the low latency requirements of future 6G IoT networks?” To address this, we propose a DT-guided energy management framework that operates over the DDS.",DT-014_p2_c1,4,DT-014,1,mild_scope,3,0.3333333333333333
SBV2-ALL92-G144-C01,supported,strong_action_overclaim,1,0.624123421543759,0.27050388432911704,0.5758075893367605,0.853619537214642,"Unlike traditional reactive systems that respond after a crash or near-miss, proactive approaches rely on real-time data, predictive analytics, and intelligent infrastructure to anticipate risks and facilitate early interventions.",AD-024_p4_c0,3,DT-015,1,strong_action,2,1.0
SBV2-ALL92-G144-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6457789951709008,0.2863210595350344,0.5987010510630848,0.8594579356358664,"Unlike traditional reactive systems that respond after a crash or near-miss, proactive approaches rely on real-time data, predictive analytics, and intelligent infrastructure to anticipate risks and facilitate early interventions.",AD-024_p4_c0,3,DT-015,1,strong_action,2,1.0
SBV2-ALL92-G144-C03,strong_action_overclaim,strong_action_overclaim,1,0.8192830409632568,0.26948786330386637,0.6443770753885038,1.0497951776593903,customizable platform for mobility systems planning and operations with benchmark algorithms.,POL-017_p1_c2,2,DT-015,1,strong_action,2,1.0
SBV2-ALL92-G144-C04,contradiction_candidate,contradiction_candidate,0,0.5996621232321381,0.8226045972942622,0.7097138924014255,-0.22294247406212409,"Unlike traditional reactive systems that respond after a crash or near-miss, proactive approaches rely on real-time data, predictive analytics, and intelligent infrastructure to anticipate risks and facilitate early interventions.",AD-024_p4_c0,3,DT-015,1,contradiction,2,0.0
