candidate_id,sent_global_idx,sentence_text,claim_text
SBV2-ALL92-G089-C03,15,"We demonstrated that our hierarchical method converges faster than a single PPO policy and generalizes across various red agent behavior, while H-MARL Expert consistently performs better than the baselines.",A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C03,16,"Acknowledgments This research was funded by the Defense Advanced Research Projects Agency (DARPA), under contract W912CG23C0031. 13",A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C03,17,(4 steps) and Restore host (5 steps).,A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C03,18,"In our implementation, while an action is in progress in the environment, we associate the “in-progress” state with a special observation and mask out other actions except sleep to guide PPO training. 5.1 H-MARL Performance MARL Baselines.",A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C03,19,"We compare the hierarchical architecture with two single-policy MARL paradigms : Decentralized Training Decentralized Execution (DTDE), and Centralized Training Decentralized Execution (CTDE).",A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C03,20,The DTDE baseline uses an,A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,0,(TTCP) competition to advance the state-of-the-art ACD.,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,1,"Using the CybORG gym, participants in this challenge submit defender agents (blue agents) to remove attackers (red agents) and maximize availability for network users while protecting critical services.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,2,CAGE challenges evaluate community submissions based on the highest joint reward obtained in the simulations.,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,3,Previous submissions to CAGE challenges use RL agents.,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,4,"Its latest edition, the CAGE 4 Challenge, includes a multi-agent environme",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,5,"Decentralized), despite having similar reward.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,6,"H- MARL Expert has the highest recovery precision across all policies, as its expert master policy selects the Recovery sub-policy when IOCs are present on hosts, a strong indication of host compromise.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,7,Our analysis demonstrates the need of using the reward signal in conjunction with other metrics that are relevant in the cyber domain.,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,8,"To better align the reward with the defender’s goals, one can also incorporate these new metrics in the reward. 6 C",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,9,"Ridley, “Network environment design for autonomous cyberdefense,” 2103.07583, 2021.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,10,"TTCP Working Group, “Ttcp cage challenge 4,” cage-challenge/cage-challenge-4, 2023.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,11,"Chin, “Hierarchical Multi-agent Reinforcement Learning for Cyber Network Defense,” Oct. 2024.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,12,(4 steps) and Restore host (5 steps).,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,13,"In our implementation, while an action is in progress in the environment, we associate the “in-progress” state with a special observation and mask out other actions except sleep to guide PPO training. 5.1 H-MARL Performance MARL Baselines.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,14,"We compare the hierarchical architecture with two single-policy MARL paradigms : Decentralized Training Decentralized Execution (DTDE), and Centralized Training Decentralized Execution (CTDE).",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,15,The DTDE baseline uses an,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,16,to automate cyber defense strategies and improve the security of cyber infrastructures.,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,17,The CAGE-4 challenge is a recent security environment aimed at encouraging research in autonomous cyber defense.,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,18,It provides a cyber simulation of attacker and defender actions in realistic network topologies.,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,19,"CAGE-4 is a partially observable environment with multiple, decentralized blue agents defending the network by playing against a team of red agents performing various attacks over time.",A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G089-C04,20,It can be m,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.
SBV2-ALL92-G091-C01,0,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior.",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,1,"Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network.",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,2,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,3,"and multiple network topologies, comprehensively characterizing system resilience.",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,4,"Using insights gained from our resilience metrics, we design RL autonomous defensive agents and compare them against several heuristic baselines, showing that proactive network hardening techniques and prompt recovery of compromised machines are critical for effective cyber defenses. 1 Introduction Cyber attacks can cause massive economic damage to an organization, lead to loss of information and privacy, an",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,5,"20 Because C-MADF is evaluated as a decision-support architecture rather than only a classifier, we map telemetry windows into a structured state representation that preserves temporal context and host–network cross-signals.",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,6,"This representation is shared across all methods through a common interface, so any observed performance difference reflects model behavior rather than differences in feature availability or preaggregation privileges.",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,7,To avoid relying on customized internal,The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,8,Cyber Defense (ACD) approaches this using AI agents to detect and mitigate attacks.,The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,9,ACD agents have been primarily based on Reinforcement Learning (RL).,The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,10,"Still, their applications to real-world systems are constrained by (1) limited explainability, (2) limited transferability to other environments (different attackers or different networks), and (3) training challenges due to complex realistic environment creation and RL sample inefficiency .",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,11,To address the limitations of RL-based approaches,The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,12,"single teacher model (Gemma 3 27B); ablation of sampling count, temperature, and teacher model choice is needed.",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,13,"We also do not quantitatively compare distilled outputs against fresh teacher queries (e.g., via KL divergence or decision agreement rate).",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,14,"Behavioral Modeling The structured interface enables logging and analysis of LLM-driven decisions, but connecting these to human decision processes is not addressed here.",The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C01,15,Possible extensions include comparisons against human subjects or stated,The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,0,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,1,"Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,2,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,3,"20 Because C-MADF is evaluated as a decision-support architecture rather than only a classifier, we map telemetry windows into a structured state representation that preserves temporal context and host–network cross-signals.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,4,"This representation is shared across all methods through a common interface, so any observed performance difference reflects model behavior rather than differences in feature availability or preaggregation privileges.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,5,To avoid relying on customized internal,The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,6,the same 30-minute interval.,The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,7,"Before the tariff peak (8:00), the sums of the schedule delay early and schedule delay late costs in TCS scenario are close to those in the base case, while the proportion of schedule delay early clearly increases, due to earlier departure times.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,8,"During the peak, schedule delay late cost is significantly reduced thanks to the savings in travel time.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,9,"After the peak (9:30), though we observe a few trip postponements in both Figure 8 and Figure 9, the schedule delay lat",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,10,"While risk-aware approaches capture global attack surfaces, they rely on coarse attack-graph abstractions and lack the fine-grained, temporal, and causal context necessary to model multi-stage APT behavior.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,11,"As a result, their performance degrades in later stages of the attack, where precise reasoning over system dynamics is essential.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,12,"Compared with DeepStage, DeepXplain achieves a notable improvement in overall mitigation effectiveness, increasing the success",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,13,"and multiple network topologies, comprehensively characterizing system resilience.",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C02,14,"Using insights gained from our resilience metrics, we design RL autonomous defensive agents and compare them against several heuristic baselines, showing that proactive network hardening techniques and prompt recovery of compromised machines are critical for effective cyber defenses. 1 Introduction Cyber attacks can cause massive economic damage to an organization, lead to loss of information and privacy, an",The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.
SBV2-ALL92-G091-C03,0,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,1,"Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,2,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,3,DeepXplain: XAI-Guided Autonomous Defense Against Multi-Stage APT Campaigns Trung V.,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,4,"Phan and Thomas Bauschert Chair of Communication Networks, Technische Universit¨at Chemnitz, 09126 Chemnitz, Germany Email: trung.phan-van@etit.tu-chemnitz.de, thomas.bauschert@etit.tu-chemnitz.de This paper is currently under review for IEEE GLOBECOM 2026.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,5,"Abstract—Advanced Persistent Threats (APTs) are stealthy, multi-stage attacks that require adaptive and timely defense.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,6,While deep reinforcement learning (DR,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,7,"stage. 4.3 Comparative Performance (RQ1) In the first experiment, all learning-based methods were trained on the synthetic traffic flow dataset, Syn-Train, and evaluated on seven real-world traffic flow datasets to assess their zero-shot performance.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,8,The results are presented in Table 2.,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,9,"Specifically, CoLLMLight consistently achieves SOTA or comparable performance against all baselines, demonstrating superior generalization and cooperation capabilities.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,10,This indicates that CoLLM- Light can,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,11,"and multiple network topologies, comprehensively characterizing system resilience.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,12,"Using insights gained from our resilience metrics, we design RL autonomous defensive agents and compare them against several heuristic baselines, showing that proactive network hardening techniques and prompt recovery of compromised machines are critical for effective cyber defenses. 1 Introduction Cyber attacks can cause massive economic damage to an organization, lead to loss of information and privacy, an",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,13,"assess the VLM’s contribution, we conduct an ablation study by replacing it with one-hot encoded task instructions.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,14,We also compare against a Proximal Policy Optimization (PPO) baseline using the same VLM to highlight the sample efficiency benefits of DiffRL.,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,15,"As defined in Section III-A, our tasks involve two-stage instructions requiring spatial reasoning and object recognition.",The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,16,Each task pairs a natural language instruction with a reference trajectory.,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C03,17,We train on 8 tasks and evaluate on,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.
SBV2-ALL92-G091-C04,0,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,1,"Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,2,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,3,"single teacher model (Gemma 3 27B); ablation of sampling count, temperature, and teacher model choice is needed.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,4,"We also do not quantitatively compare distilled outputs against fresh teacher queries (e.g., via KL divergence or decision agreement rate).",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,5,"Behavioral Modeling The structured interface enables logging and analysis of LLM-driven decisions, but connecting these to human decision processes is not addressed here.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,6,Possible extensions include comparisons against human subjects or stated,The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,7,", but with 𝑓simple LLM and 𝑓complex LLM .",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,8,The experimental results are presented in Figure 5.,The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,9,"Among these three variants, w/o SR demonstrates strong costeffectiveness in the New York dataset but fails in the Jinan and Hangzhou datasets due to its low efficiency in simple cooperation scenarios.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,10,"In contrast, our method integrates all three strategies to address the cooperation problem more flexibly.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,11,"By utilizing reasoning strategies tailored to different traffic scenarios, our method outperfor",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,12,"20 Because C-MADF is evaluated as a decision-support architecture rather than only a classifier, we map telemetry windows into a structured state representation that preserves temporal context and host–network cross-signals.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,13,"This representation is shared across all methods through a common interface, so any observed performance difference reflects model behavior rather than differences in feature availability or preaggregation privileges.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,14,To avoid relying on customized internal,The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,15,"and multiple network topologies, comprehensively characterizing system resilience.",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G091-C04,16,"Using insights gained from our resilience metrics, we design RL autonomous defensive agents and compare them against several heuristic baselines, showing that proactive network hardening techniques and prompt recovery of compromised machines are critical for effective cyber defenses. 1 Introduction Cyber attacks can cause massive economic damage to an organization, lead to loss of information and privacy, an",The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.
SBV2-ALL92-G092-C01,0,policy that coordinates their selection to solve complex network defense tasks.,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,1,"Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,2,"We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,3,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,4,"Hierarchical Multi-agent Reinforcement Learning for Cyber Network Defense Aditya Vikram Singh1, Ethan Rathbun1, Emma Graham2, Lisa Oakley1, Simona Boboila1, Peter Chin2, Alina Oprea1 1Northeastern University 2Dartmouth College Abstract Recent advances in multi-agent reinforcement learning (MARL) have created opportunities to solve complex real-world tasks.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,5,"Cybersecurity is a notable application area, where defending networks against sophisticated adversaries remains a challenging task typically","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,6,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,7,"Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,8,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,9,the third case (Case 3) was designed with the same objectives as Case 2 but without any transfer learning from Case 1.,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,10,The reward policy has been shown in Table IV.,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,11,"RESULTS AND DISCUSSION The analysis encompasses four key dimensions: cumulative reward, episode length, policy loss, and value prediction accuracy, tracked over 200,000 training steps.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,12,Performance Analysis Across Training Cases 1) Cumulative Reward Progression: Figure 4(a) reveals distinct learning patterns across three exp,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C01,13,"(si → sj). 13: end if 14: end if 15: end for 16: Step 3: Transition and Reward Specification 17: Define A as the set of all admissible transition actions aij. 18: Estimate transition probabilities P(s′ | s, a) from historical incident traces or benchmark telemetry. 19: Define reward function R(s, a) as weighted aggregation of mitigation success, disruption cost, resource usage, and evidential gain. 20: Select discount factor γ ∈(0, 1) to balance mitigation urgency and investigation thoroughnes","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries."
SBV2-ALL92-G092-C02,0,policy that coordinates their selection to solve complex network defense tasks.,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,1,"Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,2,"We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,3,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,4,"Hierarchical Multi-agent Reinforcement Learning for Cyber Network Defense Aditya Vikram Singh1, Ethan Rathbun1, Emma Graham2, Lisa Oakley1, Simona Boboila1, Peter Chin2, Alina Oprea1 1Northeastern University 2Dartmouth College Abstract Recent advances in multi-agent reinforcement learning (MARL) have created opportunities to solve complex real-world tasks.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,5,"Cybersecurity is a notable application area, where defending networks against sophisticated adversaries remains a challenging task typically","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,6,"(si → sj). 13: end if 14: end if 15: end for 16: Step 3: Transition and Reward Specification 17: Define A as the set of all admissible transition actions aij. 18: Estimate transition probabilities P(s′ | s, a) from historical incident traces or benchmark telemetry. 19: Define reward function R(s, a) as weighted aggregation of mitigation success, disruption cost, resource usage, and evidential gain. 20: Select discount factor γ ∈(0, 1) to balance mitigation urgency and investigation thoroughnes","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,7,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,8,"Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,9,We evaluate our methods against multiple baselines at different stages of the design process to motivate our me,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,10,Resilience drop for each blue agent during the same attack.,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,11,"(Left) goals and assets are equally important (Weights-1, Costs-1).","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,12,"(Center) availability of resources is prioritized (Weights-2, Costs-1).","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,13,"(Right) authentication server is ranked the most critical resource (Weights-1, Costs-2). because they use action space masking to guide the defense in choosing from a tailored subset of actions based on the presence of indicators of compromise.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C02,14,Figure 3b presents how successful the att,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries."
SBV2-ALL92-G092-C03,0,policy that coordinates their selection to solve complex network defense tasks.,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and adversary identification with multiple adversaries."
SBV2-ALL92-G092-C03,1,"Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and adversary identification with multiple adversaries."
SBV2-ALL92-G092-C03,2,"We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense.","The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and adversary identification with multiple adversaries."
