candidate_id,selector,selected_text,selected_chunk_id,selected_rank,n_words,selection_score,reason
SBV2-ALL92-G193-C02,best_sentence_top10_overlap,"This paper presents MPAC (Multi-Principal Agent Coordination Protocol), an application-layer protocol designed to fill this gap.",MARL-007_p2_c2,4,16,0.27586206896551724,overlap_top10_max
SBV2-ALL92-G193-C03,best_sentence_top10_overlap,"This paper presents MPAC (Multi-Principal Agent Coordination Protocol), an application-layer protocol designed to fill this gap.",MARL-007_p2_c2,4,16,0.25806451612903225,overlap_top10_max
SBV2-ALL92-G193-C04,best_sentence_top10_overlap,"It is multi-principal if two or more distinct, independent principals have at least one agent each, and no one principal has authority over the others’ agents.",MARL-007_p3_c1,1,26,0.2857142857142857,overlap_top10_max
SBV2-ALL92-G196-C01,best_sentence_top10_overlap,"We evaluate the proposed algorithm in three widely used continuous-action benchmark environments: Multi-Agent Particle Environment, Multi-Agent Mu- JoCo, and Bi-DexHands.",MARL-008_p1_c1,5,20,0.5882352941176471,overlap_top10_max
SBV2-ALL92-G196-C02,best_sentence_top10_overlap,We evaluate the performance of HIS in three widely-used continuous benchmark environments.,MARL-008_p7_c4,3,12,0.43478260869565216,overlap_top10_max
SBV2-ALL92-G196-C03,best_sentence_top10_overlap,We evaluate the performance of HIS in three widely-used continuous benchmark environments.,MARL-008_p7_c4,6,12,0.4166666666666667,overlap_top10_max
SBV2-ALL92-G196-C04,best_sentence_top10_overlap,We evaluate the performance of HIS in three widely-used continuous benchmark environments.,MARL-008_p7_c4,8,12,0.32,overlap_top10_max
SBV2-ALL92-G197-C01,best_sentence_top10_overlap,"Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling i",MARL-008_p1_c1,1,11,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G197-C02,best_sentence_top10_overlap,"The experimental results demonstrate that, compared to the most widely adopted state-of-the-art algorithms, HIS offers superior robustness and adaptability.",MARL-008_p7_c4,3,19,0.2777777777777778,overlap_top10_max
SBV2-ALL92-G197-C03,best_sentence_top10_overlap,"Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling i",MARL-008_p1_c1,4,11,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G197-C04,best_sentence_top10_overlap,"Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling i",MARL-008_p1_c1,1,11,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G198-C01,best_sentence_top10_overlap,"However, traditional credit assignment schemes in MARL cannot reliably cap",MARL-008_p1_c0,1,10,0.35714285714285715,overlap_top10_max
SBV2-ALL92-G198-C02,best_sentence_top10_overlap,"However, traditional credit assignment schemes in MARL cannot reliably cap",MARL-008_p1_c0,1,10,0.35714285714285715,overlap_top10_max
SBV2-ALL92-G198-C03,best_sentence_top10_overlap,"However, traditional credit assignment schemes in MARL cannot reliably cap",MARL-008_p1_c0,1,10,0.37037037037037035,overlap_top10_max
SBV2-ALL92-G198-C04,best_sentence_top10_overlap,"However, traditional credit assignment schemes in MARL cannot reliably cap",MARL-008_p1_c0,1,10,0.35714285714285715,overlap_top10_max
SBV2-ALL92-G205-C01,best_sentence_top10_overlap,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wi",MARL-011_p4_c2,1,27,0.4117647058823529,overlap_top10_max
SBV2-ALL92-G205-C02,best_sentence_top10_overlap,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wi",MARL-011_p4_c2,1,27,0.4117647058823529,overlap_top10_max
SBV2-ALL92-G205-C03,best_sentence_top10_overlap,FLORIS environments The wind farm simulator FLORIS implements static wind farm models,MARL-011_p4_c0,3,12,0.37037037037037035,overlap_top10_max
SBV2-ALL92-G205-C04,best_sentence_top10_overlap,Simulator Agent Simulator Interface Wind farm model receive send send MPI Communication Python program Python inter,MARL-011_p16_c1,2,16,0.375,overlap_top10_max
SBV2-ALL92-G213-C01,best_sentence_top10_overlap,"own utility function, while the reward of that policy depends on the joint policy with other agents under their individual utility functions.",MARL-013_p2_c2,6,22,0.36363636363636365,overlap_top10_max
SBV2-ALL92-G213-C02,best_sentence_top10_overlap,"own utility function, while the reward of that policy depends on the joint policy with other agents under their individual utility functions.",MARL-013_p2_c2,7,22,0.36363636363636365,overlap_top10_max
SBV2-ALL92-G213-C03,best_sentence_top10_overlap,"own utility function, while the reward of that policy depends on the joint policy with other agents under their individual utility functions.",MARL-013_p2_c2,5,22,0.3333333333333333,overlap_top10_max
SBV2-ALL92-G213-C04,best_sentence_top10_overlap,"own utility function, while the reward of that policy depends on the joint policy with other agents under their individual utility functions.",MARL-013_p2_c2,5,22,0.375,overlap_top10_max
SBV2-ALL92-G214-C01,best_sentence_top10_overlap,"Experiments show that current state-of-the-art frameworks struggle to tackle these tasks effectively, with the highest-performing system achieving only 24.5% coverage rate on comprehensive scenarios, 15.04% on sub-tasks, and 14.5% on auto-generated tasks.",POL-001_p1_c1,2,32,0.2222222222222222,overlap_top10_max
SBV2-ALL92-G214-C02,best_sentence_top10_overlap,"Experiments show that current state-of-the-art frameworks struggle to tackle these tasks effectively, with the highest-performing system achieving only 24.5% coverage rate on comprehensive scenarios, 15.04% on sub-tasks, and 14.5% on auto-generated tasks.",POL-001_p1_c1,2,32,0.21621621621621623,overlap_top10_max
SBV2-ALL92-G214-C03,best_sentence_top10_overlap,96.92 69.75 58.05 67.84 68.95 18.69 93.32 Accuracy ↑ 98.26 89.96 93.60 97.86 97.40 90.75 79.42 Accuracy only at-fault ↑ 98.33 94.51 97.78 98.25 98.02 88.07 92.99 V-Max score ↑ 0.945 0.876 0.887 0.892 0.713 0.784 0.721 Results of the benchmark are reported in Table 5.,AD-017_p11_c2,5,46,0.25,overlap_top10_max
SBV2-ALL92-G214-C04,best_sentence_top10_overlap,96.92 69.75 58.05 67.84 68.95 18.69 93.32 Accuracy ↑ 98.26 89.96 93.60 97.86 97.40 90.75 79.42 Accuracy only at-fault ↑ 98.33 94.51 97.78 98.25 98.02 88.07 92.99 V-Max score ↑ 0.945 0.876 0.887 0.892 0.713 0.784 0.721 Results of the benchmark are reported in Table 5.,AD-017_p11_c2,6,46,0.25,overlap_top10_max
SBV2-ALL92-G215-C01,best_sentence_top10_overlap,"This is followed by a discussion of key lessons learned from the deployment, with emphasis on sensor configuration, calibration challenges, and integration issues.",AD-024_p5_c1,5,23,0.2777777777777778,overlap_top10_max
SBV2-ALL92-G215-C02,best_sentence_top10_overlap,"This is followed by a discussion of key lessons learned from the deployment, with emphasis on sensor configuration, calibration challenges, and integration issues.",AD-024_p5_c1,5,23,0.2702702702702703,overlap_top10_max
SBV2-ALL92-G215-C03,best_sentence_top10_overlap,"However, this approach has a significant limitation: it requires extensive domain-specific knowledge and expertise to analyze the complex sensor data.",MARL-019_p11_c4,6,20,0.2857142857142857,overlap_top10_max
SBV2-ALL92-G215-C04,best_sentence_top10_overlap,"This is followed by a discussion of key lessons learned from the deployment, with emphasis on sensor configuration, calibration challenges, and integration issues.",AD-024_p5_c1,3,23,0.2777777777777778,overlap_top10_max
SBV2-ALL92-G224-C01,best_sentence_top10_overlap,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",POL-004_p8_c3,1,28,0.43243243243243246,overlap_top10_max
SBV2-ALL92-G224-C02,best_sentence_top10_overlap,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",POL-004_p8_c3,1,28,0.41025641025641024,overlap_top10_max
SBV2-ALL92-G224-C03,best_sentence_top10_overlap,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",POL-004_p8_c3,1,28,0.43243243243243246,overlap_top10_max
SBV2-ALL92-G224-C04,best_sentence_top10_overlap,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",POL-004_p8_c3,1,28,0.43243243243243246,overlap_top10_max
SBV2-ALL92-G226-C01,best_sentence_top10_overlap,The sharp decline in safety and social need satisfaction among vulnerable agents suggests that the psyc,POL-005_p8_c1,6,16,0.375,overlap_top10_max
SBV2-ALL92-G226-C02,best_sentence_top10_overlap,The sharp decline in safety and social need satisfaction among vulnerable agents suggests that the psyc,POL-005_p8_c1,6,16,0.36363636363636365,overlap_top10_max
SBV2-ALL92-G226-C03,best_sentence_top10_overlap,The sharp decline in safety and social need satisfaction among vulnerable agents suggests that the psyc,POL-005_p8_c1,6,16,0.35294117647058826,overlap_top10_max
SBV2-ALL92-G226-C04,best_sentence_top10_overlap,The sharp decline in safety and social need satisfaction among vulnerable agents suggests that the psyc,POL-005_p8_c1,6,16,0.375,overlap_top10_max
SBV2-ALL92-G232-C01,best_sentence_top10_overlap,We implement this shock by altering the skill requiremen,POL-007_p9_c2,1,9,0.2857142857142857,overlap_top10_max
SBV2-ALL92-G232-C02,best_sentence_top10_overlap,We implement this shock by altering the skill requiremen,POL-007_p9_c2,1,9,0.2857142857142857,overlap_top10_max
SBV2-ALL92-G232-C03,best_sentence_top10_overlap,Mean Difference Skill Impulse Response No Difference Event Monthly Gap Pre-Event Trend Pre-Event 95% CI Post-Event Trend Post-Event 95% CI Figure 7: An automaton shock leads to an income gap between benefited agents and others.,POL-007_p9_c3,5,35,0.2631578947368421,overlap_top10_max
SBV2-ALL92-G232-C04,best_sentence_top10_overlap,We implement this shock by altering the skill requiremen,POL-007_p9_c2,1,9,0.2727272727272727,overlap_top10_max
SBV2-ALL92-G233-C01,best_sentence_top10_overlap,"To evaluate the framework, we compile a checklist of canonical macroeconomic phenomena, including price elasticity of demand, Engel’s Law, Okun’s Law, the Phillips Curve, etc., and show that SimCity effectively and robustly exhibits these empirical patterns.",POL-007_p1_c1,3,36,0.5909090909090909,overlap_top10_max
SBV2-ALL92-G233-C02,best_sentence_top10_overlap,"To evaluate the framework, we compile a checklist of canonical macroeconomic phenomena, including price elasticity of demand, Engel’s Law, Okun’s Law, the Phillips Curve, etc., and show that SimCity effectively and robustly exhibits these empirical patterns.",POL-007_p1_c1,3,36,0.5652173913043478,overlap_top10_max
SBV2-ALL92-G233-C03,best_sentence_top10_overlap,"To evaluate the framework, we compile a checklist of canonical macroeconomic phenomena, including price elasticity of demand, Engel’s Law, Okun’s Law, the Phillips Curve, etc., and show that SimCity effectively and robustly exhibits these empirical patterns.",POL-007_p1_c1,3,36,0.5652173913043478,overlap_top10_max
SBV2-ALL92-G233-C04,best_sentence_top10_overlap,"To evaluate the framework, we compile a checklist of canonical macroeconomic phenomena, including price elasticity of demand, Engel’s Law, Okun’s Law, the Phillips Curve, etc., and show that SimCity effectively and robustly exhibits these empirical patterns.",POL-007_p1_c1,3,36,0.5581395348837209,overlap_top10_max
SBV2-ALL92-G234-C01,best_sentence_top10_overlap,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common basis for comparison.",POL-007_p6_c2,1,21,0.8333333333333334,overlap_top10_max
SBV2-ALL92-G234-C02,best_sentence_top10_overlap,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common basis for comparison.",POL-007_p6_c2,1,21,0.6923076923076923,overlap_top10_max
SBV2-ALL92-G234-C03,best_sentence_top10_overlap,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common basis for comparison.",POL-007_p6_c2,1,21,0.6666666666666666,overlap_top10_max
SBV2-ALL92-G234-C04,best_sentence_top10_overlap,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common basis for comparison.",POL-007_p6_c2,2,21,0.41379310344827586,overlap_top10_max
SBV2-ALL92-G248-C01,best_sentence_top10_overlap,"Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency tradeoffs.",POL-012_p1_c1,2,15,0.625,overlap_top10_max
SBV2-ALL92-G248-C02,best_sentence_top10_overlap,"Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency tradeoffs.",POL-012_p1_c1,2,15,0.6060606060606061,overlap_top10_max
SBV2-ALL92-G248-C03,best_sentence_top10_overlap,The TaxAgent demonstrates its prioritization on equality and its flexibility in making equalityproductivity trade-offs.,POL-012_p5_c2,1,14,0.2857142857142857,overlap_top10_max
SBV2-ALL92-G248-C04,best_sentence_top10_overlap,"Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency tradeoffs.",POL-012_p1_c1,2,15,0.625,overlap_top10_max
SBV2-ALL92-G251-C01,best_sentence_top10_overlap,"Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution. 8",POL-013_p8_c2,1,39,0.3333333333333333,overlap_top10_max
SBV2-ALL92-G251-C02,best_sentence_top10_overlap,"Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution. 8",POL-013_p8_c2,2,39,0.35555555555555557,overlap_top10_max
SBV2-ALL92-G251-C03,best_sentence_top10_overlap,"Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution. 8",POL-013_p8_c2,2,39,0.3181818181818182,overlap_top10_max
SBV2-ALL92-G251-C04,best_sentence_top10_overlap,"Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution. 8",POL-013_p8_c2,1,39,0.3333333333333333,overlap_top10_max
SBV2-ALL92-G252-C01,best_sentence_top10_overlap,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",POL-013_p12_c3,1,27,0.4444444444444444,overlap_top10_max
SBV2-ALL92-G252-C02,best_sentence_top10_overlap,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",POL-013_p12_c3,1,27,0.4444444444444444,overlap_top10_max
SBV2-ALL92-G252-C03,best_sentence_top10_overlap,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",POL-013_p12_c3,1,27,0.47058823529411764,overlap_top10_max
SBV2-ALL92-G252-C04,best_sentence_top10_overlap,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",POL-013_p12_c3,1,27,0.35294117647058826,overlap_top10_max
SBV2-ALL92-G253-C01,best_sentence_top10_overlap,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",POL-014_p4_c0,1,10,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G253-C02,best_sentence_top10_overlap,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",POL-014_p4_c0,1,10,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G253-C03,best_sentence_top10_overlap,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",POL-014_p4_c0,1,10,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G253-C04,best_sentence_top10_overlap,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",POL-014_p4_c0,1,10,0.3076923076923077,overlap_top10_max
SBV2-ALL92-G254-C01,best_sentence_top10_overlap,"For future work, we have planned additional studies with industry partners to validate the usability of AUTOSIMTEST in testing more advanced and complex SuT.",MARL-019_p11_c5,3,24,0.3333333333333333,overlap_top10_max
SBV2-ALL92-G254-C02,best_sentence_top10_overlap,"For future work, we have planned additional studies with industry partners to validate the usability of AUTOSIMTEST in testing more advanced and complex SuT.",MARL-019_p11_c5,3,24,0.32432432432432434,overlap_top10_max
SBV2-ALL92-G254-C03,best_sentence_top10_overlap,the planning and operational phases even in complex environments.,DT-005_p7_c3,3,9,0.23076923076923078,overlap_top10_max
SBV2-ALL92-G254-C04,best_sentence_top10_overlap,"While achieving strong validation results (R2=0.61–0.98 for population distribution), these approaches rely on traditional statistical models rather than LLM-driven behavioral realism and lack integration with modern LLM agent frameworks.",POL-015_p5_c3,8,29,0.2608695652173913,overlap_top10_max
SBV2-ALL92-G255-C01,best_sentence_top10_overlap,"Che-Cheng Wu, Research Assistant at the City Science Lab @ Taipei Tech, focused on utilizing large language models (LLMs) for urban data analysis and simulation. 7",POL-014_p7_c2,3,26,0.42105263157894735,overlap_top10_max
SBV2-ALL92-G255-C02,best_sentence_top10_overlap,"Che-Cheng Wu, Research Assistant at the City Science Lab @ Taipei Tech, focused on utilizing large language models (LLMs) for urban data analysis and simulation. 7",POL-014_p7_c2,4,26,0.4,overlap_top10_max
SBV2-ALL92-G255-C03,best_sentence_top10_overlap,"Che-Cheng Wu, Research Assistant at the City Science Lab @ Taipei Tech, focused on utilizing large language models (LLMs) for urban data analysis and simulation. 7",POL-014_p7_c2,7,26,0.358974358974359,overlap_top10_max
SBV2-ALL92-G255-C04,best_sentence_top10_overlap,"Che-Cheng Wu, Research Assistant at the City Science Lab @ Taipei Tech, focused on utilizing large language models (LLMs) for urban data analysis and simulation. 7",POL-014_p7_c2,5,26,0.35,overlap_top10_max
SBV2-ALL92-G256-C01,best_sentence_top10_overlap,"In our experiments, LLM inference for action selection with an online small model (i.e., GPT-4o-mini ) was in average 150 times slower than action selection through a post-training RL policy.",CYB-008_p2_c5,8,30,0.21621621621621623,overlap_top10_max
SBV2-ALL92-G256-C02,best_sentence_top10_overlap,"URB’s codebase2 and data collection3 are publicly available in online repositories under non-restrictive licenses, as detailed in Appendix C.1. 1.1 Urban routing and (MA)RL - significance and challenges calling for benchmark The urban routing problem with CAVs is no",AD-018_p3_c0,3,39,0.26666666666666666,overlap_top10_max
SBV2-ALL92-G256-C03,best_sentence_top10_overlap,The overhead benchmark records a 95% reduction in coordination overhead and a 4.8× wall-clock speedup while holding per-agent decision time roughly constant.,MARL-007_p2_c4,8,22,0.22857142857142856,overlap_top10_max
SBV2-ALL92-G256-C04,best_sentence_top10_overlap,"In our experiments, LLM inference for action selection with an online small model (i.e., GPT-4o-mini ) was in average 150 times slower than action selection through a post-training RL policy.",CYB-008_p2_c5,7,30,0.21621621621621623,overlap_top10_max
SBV2-ALL92-G257-C01,best_sentence_top10_overlap,behavioral fidelity for speed.,POL-015_p4_c2,3,4,0.38095238095238093,overlap_top10_max
SBV2-ALL92-G257-C02,best_sentence_top10_overlap,behavioral fidelity for speed.,POL-015_p4_c2,5,4,0.36363636363636365,overlap_top10_max
SBV2-ALL92-G257-C03,best_sentence_top10_overlap,behavioral fidelity for speed.,POL-015_p4_c2,3,4,0.34782608695652173,overlap_top10_max
SBV2-ALL92-G257-C04,best_sentence_top10_overlap,"Social simulation platforms such as Generative Agents explore emergent interactions, yet the environments are simplified and the scale (e.g., 25 agents) is insufficient for studying city-scale phenomena and computational scalability.",POL-015_p4_c1,1,30,0.2,overlap_top10_max
SBV2-ALL92-G259-C01,best_sentence_top10_overlap,"On a held out test period, our calibrated digital twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",POL-016_p1_c1,1,27,0.631578947368421,overlap_top10_max
SBV2-ALL92-G259-C02,best_sentence_top10_overlap,"On a held out test period, our calibrated digital twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",POL-016_p1_c1,1,27,0.5789473684210527,overlap_top10_max
SBV2-ALL92-G259-C03,best_sentence_top10_overlap,"On a held out test period, our calibrated digital twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",POL-016_p1_c1,1,27,0.6,overlap_top10_max
SBV2-ALL92-G259-C04,best_sentence_top10_overlap,"On a held out test period, our calibrated digital twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",POL-016_p1_c1,1,27,0.5789473684210527,overlap_top10_max
SBV2-ALL92-G261-C01,best_sentence_top10_overlap,"The architecture is domain agnostic: policy signals, agent attributes, and observable outputs are instantiated per domain, while the LLM engine and calibration m",POL-016_p4_c1,3,23,0.2777777777777778,overlap_top10_max
SBV2-ALL92-G261-C02,best_sentence_top10_overlap,"The architecture is domain agnostic: policy signals, agent attributes, and observable outputs are instantiated per domain, while the LLM engine and calibration m",POL-016_p4_c1,3,23,0.2702702702702703,overlap_top10_max
SBV2-ALL92-G261-C03,best_sentence_top10_overlap,The SCM enables intervention reasoning through do(·) operators and supports counterfactual queries over,CYB-004_p8_c4,10,13,0.26666666666666666,overlap_top10_max
SBV2-ALL92-G261-C04,best_sentence_top10_overlap,"The architecture is domain agnostic: policy signals, agent attributes, and observable outputs are instantiated per domain, while the LLM engine and calibration m",POL-016_p4_c1,2,23,0.24242424242424243,overlap_top10_max
SBV2-ALL92-G264-C01,best_sentence_top10_overlap,"LLM agent simulation platforms, LLM-based urban mobility platforms, and population synthesis platforms.",POL-015_p4_c0,6,12,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G264-C02,best_sentence_top10_overlap,"LLM agent simulation platforms, LLM-based urban mobility platforms, and population synthesis platforms.",POL-015_p4_c0,4,12,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G264-C03,best_sentence_top10_overlap,"LLM agent simulation platforms, LLM-based urban mobility platforms, and population synthesis platforms.",POL-015_p4_c0,4,12,0.37037037037037035,overlap_top10_max
SBV2-ALL92-G264-C04,best_sentence_top10_overlap,"LLM agent simulation platforms, LLM-based urban mobility platforms, and population synthesis platforms.",POL-015_p4_c0,5,12,0.2962962962962963,overlap_top10_max
SBV2-ALL92-G266-C01,best_sentence_top10_overlap,"Each answer was mapped from a six-point Likertscale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",POL-018_p14_c1,2,36,0.36363636363636365,overlap_top10_max
SBV2-ALL92-G266-C02,best_sentence_top10_overlap,"Each answer was mapped from a six-point Likertscale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",POL-018_p14_c1,2,36,0.36363636363636365,overlap_top10_max
SBV2-ALL92-G266-C03,best_sentence_top10_overlap,"Each answer was mapped from a six-point Likertscale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",POL-018_p14_c1,2,36,0.2727272727272727,overlap_top10_max
SBV2-ALL92-G266-C04,best_sentence_top10_overlap,"Each answer was mapped from a six-point Likertscale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",POL-018_p14_c1,2,36,0.3181818181818182,overlap_top10_max
SBV2-ALL92-G271-C01,best_sentence_top10_overlap,"It is found that the inconsistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.",POL-020_p20_c1,1,27,0.45714285714285713,overlap_top10_max
SBV2-ALL92-G271-C02,best_sentence_top10_overlap,"It is found that the inconsistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.",POL-020_p20_c1,1,27,0.45714285714285713,overlap_top10_max
SBV2-ALL92-G271-C03,best_sentence_top10_overlap,"It is found that the inconsistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.",POL-020_p20_c1,1,27,0.45714285714285713,overlap_top10_max
SBV2-ALL92-G271-C04,best_sentence_top10_overlap,"It is found that the inconsistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.",POL-020_p20_c1,2,27,0.4,overlap_top10_max
SBV2-ALL92-G272-C01,best_sentence_top10_overlap,"Once an account has reached this state (referred to as ‘full wallet’ hereafter), the balance does not change in the absence of selling or traveling, as every time a new credit is acquired, the oldest credit expires.",POL-020_p4_c2,3,37,0.2727272727272727,overlap_top10_max
SBV2-ALL92-G272-C02,best_sentence_top10_overlap,"Furthermore, when a traveler wishes to sell credits to the regulator, it has to sell all credits in its credit account.",POL-020_p4_c1,2,21,0.24242424242424243,overlap_top10_max
SBV2-ALL92-G272-C03,best_sentence_top10_overlap,"Once an account has reached this state (referred to as ‘full wallet’ hereafter), the balance does not change in the absence of selling or traveling, as every time a new credit is acquired, the oldest credit expires.",POL-020_p4_c2,3,37,0.2727272727272727,overlap_top10_max
SBV2-ALL92-G272-C04,best_sentence_top10_overlap,"In contrast, when the account balance is smaller than l · r, it increases by r · ∆t in a time interval ∆t.",POL-020_p4_c2,1,23,0.2857142857142857,overlap_top10_max
SBV2-ALL92-G002-CONTRA,best_sentence_top5_bm25weighted,realistic and fair evaluation of autonomous driving planners.,AD-001_p1_c4,1,8,7.24816,overlap+0.2*bm25
SBV2-ALL92-G002-MILD,best_sentence_top5_bm25weighted,"Moreover, we extend the benchmark with t",AD-001_p1_c4,1,7,9.563809090909093,overlap+0.2*bm25
SBV2-ALL92-G002-STRONG,best_sentence_top5_bm25weighted,A higher SR reflects a planner’s reliability in maintaining feasible and saf,AD-001_p4_c2,1,12,9.201740000000001,overlap+0.2*bm25
SBV2-ALL92-G002-SUPPORTED,best_sentence_top5_bm25weighted,realistic and fair evaluation of autonomous driving planners.,AD-001_p1_c4,1,8,11.036846666666667,overlap+0.2*bm25
SBV2-ALL92-G003-CONTRA,best_sentence_top5_bm25weighted,"nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning benchmarks have significantly improved the evaluation of autonomous vehicles.",AD-001_p1_c0,1,39,9.10912,overlap+0.2*bm25
SBV2-ALL92-G003-MILD,best_sentence_top5_bm25weighted,"nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning benchmarks have significantly improved the evaluation of autonomous vehicles.",AD-001_p1_c0,1,39,10.92914693877551,overlap+0.2*bm25
SBV2-ALL92-G003-STRONG,best_sentence_top5_bm25weighted,"nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning benchmarks have significantly improved the evaluation of autonomous vehicles.",AD-001_p1_c0,1,39,11.1892906122449,overlap+0.2*bm25
SBV2-ALL92-G003-SUPPORTED,best_sentence_top5_bm25weighted,"nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract— Recent advances in closed-loop planning benchmarks have significantly improved the evaluation of autonomous vehicles.",AD-001_p1_c0,1,39,11.257840000000002,overlap+0.2*bm25
SBV2-ALL92-G004-CONTRA,best_sentence_top5_bm25weighted,"Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware.",AD-002_p5_c1,1,40,7.50392,overlap+0.2*bm25
SBV2-ALL92-G004-MILD,best_sentence_top5_bm25weighted,ROS 2 Integration with Autoware The modular planner is,AD-002_p5_c0,1,9,18.10953304347826,overlap+0.2*bm25
