candidate_id,rank,page_number,section_hint,text_sha256,n_words,bm25_score
SBV2-ALL92-G057-C02,3,5,unknown,1ca94b484f8f13f2252720fe59649451907a67c388388bcd36bdaffe130cc08b,28,40.05278
SBV2-ALL92-G057-C03,1,4,unknown,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,42,55.751549
SBV2-ALL92-G057-C03,2,5,unknown,babb89efbc58488de46e165c51954cdbe6c426d59ea846037721c842449cbf2d,12,31.300939
SBV2-ALL92-G057-C03,3,5,unknown,09e59213d2625edd6ef4d7c2e6e7fcb61ab0d2e3268ae9e34a55cca15b921c96,17,29.462383
SBV2-ALL92-G057-C04,1,4,unknown,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,42,83.67901
SBV2-ALL92-G057-C04,2,5,unknown,09e59213d2625edd6ef4d7c2e6e7fcb61ab0d2e3268ae9e34a55cca15b921c96,17,47.374902
SBV2-ALL92-G057-C04,3,5,unknown,1ca94b484f8f13f2252720fe59649451907a67c388388bcd36bdaffe130cc08b,28,40.05278
SBV2-ALL92-G060-C01,1,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,67.639871
SBV2-ALL92-G060-C01,2,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,67.639871
SBV2-ALL92-G060-C01,3,9,unknown,4e3836367780ef6041c52230d5c5344869f0f20dedbc67e3740cf7096ad9fe63,7,22.138516
SBV2-ALL92-G060-C02,1,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,57.561342
SBV2-ALL92-G060-C02,2,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,57.561342
SBV2-ALL92-G060-C02,3,9,unknown,4e3836367780ef6041c52230d5c5344869f0f20dedbc67e3740cf7096ad9fe63,7,22.138516
SBV2-ALL92-G060-C03,1,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,45.913398
SBV2-ALL92-G060-C03,2,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,45.913398
SBV2-ALL92-G060-C03,3,9,unknown,4e3836367780ef6041c52230d5c5344869f0f20dedbc67e3740cf7096ad9fe63,7,22.138516
SBV2-ALL92-G060-C04,1,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,51.792071
SBV2-ALL92-G060-C04,2,1,unknown,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,16,51.792071
SBV2-ALL92-G060-C04,3,11,unknown,b31493fd7629ae5e74fd63716e08c4932037cdfbc4c0c6e538636141f1ef77f7,13,22.442081
SBV2-ALL92-G062-C01,1,21,conclusion,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,29,48.915395
SBV2-ALL92-G062-C01,2,17,unknown,35277543f79ca8ce086d4c3d4ca396957d594831beb2994582b2f55e5e0dabd3,47,30.337992
SBV2-ALL92-G062-C01,3,3,abstract,fbab06919b837e5430537fbac177ff28ff61d3524a1fad46d31baab5dfb74b63,55,25.444376
SBV2-ALL92-G062-C02,1,21,conclusion,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,29,48.915395
SBV2-ALL92-G062-C02,2,17,unknown,35277543f79ca8ce086d4c3d4ca396957d594831beb2994582b2f55e5e0dabd3,47,30.337992
SBV2-ALL92-G062-C02,3,3,abstract,fbab06919b837e5430537fbac177ff28ff61d3524a1fad46d31baab5dfb74b63,55,25.444376
SBV2-ALL92-G062-C03,1,21,conclusion,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,29,48.915395
SBV2-ALL92-G062-C03,2,17,unknown,35277543f79ca8ce086d4c3d4ca396957d594831beb2994582b2f55e5e0dabd3,47,34.344643
SBV2-ALL92-G062-C03,3,3,abstract,fbab06919b837e5430537fbac177ff28ff61d3524a1fad46d31baab5dfb74b63,55,29.093452
SBV2-ALL92-G062-C04,1,21,conclusion,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,29,48.915395
SBV2-ALL92-G062-C04,2,17,unknown,35277543f79ca8ce086d4c3d4ca396957d594831beb2994582b2f55e5e0dabd3,47,30.337992
SBV2-ALL92-G062-C04,3,3,abstract,fbab06919b837e5430537fbac177ff28ff61d3524a1fad46d31baab5dfb74b63,55,25.444376
SBV2-ALL92-G065-C01,1,4,unknown,69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,33,64.779488
SBV2-ALL92-G065-C01,2,4,unknown,36e40b205dd5c8ead1d7bfde22ff76e7378ff6da759eb93ca886a32d4744fc48,12,20.549858
SBV2-ALL92-G065-C01,3,3,abstract,93a471ed3b2642ee4002392be86f9f9764e67033a5f360f1038695e01d55f553,33,16.535798
SBV2-ALL92-G065-C02,1,4,unknown,69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,33,59.45908
SBV2-ALL92-G065-C02,2,4,unknown,36e40b205dd5c8ead1d7bfde22ff76e7378ff6da759eb93ca886a32d4744fc48,12,20.549858
SBV2-ALL92-G065-C02,3,19,unknown,cc661351931d2ffe39974acc9da335a63e3541305c39b36cab18d55b6609b81a,16,17.15713
SBV2-ALL92-G065-C03,1,4,unknown,69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,33,55.049699
SBV2-ALL92-G065-C03,2,16,method,5dcac51331b28315454b33c8d3c2bc6b6df3c8cc833e6828461899f13ecc8e5f,15,20.019271
SBV2-ALL92-G065-C03,3,3,abstract,93a471ed3b2642ee4002392be86f9f9764e67033a5f360f1038695e01d55f553,33,16.535798
SBV2-ALL92-G065-C04,1,4,unknown,69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,33,21.84902
SBV2-ALL92-G065-C04,2,9,unknown,e1321481074152e1efb6d2e5a18741b880c19d207d58c127b11a561d40bf0e50,5,17.428612
SBV2-ALL92-G065-C04,3,9,unknown,e1321481074152e1efb6d2e5a18741b880c19d207d58c127b11a561d40bf0e50,5,17.428612
SBV2-ALL92-G067-C01,1,1,unknown,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,11,67.825793
SBV2-ALL92-G067-C01,2,3,result,74f56f85d4ff99e64c22ea48a8088a4d5cbe702e9a1ceb1a253f1aa7715a9615,23,60.215435
SBV2-ALL92-G067-C01,3,2,unknown,fc7639584c4d1e12c7237023defaef1fa5dd70195aecfb113c98e6f4299ceeeb,18,34.481187
SBV2-ALL92-G067-C02,1,1,unknown,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,11,58.725002
SBV2-ALL92-G067-C02,2,3,result,74f56f85d4ff99e64c22ea48a8088a4d5cbe702e9a1ceb1a253f1aa7715a9615,23,53.019053
SBV2-ALL92-G067-C02,3,2,unknown,fc7639584c4d1e12c7237023defaef1fa5dd70195aecfb113c98e6f4299ceeeb,18,34.481187
SBV2-ALL92-G067-C03,1,1,unknown,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,11,50.348685
SBV2-ALL92-G067-C03,2,3,result,74f56f85d4ff99e64c22ea48a8088a4d5cbe702e9a1ceb1a253f1aa7715a9615,23,46.395545
SBV2-ALL92-G067-C03,3,2,unknown,fc7639584c4d1e12c7237023defaef1fa5dd70195aecfb113c98e6f4299ceeeb,18,42.756736
SBV2-ALL92-G067-C04,1,1,unknown,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,11,36.643695
SBV2-ALL92-G067-C04,2,3,result,74f56f85d4ff99e64c22ea48a8088a4d5cbe702e9a1ceb1a253f1aa7715a9615,23,35.558429
SBV2-ALL92-G067-C04,3,2,unknown,fc7639584c4d1e12c7237023defaef1fa5dd70195aecfb113c98e6f4299ceeeb,18,30.639475
SBV2-ALL92-G069-C01,1,1,abstract,f1058437ee3d6761b7f79987e752151cb111280f8f209dd6616823f8ec2b5c0f,19,96.206971
SBV2-ALL92-G069-C01,2,2,unknown,a05bdd776cea27e606f4544bf0cd753dfe1ba4c4599cbb7153ad637e7ec31528,14,70.102119
SBV2-ALL92-G069-C01,3,18,conclusion,7661ca500f9b6a0053e5acdb0663325cecab416cb30c9c562e62f6e28bb22381,20,52.433403
SBV2-ALL92-G069-C02,1,1,abstract,f1058437ee3d6761b7f79987e752151cb111280f8f209dd6616823f8ec2b5c0f,19,96.206971
SBV2-ALL92-G069-C02,2,2,unknown,a05bdd776cea27e606f4544bf0cd753dfe1ba4c4599cbb7153ad637e7ec31528,14,70.102119
SBV2-ALL92-G069-C02,3,18,conclusion,7661ca500f9b6a0053e5acdb0663325cecab416cb30c9c562e62f6e28bb22381,20,52.433403
SBV2-ALL92-G069-C03,1,1,abstract,f1058437ee3d6761b7f79987e752151cb111280f8f209dd6616823f8ec2b5c0f,19,90.824
SBV2-ALL92-G069-C03,2,2,unknown,a05bdd776cea27e606f4544bf0cd753dfe1ba4c4599cbb7153ad637e7ec31528,14,70.102119
SBV2-ALL92-G069-C03,3,18,conclusion,7661ca500f9b6a0053e5acdb0663325cecab416cb30c9c562e62f6e28bb22381,20,52.433403
SBV2-ALL92-G069-C04,1,1,abstract,f1058437ee3d6761b7f79987e752151cb111280f8f209dd6616823f8ec2b5c0f,19,84.770578
SBV2-ALL92-G069-C04,2,2,unknown,a05bdd776cea27e606f4544bf0cd753dfe1ba4c4599cbb7153ad637e7ec31528,14,56.891563
SBV2-ALL92-G069-C04,3,18,conclusion,7661ca500f9b6a0053e5acdb0663325cecab416cb30c9c562e62f6e28bb22381,20,52.433403
SBV2-ALL92-G077-C01,1,22,unknown,22c523e3c71895d0752ccccf7a5ac45b868e4a56106506281861baedd31b51cf,25,70.597552
SBV2-ALL92-G077-C01,2,22,result,22c523e3c71895d0752ccccf7a5ac45b868e4a56106506281861baedd31b51cf,25,70.597552
SBV2-ALL92-G077-C01,3,20,method,12e03db8fe01fbaef18d1b4bf4070792dc4bbed84b1441c737ad04542136663f,30,56.446211
SBV2-ALL92-G077-C02,1,22,unknown,22c523e3c71895d0752ccccf7a5ac45b868e4a56106506281861baedd31b51cf,25,63.759
SBV2-ALL92-G077-C02,2,22,result,22c523e3c71895d0752ccccf7a5ac45b868e4a56106506281861baedd31b51cf,25,63.759
SBV2-ALL92-G077-C02,3,20,method,12e03db8fe01fbaef18d1b4bf4070792dc4bbed84b1441c737ad04542136663f,30,51.524103
SBV2-ALL92-G077-C03,1,22,unknown,22c523e3c71895d0752ccccf7a5ac45b868e4a56106506281861baedd31b51cf,25,62.679017
SBV2-ALL92-G077-C03,2,22,result,22c523e3c71895d0752ccccf7a5ac45b868e4a56106506281861baedd31b51cf,25,62.679017
SBV2-ALL92-G077-C03,3,24,unknown,5e20db95684387a6995da1f59d079393c8b1e2be215829855f1b03bdb85e7b74,32,51.631235
SBV2-ALL92-G077-C04,1,20,method,12e03db8fe01fbaef18d1b4bf4070792dc4bbed84b1441c737ad04542136663f,30,58.637779
SBV2-ALL92-G077-C04,2,24,unknown,5e20db95684387a6995da1f59d079393c8b1e2be215829855f1b03bdb85e7b74,32,55.996592
SBV2-ALL92-G077-C04,3,20,unknown,42ad76663c804b17621bfc1e5ba1095571238a3cdcb2d9b45a548b8a982d9dc8,19,48.640254
SBV2-ALL92-G079-C01,1,1,abstract,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,51.550184
SBV2-ALL92-G079-C01,2,1,method,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,51.550184
SBV2-ALL92-G079-C01,3,2,unknown,d0542e5271fb9684e758b10a48c1a285ea371e1e10702554e702e3cc62781ba8,23,41.86119
SBV2-ALL92-G079-C02,1,1,abstract,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,45.502205
SBV2-ALL92-G079-C02,2,1,method,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,45.502205
SBV2-ALL92-G079-C02,3,2,unknown,d0542e5271fb9684e758b10a48c1a285ea371e1e10702554e702e3cc62781ba8,23,36.300553
SBV2-ALL92-G079-C03,1,1,abstract,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,51.550184
SBV2-ALL92-G079-C03,2,1,method,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,51.550184
SBV2-ALL92-G079-C03,3,2,unknown,d0542e5271fb9684e758b10a48c1a285ea371e1e10702554e702e3cc62781ba8,23,41.86119
SBV2-ALL92-G079-C04,1,1,abstract,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,39.755192
SBV2-ALL92-G079-C04,2,1,method,03e31705c19489fb678c20aebbacd34b75fc42a1fb3f1a74bcff41782721d89c,21,39.755192
SBV2-ALL92-G079-C04,3,2,unknown,d0542e5271fb9684e758b10a48c1a285ea371e1e10702554e702e3cc62781ba8,23,36.551745
SBV2-ALL92-G082-C01,1,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,65.273548
SBV2-ALL92-G082-C01,2,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,65.273548
SBV2-ALL92-G082-C01,3,4,unknown,6e4af51c7bcac1e21a429f57269144b75105eacd6b7727b013676c8da934a781,16,29.109676
SBV2-ALL92-G082-C02,1,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,65.273548
SBV2-ALL92-G082-C02,2,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,65.273548
SBV2-ALL92-G082-C02,3,4,unknown,6e4af51c7bcac1e21a429f57269144b75105eacd6b7727b013676c8da934a781,16,37.414081
SBV2-ALL92-G082-C03,1,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,65.273548
SBV2-ALL92-G082-C03,2,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,65.273548
SBV2-ALL92-G082-C03,3,4,unknown,6e4af51c7bcac1e21a429f57269144b75105eacd6b7727b013676c8da934a781,16,29.109676
SBV2-ALL92-G082-C04,1,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,40.56935
SBV2-ALL92-G082-C04,2,1,unknown,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,13,40.56935
SBV2-ALL92-G082-C04,3,4,unknown,9c9cc19b128089feed487d46c59f8a368268c97906c2f08b1880917d25071680,28,24.568602
SBV2-ALL92-G083-C01,1,1,unknown,b723218b57233e2295021b7d057dd7d82f14c3adeb9b09ac6b8193fc9364ee26,23,83.208148
SBV2-ALL92-G083-C01,2,1,unknown,af83540afd32a30d141b193c736371222bf82f57408ffe362bcb5eb58c78a950,34,54.287965
SBV2-ALL92-G083-C01,3,1,result,af83540afd32a30d141b193c736371222bf82f57408ffe362bcb5eb58c78a950,34,54.287965
SBV2-ALL92-G083-C02,1,1,unknown,b723218b57233e2295021b7d057dd7d82f14c3adeb9b09ac6b8193fc9364ee26,23,75.797219
SBV2-ALL92-G083-C02,2,1,unknown,af83540afd32a30d141b193c736371222bf82f57408ffe362bcb5eb58c78a950,34,48.54772
SBV2-ALL92-G083-C02,3,1,result,af83540afd32a30d141b193c736371222bf82f57408ffe362bcb5eb58c78a950,34,48.54772
SBV2-ALL92-G083-C03,1,1,unknown,b723218b57233e2295021b7d057dd7d82f14c3adeb9b09ac6b8193fc9364ee26,23,71.215368
SBV2-ALL92-G083-C03,2,5,result,68b5a5e1fbaff0248d99f1bd5a2794b01c0cf24c75fb0460fa0938661378cb86,29,49.772567
SBV2-ALL92-G083-C03,3,1,unknown,af83540afd32a30d141b193c736371222bf82f57408ffe362bcb5eb58c78a950,34,46.906493
SBV2-ALL92-G083-C04,1,1,unknown,b723218b57233e2295021b7d057dd7d82f14c3adeb9b09ac6b8193fc9364ee26,23,71.215368
SBV2-ALL92-G083-C04,2,5,result,68b5a5e1fbaff0248d99f1bd5a2794b01c0cf24c75fb0460fa0938661378cb86,29,49.772567
SBV2-ALL92-G083-C04,3,1,unknown,af83540afd32a30d141b193c736371222bf82f57408ffe362bcb5eb58c78a950,34,46.906493
SBV2-ALL92-G085-C01,1,2,method,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,27,70.257512
SBV2-ALL92-G085-C01,2,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G085-C01,3,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G085-C02,1,2,method,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,27,70.257512
SBV2-ALL92-G085-C02,2,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G085-C02,3,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G085-C03,1,2,method,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,27,70.257512
SBV2-ALL92-G085-C03,2,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G085-C03,3,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G085-C04,1,2,method,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,27,62.669556
SBV2-ALL92-G085-C04,2,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G085-C04,3,4,unknown,ab2860e41de37d0b99d29432f106c7c69bb4a09a8fe3a7c107ce4161a85f3c5f,14,57.670407
SBV2-ALL92-G086-C01,1,7,unknown,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,62.98364
SBV2-ALL92-G086-C01,2,7,result,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,62.98364
SBV2-ALL92-G086-C01,3,7,unknown,d17368d74264c22f3f9af67dc23baf73c3b4f51fada1486d499fadff8f3732c6,45,41.233226
SBV2-ALL92-G086-C02,1,7,unknown,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,59.372333
SBV2-ALL92-G086-C02,2,7,result,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,59.372333
SBV2-ALL92-G086-C02,3,7,figure,34d2803673cea871e6514fa04e53ba91a7654e856011139d1cc8fe0fe66dc3d0,20,40.055343
SBV2-ALL92-G086-C03,1,7,unknown,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,59.372333
SBV2-ALL92-G086-C03,2,7,result,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,59.372333
SBV2-ALL92-G086-C03,3,7,figure,34d2803673cea871e6514fa04e53ba91a7654e856011139d1cc8fe0fe66dc3d0,20,40.055343
SBV2-ALL92-G086-C04,1,7,unknown,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,59.372333
SBV2-ALL92-G086-C04,2,7,result,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,26,59.372333
SBV2-ALL92-G086-C04,3,7,figure,34d2803673cea871e6514fa04e53ba91a7654e856011139d1cc8fe0fe66dc3d0,20,40.055343
SBV2-ALL92-G087-C01,1,3,unknown,70d262e576679b7fea13e2a037573bbd1421b4a92279511ed6a2e1ef754c2ce1,37,54.629783
SBV2-ALL92-G087-C01,2,18,unknown,8b658e833fd1e8326955f75fbe58e91da2f73bf0d4ef7da2ab840fcb8e1fea90,8,21.562406
SBV2-ALL92-G087-C01,3,3,unknown,455e00f13f42df3f38777f88f9ea38d9932e0268488876997c0afd766ffb607e,36,20.841755
SBV2-ALL92-G087-C02,1,3,unknown,70d262e576679b7fea13e2a037573bbd1421b4a92279511ed6a2e1ef754c2ce1,37,54.629783
SBV2-ALL92-G087-C02,2,18,unknown,8b658e833fd1e8326955f75fbe58e91da2f73bf0d4ef7da2ab840fcb8e1fea90,8,21.562406
SBV2-ALL92-G087-C02,3,3,unknown,455e00f13f42df3f38777f88f9ea38d9932e0268488876997c0afd766ffb607e,36,20.841755
SBV2-ALL92-G087-C03,1,3,unknown,70d262e576679b7fea13e2a037573bbd1421b4a92279511ed6a2e1ef754c2ce1,37,44.51943
SBV2-ALL92-G087-C03,2,1,unknown,7d546462688461203905c6f480de4b75a521679e98f69a1ae1b92e0789480632,16,20.343069
SBV2-ALL92-G087-C03,3,16,unknown,d8ee6a046a0d074406b5e988fe520927df0ec22a1f43288e531db228a6e06038,10,18.707687
SBV2-ALL92-G087-C04,1,3,unknown,70d262e576679b7fea13e2a037573bbd1421b4a92279511ed6a2e1ef754c2ce1,37,49.78861
SBV2-ALL92-G087-C04,2,18,unknown,8b658e833fd1e8326955f75fbe58e91da2f73bf0d4ef7da2ab840fcb8e1fea90,8,21.562406
SBV2-ALL92-G087-C04,3,3,unknown,455e00f13f42df3f38777f88f9ea38d9932e0268488876997c0afd766ffb607e,36,20.841755
SBV2-ALL92-G089-C01,1,2,unknown,b2ae25855838b8c47775acbef59c737ab0f0f36a438ca717de5f9700ae48c0e4,26,24.933392
SBV2-ALL92-G089-C01,2,9,unknown,c407d75f7d1af698e39fe0196fb76eec0ac0b1dfdb1d131704293a55e937810b,39,23.91612
SBV2-ALL92-G089-C01,3,2,unknown,be144626711df3aa0bb6d2807ff96d1c7c535d394db2c2ebc2f095a1945919fc,19,22.098484
SBV2-ALL92-G089-C02,1,2,unknown,be144626711df3aa0bb6d2807ff96d1c7c535d394db2c2ebc2f095a1945919fc,19,27.646943
SBV2-ALL92-G089-C02,2,2,unknown,730c8ee2cf7c58c233ed553b0dea6e001720f52fdd22dcdcc6bf6f0f91bb1d25,18,19.957283
SBV2-ALL92-G089-C02,3,13,unknown,7dad9a4e4f683afbe586af9a33423a52e46a6b205fb249f0d2dceb715cef585b,29,19.001127
SBV2-ALL92-G089-C03,1,2,unknown,be144626711df3aa0bb6d2807ff96d1c7c535d394db2c2ebc2f095a1945919fc,19,22.098484
SBV2-ALL92-G089-C03,2,9,unknown,daf552462557662593175aa8ab39d1e4c906a0a55f70e805a7dc397dda21ad7c,17,20.833399
SBV2-ALL92-G089-C03,3,26,unknown,c1374caaa62fa3b7f99519ddfdde1c194f4b18f87d6433bc1a73337827611219,15,17.293072
SBV2-ALL92-G089-C04,1,2,unknown,b2ae25855838b8c47775acbef59c737ab0f0f36a438ca717de5f9700ae48c0e4,26,24.933392
SBV2-ALL92-G089-C04,2,9,unknown,c407d75f7d1af698e39fe0196fb76eec0ac0b1dfdb1d131704293a55e937810b,39,23.91612
SBV2-ALL92-G089-C04,3,2,unknown,be144626711df3aa0bb6d2807ff96d1c7c535d394db2c2ebc2f095a1945919fc,19,22.098484
SBV2-ALL92-G091-C01,1,2,unknown,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,21,61.791292
SBV2-ALL92-G091-C01,2,1,unknown,f0586f94e56e444e5e9ee854fc4070ea9fe101660d6e3ee50677323e5f7c4eaf,9,17.616396
SBV2-ALL92-G091-C01,3,6,unknown,1c65e27ff802fb423c129f3f6c7365055ab73b637cc25497e19adf8e63701407,27,17.036787
SBV2-ALL92-G091-C02,1,2,unknown,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,21,61.791292
SBV2-ALL92-G091-C02,2,9,unknown,231560808dd51b21597f034a51e1149ec1a59e23ed7be1d599fee7d6ea684529,7,18.63894
SBV2-ALL92-G091-C02,3,1,unknown,f0586f94e56e444e5e9ee854fc4070ea9fe101660d6e3ee50677323e5f7c4eaf,9,17.616396
SBV2-ALL92-G091-C03,1,2,unknown,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,21,45.963636
SBV2-ALL92-G091-C03,2,1,unknown,f0586f94e56e444e5e9ee854fc4070ea9fe101660d6e3ee50677323e5f7c4eaf,9,17.616396
SBV2-ALL92-G091-C03,3,12,unknown,86d4e313042dab89bc76863361416708b28ae292c9d1b3794c0022964ef0b05c,17,17.170013
SBV2-ALL92-G091-C04,1,2,unknown,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,21,47.614083
SBV2-ALL92-G091-C04,2,1,unknown,f0586f94e56e444e5e9ee854fc4070ea9fe101660d6e3ee50677323e5f7c4eaf,9,17.616396
SBV2-ALL92-G091-C04,3,9,unknown,a428298e751da10e0fb7d17f76f38307f616736fb0fff3e9e9ba28d4afbb75f3,29,17.229642
SBV2-ALL92-G092-C01,1,1,unknown,131991b185093841cf3158e1b77efa5fb66a20aeec0c88348bd9754222f05836,68,42.541527
SBV2-ALL92-G092-C01,2,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G092-C01,3,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G092-C02,1,1,unknown,131991b185093841cf3158e1b77efa5fb66a20aeec0c88348bd9754222f05836,68,42.541527
SBV2-ALL92-G092-C02,2,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G092-C02,3,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G092-C03,1,1,unknown,131991b185093841cf3158e1b77efa5fb66a20aeec0c88348bd9754222f05836,68,42.541527
SBV2-ALL92-G092-C03,2,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G092-C03,3,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G092-C04,1,1,unknown,131991b185093841cf3158e1b77efa5fb66a20aeec0c88348bd9754222f05836,68,39.432833
SBV2-ALL92-G092-C04,2,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G092-C04,3,13,unknown,768313d4e3b33bae27ce5f39f00b99a5ddfcacb7417a0ddf6e390512653fc50f,18,19.63301
SBV2-ALL92-G093-C01,1,11,method,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,24,65.074523
SBV2-ALL92-G093-C01,2,11,method,9084f491c0af055d6e29dc4ff0d530c188eb4edc90de0ed95dc92795968ffbcf,11,35.761911
SBV2-ALL92-G093-C01,3,11,unknown,b69d349d22460abad7e7effcf02177a45289d17cf2b838aa1929c71998474df3,13,19.255527
