candidate_id,true_label,baseline_pred_label,baseline_strong_flag,learned_pred_label,learned_strong_flag,ranker_score,baseline_priority_score,baseline_rank,learned_ranker_rank,selector_change,ranker_change,combined_category,screening_category,ambiguous_category,oracle_overlap_of_selected,evidence_selection_failure
SBV2-ALL92-G135-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.33632020323175255,0.9753748623878316,78,82,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G140-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3850064820389416,1.064016705864469,23,14,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.13333333333333333,0
SBV2-ALL92-G140-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3849798535913419,1.0656169670868048,21,15,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.13333333333333333,0
SBV2-ALL92-G140-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.38316888145426103,1.0629889198430933,25,18,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.24242424242424243,0
SBV2-ALL92-G140-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.38642722320575196,1.0689472363507344,19,12,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.13333333333333333,0
SBV2-ALL92-G141-C01,supported,mild_scope_overclaim,0,mild_scope_overclaim,0,0.28572418334090727,0.2132304674745446,293,216,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.18604651162790697,0
SBV2-ALL92-G141-C02,mild_scope_overclaim,mild_scope_overclaim,0,mild_scope_overclaim,0,0.24290259799625466,0.1444885922574146,316,284,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.18604651162790697,0
SBV2-ALL92-G141-C03,strong_action_overclaim,mild_scope_overclaim,0,mild_scope_overclaim,0,0.2800348201018577,0.2130259277978891,294,229,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,ambiguous_mild_strong,0.18604651162790697,0
SBV2-ALL92-G141-C04,contradiction_candidate,mild_scope_overclaim,0,mild_scope_overclaim,0,0.2866576546206398,0.2165933552245745,287,212,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.18604651162790697,0
SBV2-ALL92-G144-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.30323116893595115,0.853619537214642,164,176,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.21739130434782608,0
SBV2-ALL92-G144-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.31711915676692787,0.8594579356358664,159,141,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.21739130434782608,0
SBV2-ALL92-G144-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3373630626000159,1.0497951776593903,29,78,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.09523809523809523,1
SBV2-ALL92-G144-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.1454228283008963,-0.222942474062124,351,330,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.21739130434782608,0
SBV2-ALL92-G145-C01,supported,supported,0,supported,0,0.0808665275281923,0.1784082794276978,308,394,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9302325581395349,0
SBV2-ALL92-G145-C02,mild_scope_overclaim,supported,0,supported,0,0.08450147385352062,0.1889473990827658,306,384,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9302325581395349,0
SBV2-ALL92-G145-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3351157899543711,0.7471031712190168,224,85,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.9302325581395349,0
SBV2-ALL92-G145-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07943401639767646,-0.6299460045039088,409,400,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9302325581395349,0
SBV2-ALL92-G146-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3433823638179977,1.0070572721857485,60,62,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.22857142857142856,0
SBV2-ALL92-G146-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3769686229864975,1.0884799347192184,11,21,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.21052631578947367,0
SBV2-ALL92-G146-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.39133220309395966,1.114918097372421,9,9,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.15384615384615385,0
SBV2-ALL92-G146-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.33215572537937976,0.5033046587343857,234,97,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.21052631578947367,0
SBV2-ALL92-G158-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.38429023570452747,0.8661875194300099,158,16,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,not_ambiguous,1.0,0
SBV2-ALL92-G158-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3851674096769875,0.8940981788121176,132,13,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G158-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.36399253122325603,0.8396352705131174,175,31,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G158-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.09263429515498302,-0.7204420654435412,427,364,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G161-C01,supported,mild_scope_overclaim,0,mild_scope_overclaim,0,0.23433957818802462,0.2716631020670753,271,292,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9032258064516129,0
SBV2-ALL92-G161-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30194877333276676,0.8509520229744773,165,181,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.9032258064516129,0
SBV2-ALL92-G161-C03,strong_action_overclaim,supported,0,strong_action_overclaim,1,0.2676868044250518,0.2951289381157,264,250,selector_helped,ranker_neutral,partial_help,screening_recovery,not_ambiguous,0.19047619047619047,0
SBV2-ALL92-G161-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07880328510150952,-0.4574532754727919,376,403,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9032258064516129,0
SBV2-ALL92-G163-C01,supported,supported,0,supported,0,0.08846530157448118,0.3079486332711658,261,372,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G163-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3307603675359488,0.8487680377228484,167,103,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G163-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3841407688208392,1.1216063546620845,7,17,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G163-C04,contradiction_candidate,supported,0,contradiction_candidate,0,0.28943448216980233,0.2467515411441311,277,210,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.38095238095238093,0
SBV2-ALL92-G164-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.2838315702015404,0.811426689325282,194,222,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.12121212121212122,0
SBV2-ALL92-G164-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.28562427149132913,0.8256702925764643,184,218,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.2926829268292683,0
SBV2-ALL92-G164-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.31582939274983707,0.9060761019961664,122,145,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.2926829268292683,0
SBV2-ALL92-G164-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.29675555773749995,0.7998534829706231,200,197,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.2926829268292683,0
SBV2-ALL92-G166-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3527261428323749,0.8208330639012509,188,43,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,not_ambiguous,0.7142857142857143,0
SBV2-ALL92-G166-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.32343213791191144,0.771377542364603,215,128,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.7142857142857143,0
SBV2-ALL92-G166-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.35208455840298036,0.9237426623389478,113,49,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.7142857142857143,0
SBV2-ALL92-G166-C04,contradiction_candidate,mild_scope_overclaim,0,mild_scope_overclaim,0,0.2606330900630716,0.036728422378472,333,263,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.7142857142857143,0
SBV2-ALL92-G167-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3350900732048848,1.0540743884745003,27,86,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.47058823529411764,0
SBV2-ALL92-G167-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.35482844762922583,1.00742192059666,58,40,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.47058823529411764,0
SBV2-ALL92-G167-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3413050715926607,0.950920312358768,92,65,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.47058823529411764,0
SBV2-ALL92-G167-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.39611756283552046,1.0595540228691993,26,7,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.044444444444444446,1
SBV2-ALL92-G168-C01,supported,strong_action_overclaim,1,contradiction_candidate,0,0.3028391032992152,0.7489787112365806,223,178,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.20689655172413793,0
SBV2-ALL92-G168-C02,mild_scope_overclaim,strong_action_overclaim,1,contradiction_candidate,0,0.30179061890766273,0.800439296470603,199,182,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.36363636363636365,0
SBV2-ALL92-G168-C03,strong_action_overclaim,strong_action_overclaim,1,contradiction_candidate,0,0.3058353343861158,0.8850844064075356,143,170,selector_harmed,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.25806451612903225,0
SBV2-ALL92-G168-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07117994455414035,-0.6823211510021786,422,427,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.56,0
SBV2-ALL92-G170-C01,supported,supported,0,supported,0,0.2268669660753914,0.2162721993374519,289,296,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.96,0
SBV2-ALL92-G170-C02,mild_scope_overclaim,supported,0,supported,0,0.21179668604784826,0.2511805107474121,276,307,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.96,0
SBV2-ALL92-G170-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.27026905197481443,0.792920682799232,206,245,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.96,0
SBV2-ALL92-G170-C04,contradiction_candidate,supported,0,supported,0,0.2273608897339193,0.216368312291795,288,295,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.96,0
SBV2-ALL92-G172-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.30988664630990476,0.843732363207303,170,159,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.25,0
SBV2-ALL92-G172-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.32060987758928233,0.8866953544113486,139,132,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.25,0
SBV2-ALL92-G172-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3315398585298068,0.8688763885929747,153,100,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.22857142857142856,0
SBV2-ALL92-G172-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.10213183755271535,-0.3363619536191734,364,356,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.25,0
SBV2-ALL92-G175-C01,supported,strong_action_overclaim,1,supported,0,0.30816588603630474,0.9377974189787096,102,162,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G175-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3047597805838374,0.9371795203344911,103,174,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G175-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30799623700835105,0.9571638246582818,88,163,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G175-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.13601506885677295,-0.680661079458737,421,334,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G178-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.4008601041101756,0.8877676914387872,137,5,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,not_ambiguous,0.21621621621621623,0
SBV2-ALL92-G178-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.4091416214361079,0.8899995918486162,135,3,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,ambiguous_mild_strong,0.21621621621621623,0
SBV2-ALL92-G178-C03,strong_action_overclaim,mild_scope_overclaim,0,strong_action_overclaim,1,0.3236913151992572,0.3402506343653605,255,127,selector_helped,ranker_neutral,partial_help,screening_recovery,not_ambiguous,0.12121212121212122,0
SBV2-ALL92-G178-C04,contradiction_candidate,supported,0,supported,0,0.3337680236641035,0.3405791187977046,254,91,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.21621621621621623,0
SBV2-ALL92-G180-C01,supported,mild_scope_overclaim,0,mild_scope_overclaim,0,0.3723984545226427,0.1713158635055851,313,23,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.17647058823529413,0
SBV2-ALL92-G180-C02,mild_scope_overclaim,contradiction_candidate,0,strong_action_overclaim,1,0.2742595873693868,0.1908556426097473,305,235,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,ambiguous_mild_strong,0.32558139534883723,0
SBV2-ALL92-G180-C03,strong_action_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.12899139747449434,-0.4648060287665077,379,335,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.37209302325581395,0
SBV2-ALL92-G180-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.12725952703883822,-0.730601656354191,430,337,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17647058823529413,0
SBV2-ALL92-G185-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3521507503132865,0.9962846544327304,68,47,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G185-C02,mild_scope_overclaim,contradiction_candidate,0,strong_action_overclaim,1,0.0794860609215789,-0.6394924101299113,411,399,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,ambiguous_mild_strong,0.17142857142857143,0
SBV2-ALL92-G185-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3524183977692091,1.1152853881565663,8,46,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.11428571428571428,0
SBV2-ALL92-G185-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.35651705873032674,1.035791929971988,40,38,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.5517241379310345,0
SBV2-ALL92-G186-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.08120713946283697,-0.3762708573035276,371,391,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G186-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.07850426811192229,-0.4930854246619053,387,404,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G186-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.32746939069108943,0.9245271433328812,112,114,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G186-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.3690400366276909,1.0093766755876556,55,28,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G187-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.35257079339519215,1.038718445053523,38,45,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.05555555555555555,1
SBV2-ALL92-G187-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3466383560726066,1.046824024351852,31,57,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.05555555555555555,1
SBV2-ALL92-G187-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.35212906959588103,1.0423214394518536,32,48,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.05555555555555555,1
SBV2-ALL92-G187-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.32166122492599836,1.041711807967313,33,129,selector_neutral,ranker_harmed,no_change,strong_action_false_positive,not_ambiguous,0.13636363636363635,0
SBV2-ALL92-G190-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.34113532312567174,0.9367755069137484,104,66,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,not_ambiguous,0.14634146341463414,0
SBV2-ALL92-G190-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.34037193701456764,0.9909044176480036,71,67,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.22857142857142856,0
SBV2-ALL92-G190-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3375359941362229,0.9609203224875246,86,77,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.14634146341463414,0
SBV2-ALL92-G190-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.19246386123226228,-0.2122173189630685,350,313,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.2727272727272727,0
SBV2-ALL92-G193-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.18694223320186273,0.0380218680040364,332,318,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.15,0
SBV2-ALL92-G193-C02,mild_scope_overclaim,supported,0,supported,0,0.26689673909317996,0.4243398041538054,240,252,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.05555555555555555,1
SBV2-ALL92-G193-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3252622036915932,1.0139089261674954,53,124,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,0.05555555555555555,1
SBV2-ALL92-G193-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.08412927137722624,-0.5501452555701664,396,385,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.046511627906976744,1
SBV2-ALL92-G196-C01,supported,supported,0,strong_action_overclaim,1,0.2057994141739746,0.204206695469491,297,310,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,not_ambiguous,0.14814814814814814,0
SBV2-ALL92-G196-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.33196293347298533,1.0142981882961777,52,98,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.2962962962962963,0
SBV2-ALL92-G196-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30646163355414474,0.9138421203726568,120,168,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9142857142857143,0
SBV2-ALL92-G196-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.06933810853893785,-0.2480461991494953,355,430,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.125,0
SBV2-ALL92-G197-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3393569356908651,0.9953325017003252,69,69,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.375,0
SBV2-ALL92-G197-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.33250308849515675,1.0149954136589736,51,96,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.8,0
SBV2-ALL92-G197-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.29689807664104984,0.9917952410710604,70,196,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,0.8,0
SBV2-ALL92-G197-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.06891521627224446,-0.3542215069842651,366,431,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.375,0
SBV2-ALL92-G198-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.32831417877278624,0.8850711107559007,144,111,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.3,0
SBV2-ALL92-G198-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3289831033187644,0.8996343954127636,128,108,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.3,0
SBV2-ALL92-G198-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.31338835567687406,0.8551719901323649,162,151,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.3,0
SBV2-ALL92-G198-C04,contradiction_candidate,contradiction_candidate,0,supported,0,0.1815063789892999,-0.2966831080416671,359,319,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.1702127659574468,0
SBV2-ALL92-G205-C01,supported,strong_action_overclaim,1,supported,0,0.34535954036168665,0.8015572838874281,198,60,selector_harmed,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.3783783783783784,0
SBV2-ALL92-G205-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3469795141821766,0.8036333811686858,197,55,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,ambiguous_mild_strong,0.3783783783783784,0
SBV2-ALL92-G205-C03,strong_action_overclaim,contradiction_candidate,0,strong_action_overclaim,1,0.14130527376367805,-0.1746316622904558,346,331,selector_helped,ranker_neutral,partial_help,screening_recovery,not_ambiguous,0.3783783783783784,0
SBV2-ALL92-G205-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07489004245282158,-0.5934486048332468,405,413,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.37209302325581395,0
SBV2-ALL92-G213-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.20577929278069187,0.1278624282475124,320,311,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G213-C02,mild_scope_overclaim,mild_scope_overclaim,0,contradiction_candidate,0,0.25578159452779703,0.3533093970150581,251,272,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G213-C03,strong_action_overclaim,strong_action_overclaim,1,contradiction_candidate,0,0.3041340411443318,0.8921433982880016,133,175,selector_harmed,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.25,0
SBV2-ALL92-G213-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.26691255241576567,0.8272916220127655,183,251,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.20689655172413793,0
SBV2-ALL92-G214-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.1877480485422506,0.9300815178710048,109,317,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.25,0
SBV2-ALL92-G214-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.10882108611332414,-0.4902917378433248,386,349,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.25,0
SBV2-ALL92-G214-C03,strong_action_overclaim,strong_action_overclaim,1,contradiction_candidate,0,0.2846116840613683,0.8076140714653295,195,219,selector_harmed,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.25,0
SBV2-ALL92-G214-C04,contradiction_candidate,contradiction_candidate,0,strong_action_overclaim,1,0.1006129408183693,-0.2305891581305228,354,357,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,not_ambiguous,0.25,0
SBV2-ALL92-G215-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.27392486832561225,0.8674695691294863,156,236,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.13513513513513514,0
SBV2-ALL92-G215-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.2787189984830213,0.8817647350803985,148,230,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.13513513513513514,0
SBV2-ALL92-G215-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3359554326785988,0.9786662942388245,75,83,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.13513513513513514,0
SBV2-ALL92-G215-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.2995948138599021,0.8711303828013721,151,188,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.08108108108108109,1
SBV2-ALL92-G224-C01,supported,supported,0,supported,0,0.10244822547302233,0.3539380795027486,250,355,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9302325581395349,0
SBV2-ALL92-G224-C02,mild_scope_overclaim,supported,0,supported,0,0.11938065575558869,0.4314280224503544,239,342,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9302325581395349,0
SBV2-ALL92-G224-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.21906576389004537,0.6049808981153835,233,299,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.125,0
SBV2-ALL92-G224-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.15584235482104059,-0.3683499942565238,368,328,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9302325581395349,0
