group_id,label_i,label_j,tfidf_cosine,token_jaccard,sequence_ratio
SBV2-ALL92-G259,mild_scope_overclaim,supported,1.0,0.8947,0.9781
SBV2-ALL92-G259,strong_action_overclaim,supported,0.8866,0.9,0.9611
SBV2-ALL92-G261,contradiction_candidate,mild_scope_overclaim,0.5701,0.52,0.5724
SBV2-ALL92-G261,contradiction_candidate,strong_action_overclaim,0.5184,0.48,0.5743
SBV2-ALL92-G261,contradiction_candidate,supported,0.6198,0.5417,0.5903
SBV2-ALL92-G261,mild_scope_overclaim,strong_action_overclaim,0.6497,0.7826,0.8207
SBV2-ALL92-G261,mild_scope_overclaim,supported,0.7521,0.8636,0.8785
SBV2-ALL92-G261,strong_action_overclaim,supported,0.7064,0.8182,0.8438
SBV2-ALL92-G264,contradiction_candidate,mild_scope_overclaim,0.6567,0.6667,0.8662
SBV2-ALL92-G264,contradiction_candidate,strong_action_overclaim,0.5662,0.5217,0.8179
SBV2-ALL92-G264,contradiction_candidate,supported,0.7783,0.75,0.9187
SBV2-ALL92-G264,mild_scope_overclaim,strong_action_overclaim,0.7317,0.7143,0.9068
SBV2-ALL92-G264,mild_scope_overclaim,supported,0.8617,0.8947,0.9497
SBV2-ALL92-G264,strong_action_overclaim,supported,0.7558,0.7143,0.9022
SBV2-ALL92-G266,contradiction_candidate,mild_scope_overclaim,0.3555,0.4815,0.7985
SBV2-ALL92-G266,contradiction_candidate,strong_action_overclaim,0.4044,0.4815,0.7852
SBV2-ALL92-G266,contradiction_candidate,supported,0.5372,0.6,0.8647
SBV2-ALL92-G266,mild_scope_overclaim,strong_action_overclaim,0.5755,0.6667,0.8397
SBV2-ALL92-G266,mild_scope_overclaim,supported,0.7415,0.8182,0.9225
SBV2-ALL92-G266,strong_action_overclaim,supported,0.7915,0.8182,0.9231
SBV2-ALL92-G271,contradiction_candidate,mild_scope_overclaim,0.6139,0.619,0.8629
SBV2-ALL92-G271,contradiction_candidate,strong_action_overclaim,0.5365,0.619,0.8591
SBV2-ALL92-G271,contradiction_candidate,supported,0.6957,0.619,0.8696
SBV2-ALL92-G271,mild_scope_overclaim,strong_action_overclaim,0.839,1.0,0.9839
SBV2-ALL92-G271,mild_scope_overclaim,supported,0.9096,1.0,0.9936
SBV2-ALL92-G271,strong_action_overclaim,supported,0.8271,1.0,0.9904
SBV2-ALL92-G272,contradiction_candidate,mild_scope_overclaim,0.4375,0.5714,0.8357
SBV2-ALL92-G272,contradiction_candidate,strong_action_overclaim,0.6526,0.68,0.8467
SBV2-ALL92-G272,contradiction_candidate,supported,0.6526,0.72,0.8714
SBV2-ALL92-G272,mild_scope_overclaim,strong_action_overclaim,0.7547,0.76,0.9496
SBV2-ALL92-G272,mild_scope_overclaim,supported,0.7547,0.8,0.9718
SBV2-ALL92-G272,strong_action_overclaim,supported,1.0,0.9545,0.9784
