candidate_id,target_candidate_group_id,span_id,source_id,domain,title,url,arxiv_id,pdf_filename,page_number,source_location,evidence_type,evidence_text,evidence_text_sha256,candidate_label_guess,issue_binary_label_guess,escalation_binary_label_guess,contradiction_binary_label_guess,claim_text,claim_text_sha256,claim_generation_status,claim_generation_policy,annotation_status,human_audited,final_label,gold_label,source_trace_complete,generation_notes
SBV2-ALL92-G146-C03,SBV2-ALL92-G146,DT-016-S2,DT-016,digital_twin,APDT: Access Point Digital Twin,https://arxiv.org/abs/2511.23009,2511.23009,pdfs/DT-016__2511.23009.pdf,2,pdf_page_2,metric_result,"The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.",4865cef7a70b49e45acf29d1974732f53dc6319fbe58c71b33a4963d91457155,strong_action_overclaim,issue,escalation,not_contradiction,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating conclusive performance for network optimization and management workflows.",65008267314a87e2e19a4fff8b82cb19a7a43fdfe3489431727d5bdebbe47b32,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G146-C04,SBV2-ALL92-G146,DT-016-S2,DT-016,digital_twin,APDT: Access Point Digital Twin,https://arxiv.org/abs/2511.23009,2511.23009,pdfs/DT-016__2511.23009.pdf,2,pdf_page_2,metric_result,"The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.",4865cef7a70b49e45acf29d1974732f53dc6319fbe58c71b33a4963d91457155,contradiction_candidate,issue,non_escalation,contradiction,"APDT reported substantially lower simulation accuracy with predictive-model outputs, weakening its potential for network optimization and management workflows.",156f9e0606c844fa50b29eaa1f664bf8e6aac514fed5ea47c2639a97e4c2c402,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G148-C01,SBV2-ALL92-G148,DT-017-S1,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,7,pdf_page_7,metric_result,"For instance, in the results shown above, we identify a potential crash at a signalized intersection when road friction decreases due to weather conditions such as rain or snow.",09853beb83d419a2d7b22f403ac46bd6e4456e65b03de7262549658492444857,supported,no_issue,non_escalation,not_contradiction,The digital-twin results identified a potential crash at a signalized intersection when weather-driven road friction decreased during the analysis.,733faf5c6a25b7aba629f6597fc54937447e6d284a466c508bc7c95770883bf8,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G148-C02,SBV2-ALL92-G148,DT-017-S1,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,7,pdf_page_7,metric_result,"For instance, in the results shown above, we identify a potential crash at a signalized intersection when road friction decreases due to weather conditions such as rain or snow.",09853beb83d419a2d7b22f403ac46bd6e4456e65b03de7262549658492444857,mild_scope_overclaim,issue,escalation,not_contradiction,The digital-twin results identified potential crashes at signalized intersections when weather-driven road friction decreased during the analysis cases.,874fc4ef68c34db4d7a5682289a95f2cf7eea5a2cc4f709620bd1ae04405ee6a,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G148-C03,SBV2-ALL92-G148,DT-017-S1,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,7,pdf_page_7,metric_result,"For instance, in the results shown above, we identify a potential crash at a signalized intersection when road friction decreases due to weather conditions such as rain or snow.",09853beb83d419a2d7b22f403ac46bd6e4456e65b03de7262549658492444857,strong_action_overclaim,issue,escalation,not_contradiction,The digital-twin results identified weather-driven friction decreases as the primary cause of crash risk at signalized intersections examined.,6dd1d171049ce2a8922a0c1a9f25ec8c7bb62b5324cff700eb086821811f539f,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G148-C04,SBV2-ALL92-G148,DT-017-S1,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,7,pdf_page_7,metric_result,"For instance, in the results shown above, we identify a potential crash at a signalized intersection when road friction decreases due to weather conditions such as rain or snow.",09853beb83d419a2d7b22f403ac46bd6e4456e65b03de7262549658492444857,contradiction_candidate,issue,non_escalation,contradiction,The digital-twin results identified no potential crash at the signalized intersection when weather-driven road friction decreased during the analysis.,823fa1cffdc8a3030981899d4435a3e40664d7b10370679c328dcdf967992d80,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G149-C01,SBV2-ALL92-G149,DT-017-S2,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,1,pdf_page_1,limitation,"The results demonstrate that traffic digital twin can identify potential safety issues that traditional microscopic simulation cannot, providing insights for improving traffic control strategies and transportation infrastructure to enhance traffic safety.",43acedff5a94af21cad1ad1c1ca64fc47951ffde60dfc24ebcbe876c65e0a665,supported,no_issue,non_escalation,not_contradiction,"The traffic digital twin identified potential safety issues missed by traditional microscopic simulation, informing traffic control and infrastructure improvements.",962cd1efd263b7010b9b79eaafcb8e857c09b4e6219b8d8a10bba49077307923,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G149-C02,SBV2-ALL92-G149,DT-017-S2,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,1,pdf_page_1,limitation,"The results demonstrate that traffic digital twin can identify potential safety issues that traditional microscopic simulation cannot, providing insights for improving traffic control strategies and transportation infrastructure to enhance traffic safety.",43acedff5a94af21cad1ad1c1ca64fc47951ffde60dfc24ebcbe876c65e0a665,mild_scope_overclaim,issue,escalation,not_contradiction,"The traffic digital twin identified potential safety issues missed by traditional microscopic simulation, informing broader traffic control and infrastructure improvements.",72df51ecb6b9a4d137033d24ae5b5a97c4099850b328cfaaae76f2f787e6d16f,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G149-C03,SBV2-ALL92-G149,DT-017-S2,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,1,pdf_page_1,limitation,"The results demonstrate that traffic digital twin can identify potential safety issues that traditional microscopic simulation cannot, providing insights for improving traffic control strategies and transportation infrastructure to enhance traffic safety.",43acedff5a94af21cad1ad1c1ca64fc47951ffde60dfc24ebcbe876c65e0a665,strong_action_overclaim,issue,escalation,not_contradiction,The traffic digital twin identified potential safety issues as the primary analytic basis for traffic control and infrastructure improvements.,ea905dd9e65322d41e6d33d22b1e1c7a8ff326fba52ac26a96e961cda473d413,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G149-C04,SBV2-ALL92-G149,DT-017-S2,DT-017,digital_twin,Traffic Safety Analysis with Digital Twin Technology,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,1,pdf_page_1,limitation,"The results demonstrate that traffic digital twin can identify potential safety issues that traditional microscopic simulation cannot, providing insights for improving traffic control strategies and transportation infrastructure to enhance traffic safety.",43acedff5a94af21cad1ad1c1ca64fc47951ffde60dfc24ebcbe876c65e0a665,contradiction_candidate,issue,non_escalation,contradiction,"The traffic digital twin failed to identify potential safety issues missed by traditional microscopic simulation, reducing traffic control and infrastructure insight.",0ee7f6fbeaef147ed0e23a946eb18bb44d6b243d35a267917ed3f230384a8d4e,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G153-C01,SBV2-ALL92-G153,DT-018-S3,DT-018,digital_twin,FOGNITE: Federated Learning-Enhanced Fog-Cloud Architecture with Digital Twin Validation,https://arxiv.org/abs/2507.16668,2507.16668,pdfs/DT-018__2507.16668.pdf,2,pdf_page_2,limitation,"To address these limitations, this paper pro- poses FOGNITE—a novel fog-cloud hybrid ar- chitecture tailored for smart grid environments.",dfb009a7f4ac6e141cefdbac60e70ab59d87480c0e64e5364327d9cb13e7a499,supported,no_issue,non_escalation,not_contradiction,The paper proposes FOGNITE as a fog-cloud hybrid architecture tailored for smart grid environments to address stated limitations.,d44ddd1ad95f767126c9e3e20f43d73e734e47e0cfa0a27fb0dd6c3dbd205daa,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G153-C02,SBV2-ALL92-G153,DT-018-S3,DT-018,digital_twin,FOGNITE: Federated Learning-Enhanced Fog-Cloud Architecture with Digital Twin Validation,https://arxiv.org/abs/2507.16668,2507.16668,pdfs/DT-018__2507.16668.pdf,2,pdf_page_2,limitation,"To address these limitations, this paper pro- poses FOGNITE—a novel fog-cloud hybrid ar- chitecture tailored for smart grid environments.",dfb009a7f4ac6e141cefdbac60e70ab59d87480c0e64e5364327d9cb13e7a499,mild_scope_overclaim,issue,escalation,not_contradiction,The paper proposes FOGNITE as a fog-cloud hybrid architecture tailored for multiple smart grid environments to address stated limitations.,970bc95406b354743d0bddfd6c13a720b53b6e958c30ce3c85120ff468f2390b,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G153-C03,SBV2-ALL92-G153,DT-018-S3,DT-018,digital_twin,FOGNITE: Federated Learning-Enhanced Fog-Cloud Architecture with Digital Twin Validation,https://arxiv.org/abs/2507.16668,2507.16668,pdfs/DT-018__2507.16668.pdf,2,pdf_page_2,limitation,"To address these limitations, this paper pro- poses FOGNITE—a novel fog-cloud hybrid ar- chitecture tailored for smart grid environments.",dfb009a7f4ac6e141cefdbac60e70ab59d87480c0e64e5364327d9cb13e7a499,strong_action_overclaim,issue,escalation,not_contradiction,The paper proposes FOGNITE as the central architecture for adaptive learning and workload distribution in smart grid environments operations.,22de1f2737c7b68f322e030fcf0d29f85c2efad237d57c209aa433dd2ca422eb,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G153-C04,SBV2-ALL92-G153,DT-018-S3,DT-018,digital_twin,FOGNITE: Federated Learning-Enhanced Fog-Cloud Architecture with Digital Twin Validation,https://arxiv.org/abs/2507.16668,2507.16668,pdfs/DT-018__2507.16668.pdf,2,pdf_page_2,limitation,"To address these limitations, this paper pro- poses FOGNITE—a novel fog-cloud hybrid ar- chitecture tailored for smart grid environments.",dfb009a7f4ac6e141cefdbac60e70ab59d87480c0e64e5364327d9cb13e7a499,contradiction_candidate,issue,non_escalation,contradiction,The paper proposes a cloud-only architecture rather than FOGNITE as a fog-cloud hybrid architecture for smart grid environments.,f8892c165addeb0628b4321a8ce28a9b62b9cdadf7f72e2f19043a63cccd5e4f,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G154-C01,SBV2-ALL92-G154,DT-019-S1,DT-019,digital_twin,PINN-DT: Smart Building Energy Optimization with Digital Twin,https://arxiv.org/abs/2503.00331,2503.00331,pdfs/DT-019__2503.00331.pdf,28,pdf_page_28,metric_result,"The suggested PINNs-DT model surpasses almost all evaluated metrics with an Accuracy of 97.7%, Precision of 97.8%, Recall of 97.6%, and F1 Score of 97.7%.",18c9d7fd901c142cce9864f958b2e9e7271229b70acaac461fd62b068c83b205,supported,no_issue,non_escalation,not_contradiction,"The PINNs-DT model reported 97.7% accuracy, 97.8% precision, 97.6% recall, and a 97.7% F1 score among evaluated metrics.",4d515777f34252049f76d972f062ad9a4cbfa45edd0f0e6f2fd9997e10520b41,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G154-C02,SBV2-ALL92-G154,DT-019-S1,DT-019,digital_twin,PINN-DT: Smart Building Energy Optimization with Digital Twin,https://arxiv.org/abs/2503.00331,2503.00331,pdfs/DT-019__2503.00331.pdf,28,pdf_page_28,metric_result,"The suggested PINNs-DT model surpasses almost all evaluated metrics with an Accuracy of 97.7%, Precision of 97.8%, Recall of 97.6%, and F1 Score of 97.7%.",18c9d7fd901c142cce9864f958b2e9e7271229b70acaac461fd62b068c83b205,mild_scope_overclaim,issue,escalation,not_contradiction,"The PINNs-DT model reported 98.7% accuracy, 98.8% precision, 98.6% recall, and a 98.7% F1 score among evaluated metrics.",330b0f1340248d23beae62ec82f799fc9ad2256f7bb4cd3be5a200e09ab2572b,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G154-C03,SBV2-ALL92-G154,DT-019-S1,DT-019,digital_twin,PINN-DT: Smart Building Energy Optimization with Digital Twin,https://arxiv.org/abs/2503.00331,2503.00331,pdfs/DT-019__2503.00331.pdf,28,pdf_page_28,metric_result,"The suggested PINNs-DT model surpasses almost all evaluated metrics with an Accuracy of 97.7%, Precision of 97.8%, Recall of 97.6%, and F1 Score of 97.7%.",18c9d7fd901c142cce9864f958b2e9e7271229b70acaac461fd62b068c83b205,strong_action_overclaim,issue,escalation,not_contradiction,"The PINNs-DT model reported 99.9% accuracy, 99.9% precision, 99.9% recall, and a 99.9% F1 score among evaluated metrics.",38df6b9888d0dd5cee4076e73999299f561993c171a40109e5a6db48eddffa9d,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G154-C04,SBV2-ALL92-G154,DT-019-S1,DT-019,digital_twin,PINN-DT: Smart Building Energy Optimization with Digital Twin,https://arxiv.org/abs/2503.00331,2503.00331,pdfs/DT-019__2503.00331.pdf,28,pdf_page_28,metric_result,"The suggested PINNs-DT model surpasses almost all evaluated metrics with an Accuracy of 97.7%, Precision of 97.8%, Recall of 97.6%, and F1 Score of 97.7%.",18c9d7fd901c142cce9864f958b2e9e7271229b70acaac461fd62b068c83b205,contradiction_candidate,issue,non_escalation,contradiction,"The PINNs-DT model reported 87.7% accuracy, 87.8% precision, 87.6% recall, and an 87.7% F1 score among evaluated metrics.",2a1f78f754dab90371597e04367a09c5ca909b9ee3c31454d6f43f0519b80fee,success,four_label_simclaim_candidate_generation_v1_strict_no_gold,ai_preannotated,False,,,True,AI-preannotated candidate only; not gold or final annotation.
SBV2-ALL92-G157-C01,SBV2-ALL92-G157,MARL-014-S1,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,5,pdf_page_5,experiment_setup,"We implement a floating platform, a thruster-actuated system constrained to planar movement, mimicking spacecraft-like motion with force-based control.",a7c77bbf2670ad4bfa047fd437ab77d201c1277388c54c4b9184c48e39741c4f,supported,no_issue,non_escalation,not_contradiction,"NavBench implements a floating platform with thruster actuation, planar motion constraints, and force-based control to mimic spacecraft-like movement.",8e9841c266673ce19ae4777b772d1e10a174ae25a83503c87790ca3bac2b22fa,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G157-C02,SBV2-ALL92-G157,MARL-014-S1,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,5,pdf_page_5,experiment_setup,"We implement a floating platform, a thruster-actuated system constrained to planar movement, mimicking spacecraft-like motion with force-based control.",a7c77bbf2670ad4bfa047fd437ab77d201c1277388c54c4b9184c48e39741c4f,mild_scope_overclaim,issue,escalation,not_contradiction,"NavBench implements a floating platform with thruster actuation, planar motion constraints, and force-based control to mimic orbital docking movement.",5d9ab37b7615c5bb5c8515ead38161600fe38866498fbdee9bead284b55af810,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G157-C03,SBV2-ALL92-G157,MARL-014-S1,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,5,pdf_page_5,experiment_setup,"We implement a floating platform, a thruster-actuated system constrained to planar movement, mimicking spacecraft-like motion with force-based control.",a7c77bbf2670ad4bfa047fd437ab77d201c1277388c54c4b9184c48e39741c4f,strong_action_overclaim,issue,escalation,not_contradiction,"NavBench implements a floating platform with thruster actuation, three-dimensional motion constraints, and force-based control to mimic spacecraft-like movement.",f58e9bf69be8f4aa2f508135eb645b53001671b0fe060b22ac8fd561a6aa2672,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G157-C04,SBV2-ALL92-G157,MARL-014-S1,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,5,pdf_page_5,experiment_setup,"We implement a floating platform, a thruster-actuated system constrained to planar movement, mimicking spacecraft-like motion with force-based control.",a7c77bbf2670ad4bfa047fd437ab77d201c1277388c54c4b9184c48e39741c4f,contradiction_candidate,issue,non_escalation,contradiction,"NavBench implements a wheeled platform with steering actuation, planar motion constraints, and velocity-based control to mimic spacecraft-like movement.",9574aa48495d56a0db1efbdde97cae4e83d1715ab0f34584e4f8fe8fa5bc08ec,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G158-C01,SBV2-ALL92-G158,MARL-014-S2,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,8,pdf_page_8,metric_result,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,supported,no_issue,non_escalation,not_contradiction,"NavBench reports success rate and continuous metrics, including final distance error, to measure task completion and control precision.",999fafac93caf662ea817f44543cb2d31e4548214ecdac59d03497d3c25b4f3b,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G158-C02,SBV2-ALL92-G158,MARL-014-S2,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,8,pdf_page_8,metric_result,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,mild_scope_overclaim,issue,escalation,not_contradiction,"NavBench reports success rate and continuous metrics, including final distance error, to measure task completion and trajectory smoothness.",dcd32c5d8483ed8d79c785d5f2bbf8817597dd7c4ece38428241758e808333c8,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G158-C03,SBV2-ALL92-G158,MARL-014-S2,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,8,pdf_page_8,metric_result,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,strong_action_overclaim,issue,escalation,not_contradiction,"NavBench reports success rate and final distance error as direct measures of task completion, control precision, stability, and physical robot transfer.",305c92b4ff5eba253875ef683395ecba9348c7094236a591fd1f7c2eaec7f9f9,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G158-C04,SBV2-ALL92-G158,MARL-014-S2,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,8,pdf_page_8,metric_result,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,contradiction_candidate,issue,non_escalation,contradiction,NavBench reports success rate while treating final distance error as unrelated to task completion and control precision metrics.,e0dec46b0bbfe04053d3eedc9f4ff92a611c8a0b87e1405068bcc7f330de061c,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G161-C01,SBV2-ALL92-G161,MARL-015-S2,MARL-015,robotics,Sim-to-Real Transfer for Mobile Robots with RL,https://arxiv.org/abs/2501.02902,2501.02902,pdfs/MARL-015__2501.02902.pdf,13,pdf_page_13,limitation,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",934a063d63ad27ed490180335ba29db177e40c20d7ce11716a5b152dc8144c45,supported,no_issue,non_escalation,not_contradiction,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while acknowledging limited fine-tuned performance potential.,dbe945522a175ed2cc8acfb51d4f11dbe6dd5e84d13a604ab88cc6ff9a787e6f,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G161-C02,SBV2-ALL92-G161,MARL-015-S2,MARL-015,robotics,Sim-to-Real Transfer for Mobile Robots with RL,https://arxiv.org/abs/2501.02902,2501.02902,pdfs/MARL-015__2501.02902.pdf,13,pdf_page_13,limitation,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",934a063d63ad27ed490180335ba29db177e40c20d7ce11716a5b152dc8144c45,mild_scope_overclaim,issue,escalation,not_contradiction,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while implying competitive fine-tuned performance potential.,72b2998932ea20f44d551d96c732960057311796e39e72ccd97da293c1eef285,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G161-C03,SBV2-ALL92-G161,MARL-015-S2,MARL-015,robotics,Sim-to-Real Transfer for Mobile Robots with RL,https://arxiv.org/abs/2501.02902,2501.02902,pdfs/MARL-015__2501.02902.pdf,13,pdf_page_13,limitation,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",934a063d63ad27ed490180335ba29db177e40c20d7ce11716a5b152dc8144c45,strong_action_overclaim,issue,escalation,not_contradiction,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while presenting strong fine-tuned performance as a central contribution.,5be613697fae0a4c4105f4e9ee1b72ce165518d78c2c8f62973dbac2df211739,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G161-C04,SBV2-ALL92-G161,MARL-015-S2,MARL-015,robotics,Sim-to-Real Transfer for Mobile Robots with RL,https://arxiv.org/abs/2501.02902,2501.02902,pdfs/MARL-015__2501.02902.pdf,13,pdf_page_13,limitation,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",934a063d63ad27ed490180335ba29db177e40c20d7ce11716a5b152dc8144c45,contradiction_candidate,issue,non_escalation,contradiction,The Isaac-to-Gazebo work describes its approach as disconnected from low-code applications while highlighting superior fine-tuned performance as its focus.,03146874b9ff493a3de10163e1807f32fbd04c567777c04761cb7dd21bd94e9a,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G163-C01,SBV2-ALL92-G163,MARL-016-S1,MARL-016,robotics,Can Context Bridge the Reality Gap?,https://arxiv.org/abs/2511.04249,2511.04249,pdfs/MARL-016__2511.04249.pdf,1,pdf_page_1,experiment_setup,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995,supported,no_issue,non_escalation,not_contradiction,The study evaluates context-aware agents in a canonical control benchmark and a physical pushing task with a Franka Panda robot.,d3202bf06c2b7e3ec99ad2d236b874b4bd32b13cfd613c25835100e4324e5d40,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G163-C02,SBV2-ALL92-G163,MARL-016-S1,MARL-016,robotics,Can Context Bridge the Reality Gap?,https://arxiv.org/abs/2511.04249,2511.04249,pdfs/MARL-016__2511.04249.pdf,1,pdf_page_1,experiment_setup,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995,mild_scope_overclaim,issue,escalation,not_contradiction,"The study evaluates context-aware agents in a canonical control benchmark, a physical pushing task, and a mobile manipulation test.",6f0574f6e1da98f70ae348897240b85d1323222618da256d5d5836a73551e295,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G163-C03,SBV2-ALL92-G163,MARL-016-S1,MARL-016,robotics,Can Context Bridge the Reality Gap?,https://arxiv.org/abs/2511.04249,2511.04249,pdfs/MARL-016__2511.04249.pdf,1,pdf_page_1,experiment_setup,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995,strong_action_overclaim,issue,escalation,not_contradiction,The study evaluates context-aware agents in a canonical control benchmark and multiple physical manipulation platforms with Franka and mobile robots.,762c55619486a1dd9edcb4c306b41d917f18cd73bfea807be4fb8cc26d4dbafb,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
SBV2-ALL92-G163-C04,SBV2-ALL92-G163,MARL-016-S1,MARL-016,robotics,Can Context Bridge the Reality Gap?,https://arxiv.org/abs/2511.04249,2511.04249,pdfs/MARL-016__2511.04249.pdf,1,pdf_page_1,experiment_setup,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995,contradiction_candidate,issue,non_escalation,contradiction,The study evaluates context-aware agents in a visual language benchmark rather than a physical pushing task with a Franka Panda robot.,18284d3deb468da7506c11cf864f58f7f4874ec6029215bf2da9c711b047c7c0,success,four_label_balanced_candidate_generation,ai_preannotated,False,,,True,balanced variants; source checked
