clean_queue_rank,target_candidate_group_id,span_id,source_id,domain,title,url,arxiv_id,pdf_filename,page_number,source_location,evidence_type,evidence_text,evidence_text_sha256,word_count,manual_evidence_quality,claim_generation_ready,reject_reason,notes
157,SBV2-ALL92-G157,MARL-014-S1,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,5,pdf_page_5,experiment_setup,"We implement a floating platform, a thruster-actuated system constrained to planar movement, mimicking spacecraft-like motion with force-based control.",a7c77bbf2670ad4bfa047fd437ab77d201c1277388c54c4b9184c48e39741c4f,18,accepted_clean_experiment_setup,True,,PDF verified; evidence text and hash preserved
158,SBV2-ALL92-G158,MARL-014-S2,MARL-014,robotics,NavBench: Unified Robotics Benchmark for RL-Based Autonomous Navigation,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,8,pdf_page_8,metric_result,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,41,accepted_clean_metric_definition,True,,PDF verified; evidence text and hash preserved
161,SBV2-ALL92-G161,MARL-015-S2,MARL-015,robotics,Sim-to-Real Transfer for Mobile Robots with RL,https://arxiv.org/abs/2501.02902,2501.02902,pdfs/MARL-015__2501.02902.pdf,13,pdf_page_13,limitation,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",934a063d63ad27ed490180335ba29db177e40c20d7ce11716a5b152dc8144c45,22,accepted_clean_limitation,True,,PDF verified; evidence text and hash preserved
163,SBV2-ALL92-G163,MARL-016-S1,MARL-016,robotics,Can Context Bridge the Reality Gap?,https://arxiv.org/abs/2511.04249,2511.04249,pdfs/MARL-016__2511.04249.pdf,1,pdf_page_1,experiment_setup,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995,23,accepted_clean_experiment_setup,True,,PDF verified; evidence text and hash preserved
164,SBV2-ALL92-G164,MARL-016-S2,MARL-016,robotics,Can Context Bridge the Reality Gap?,https://arxiv.org/abs/2511.04249,2511.04249,pdfs/MARL-016__2511.04249.pdf,5,pdf_page_5,metric_result,"The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.",f7465bc2a8a37c8880477c1a3313641440eed326e30a6a137b421f2a3db287e9,31,accepted_clean_metric_result,True,,PDF verified; evidence text and hash preserved
166,SBV2-ALL92-G166,MARL-017-S1,MARL-017,robotics,RealAIGym AI Olympics RL Benchmark,https://arxiv.org/abs/2503.15290,2503.1529,pdfs/MARL-017__2503.15290.pdf,5,pdf_page_5,limitation,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",3c331f0de4275bbd1a0e29630578cb474b1943d8947ab15a52112f1984789fd5,50,accepted_clean_result_explanation,True,,PDF verified; evidence text and hash preserved
167,SBV2-ALL92-G167,MARL-017-S2,MARL-017,robotics,RealAIGym AI Olympics RL Benchmark,https://arxiv.org/abs/2503.15290,2503.1529,pdfs/MARL-017__2503.15290.pdf,1,pdf_page_1,deployment_boundary,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,5127ca15512d3e5769930a7f7def6ce1eff5b73652ea48094d3cbe885e947b23,41,accepted_clean_boundary_statement,True,,PDF verified; evidence text and hash preserved
168,SBV2-ALL92-G168,MARL-017-S3,MARL-017,robotics,RealAIGym AI Olympics RL Benchmark,https://arxiv.org/abs/2503.15290,2503.1529,pdfs/MARL-017__2503.15290.pdf,4,pdf_page_4,comparison,"The core algorithm used is Soft Actor-Critic (SAC) [18], a state-of-the-art RL method designed for continuous action spaces.",009c369e16e62a82d234718c20125e0fc22866acb9dae40951db78db11f71f5b,18,accepted_clean_method_detail,True,,PDF verified; evidence text and hash preserved
169,SBV2-ALL92-G169,MARL-018-S1,MARL-018,robotics,GRaD-Nav++ Drone Navigation with Gaussian Radiance Fields,https://arxiv.org/abs/2506.14009,2506.14009,pdfs/MARL-018__2506.14009.pdf,3,pdf_page_3,experiment_setup,Multi-task generalization: We train our VLA policy on a set of two-stage tasks within a single environment to promote generalization and zero-shot transfer to untrained tasks.,927c64ea4084f866b6d95d59de4f2b2bf9d56fa8bb1efbab8c06ca95ebb5cf6e,26,accepted_clean_experiment_setup,True,,PDF verified; evidence text and hash preserved
170,SBV2-ALL92-G170,MARL-018-S2,MARL-018,robotics,GRaD-Nav++ Drone Navigation with Gaussian Radiance Fields,https://arxiv.org/abs/2506.14009,2506.14009,pdfs/MARL-018__2506.14009.pdf,1,pdf_page_1,metric_result,"In multi-task generalization experiments, our method achieves a success rate of 83% on trained tasks and 75% on unseen tasks in simulation.",0d9f6fc79ba1f10c201fd9fdd9523d5db4140305d13a586b7cd399ee0f78abc6,22,accepted_clean_metric_result,True,,PDF verified; evidence text and hash preserved
172,SBV2-ALL92-G172,MARL-019-S1,MARL-019,robotics,LLM-Agents Driven Automated Simulation Testing of sUAS,https://arxiv.org/abs/2501.11864,2501.11864,pdfs/MARL-019__2501.11864.pdf,1,pdf_page_1,experiment_setup,"We evaluated our approach by (a) conducting simulation testing of PX4 and ArduPilot flight- controller-based SuTs, (b) analyzing the performance of each agent, and (c) gathering feedback from sUAS developers.",32a96380ba42c4f046d3c0fe13af61cdbc31d3ac3e2bc72505393d4b9449a8e4,30,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
175,SBV2-ALL92-G175,MARL-001-S1,MARL-001,marl,Multi-Agent Craftax,https://arxiv.org/abs/2511.04904,2511.04904,pdfs/MARL-001__2511.04904.pdf,6,pdf_page_6,experiment_setup,"In addition to MAPPO, we evaluate two other algorithms in the Craftax-Coop environment: Independent PPO (IPPO), where each agent independently learns using PPO without centralized value estimation, and Parallelized Q-Network (PQN) [Gallici et al., 2025], an efficient Q-learning algorithm using parallel environments for scalable training.",0b853e11a541b021d8ee3ca3ebe2cf82adce48afaf3c1edaf1d1b3eccbf6962e,45,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_6.
176,SBV2-ALL92-G176,MARL-001-S2,MARL-001,marl,Multi-Agent Craftax,https://arxiv.org/abs/2511.04904,2511.04904,pdfs/MARL-001__2511.04904.pdf,6,pdf_page_6,metric_result,"Results are also compared with the final reward of PPO-RNN on Craftax-1B [Matthews et al., 2024a].",89e7096b91f90c437251624d3f3d742be63a7f8f64d65421b12cd36f74d96c6b,16,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_6.
178,SBV2-ALL92-G178,MARL-002-S1,MARL-002,marl,Alem: Open-Ended Multi-Agent Coordination in Language Agents,https://arxiv.org/abs/2606.08340,2606.0834,pdfs/MARL-002__2606.08340.pdf,1,pdf_page_1,experiment_setup,"We evaluate 13 modern LLMs zero-shot within homogeneous teams, with trained MARL agents as reference points.",498d8db67b140fddccb8143d033fa06a5b66b951eeb57d45bed246258307f9a6,16,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
179,SBV2-ALL92-G179,MARL-002-S2,MARL-002,marl,Alem: Open-Ended Multi-Agent Coordination in Language Agents,https://arxiv.org/abs/2606.08340,2606.0834,pdfs/MARL-002__2606.08340.pdf,1,pdf_page_1,metric_result,"On the hardest coordination setting, zero-shot Gemini- 3.1-Pro-High approaches MARL agents trained for one billion steps, while GPT- 5.4-High achieves strong base-task reward but much lower coordination reward.",b72bfef6ab513f900d8bd4c977209d9d166a332acfe94456ab2d6c412808f5e4,28,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
180,SBV2-ALL92-G180,MARL-002-S3,MARL-002,marl,Alem: Open-Ended Multi-Agent Coordination in Language Agents,https://arxiv.org/abs/2606.08340,2606.0834,pdfs/MARL-002__2606.08340.pdf,26,pdf_page_26,limitation,"Performance does not saturate: coordination and total reward continue improv- ing late in training, and total reward remains well below the maximum achievable score.",62c4d34280e7d33fd22a8fb2b96d9ee25bd9548b02569b777dc9dafb746ebd5c,24,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_26.
184,SBV2-ALL92-G184,MARL-004-S1,MARL-004,marl,Sequential Industrial Control MARL Benchmark,https://arxiv.org/abs/2510.20408,2510.20408,pdfs/MARL-004__2510.20408.pdf,1,pdf_page_1,experiment_setup,"We evaluate two control strategies: a modular architecture with specialized agents and a monolithic agent governing the full system, while also analyzing the impact of action masking.",9f851b01e7dbb9c3b519962f516b9a8b684d84459fbd216965ac1058332011c4,27,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
185,SBV2-ALL92-G185,MARL-004-S2,MARL-004,marl,Sequential Industrial Control MARL Benchmark,https://arxiv.org/abs/2510.20408,2510.20408,pdfs/MARL-004__2510.20408.pdf,1,pdf_page_1,limitation,"Reinforcement learning (RL) offers a promising approach, but its industrial adoption remains limited due to challenges such as reward design, modularity, and action space management.",65a7a51906e93e8ca51e770edf0378e1f814a6d7482d0c5bd840ed431c38d3ec,25,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
186,SBV2-ALL92-G186,MARL-004-S3,MARL-004,marl,Sequential Industrial Control MARL Benchmark,https://arxiv.org/abs/2510.20408,2510.20408,pdfs/MARL-004__2510.20408.pdf,1,pdf_page_1,deployment_boundary,"Many academic benchmarks differ markedly from industrial control problems, limiting their transferability to real-world applications.",256124f1c5d68cf2531042ac6add8cd28db997a043722762025884a71a2dc2c4,15,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
187,SBV2-ALL92-G187,MARL-005-S1,MARL-005,marl,MEAL: Continual Multi-Agent Reinforcement Learning Benchmark,https://arxiv.org/abs/2506.14990,2506.1499,pdfs/MARL-005__2506.14990.pdf,1,pdf_page_1,experiment_setup,"Third, we evaluate CL methods com- bined with MARL algorithms, showing that experimental conclusions can change as task sequences lengthen, and that retaining cooperative behavior is a distinct challenge that worsens with more agents, harder tasks, and changing partners.",6dc02aeda5ad07c0bf9afeea7cc142838df02d219a9a6b3d7304d3fc7d2c7e78,39,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
190,SBV2-ALL92-G190,MARL-006-S1,MARL-006,marl,Tool-RoCo Multi-Robot Cooperation Benchmark,https://arxiv.org/abs/2511.21510,2511.2151,pdfs/MARL-006__2511.21510.pdf,6,pdf_page_6,experiment_setup,"All four cooperation paradigms are evaluated under this consistent experimental setting, en- abling a systematic comparison of LLM autonomy and col- laborative behavior.",7f862b633fa8c562724909d6bf3cc68828af36b4fd600573c20243d78c61712b,23,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_6.
192,SBV2-ALL92-G192,MARL-006-S3,MARL-006,marl,Tool-RoCo Multi-Robot Cooperation Benchmark,https://arxiv.org/abs/2511.21510,2511.2151,pdfs/MARL-006__2511.21510.pdf,1,pdf_page_1,limitation,"It remains unclear how LLMs can coordinate and self-organize with other agents in long-term tasks, limiting the evaluation of their autonomy.",87a848fd6e61698d1c03e9de61fdfe0e93729e5775474798160269b5dddff0c4,21,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_1.
193,SBV2-ALL92-G193,MARL-007-S1,MARL-007,marl,MPAC Multi-Principal Agent Coordination Protocol,https://arxiv.org/abs/2604.09744,2604.09744,pdfs/MARL-007__2604.09744.pdf,3,pdf_page_3,experiment_setup,"Resolution must either come from mutual agreement between principals, from a pre-agreed arbitration policy, or from escalation to an agreed arbiter—all of which need to be first-class protocol features, not implementation details.",3d6c850c1a3b634480104d49cfe2890e66674338e5afc661cfdf9f9bd47987b4,33,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_3.
194,SBV2-ALL92-G194,MARL-007-S2,MARL-007,marl,MPAC Multi-Principal Agent Coordination Protocol,https://arxiv.org/abs/2604.09744,2604.09744,pdfs/MARL-007__2604.09744.pdf,10,pdf_page_10,limitation,"This check is target-based—it does not rely on the intent’s intent_id field being present—so the freeze cannot be bypassed by omitting optional fields, a bypass we explicitly test against in the adversarial suite.",3da34dd099a0d54a920218e1bc4744d477ff7497cd8805b90b6ee6901cfa55dc,36,accepted_clean_pdf_verified,True,,PDF text verified; source_location upgraded from pdf_text to pdf_page_10.
196,SBV2-ALL92-G196,MARL-008-S1,MARL-008,marl,Historical Interaction-Enhanced Shapley Policy Gradient,https://arxiv.org/abs/2511.07778,2511.07778,pdfs/MARL-008__2511.07778.pdf,1,pdf_page_1,experiment_setup,"We evaluate the proposed algorithm in three widely used continuous-action benchmark environ- ments: Multi-Agent Particle Environment, Multi-Agent Mu- JoCo, and Bi-DexHands.",2719cd03144eac5beb2b9ae6a1487e9eeb2829d6790e51fc8e092955ad171286,21,accepted_clean,True,,complete experimental setup sentence; PDF trace verified on page 1
197,SBV2-ALL92-G197,MARL-008-S2,MARL-008,marl,Historical Interaction-Enhanced Shapley Policy Gradient,https://arxiv.org/abs/2511.07778,2511.07778,pdfs/MARL-008__2511.07778.pdf,1,pdf_page_1,metric_result,"Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling in strongly coupled, complex collaborative tasks.",c537633b2d3a24179b11bd56cfa617e75398ba4174a7ed8d9d4819936a88844c,16,accepted_clean,True,,complete result sentence; PDF trace verified on page 1
198,SBV2-ALL92-G198,MARL-008-S3,MARL-008,marl,Historical Interaction-Enhanced Shapley Policy Gradient,https://arxiv.org/abs/2511.07778,2511.07778,pdfs/MARL-008__2511.07778.pdf,1,pdf_page_1,limitation,"However, tra- ditional credit assignment schemes in MARL cannot re- liably capture individual contributions in strongly coupled tasks while maintaining training stability, which leads to lim- ited generalization capabilities and hinders algorithm perfor- mance.",5c985f5a9eef031661c98269ce7b0a4a0ee93e8c209c4ba4a0b084c0b97698c4,34,accepted_clean,True,,complete limitation sentence; PDF trace verified on page 1
200,SBV2-ALL92-G200,MARL-009-S2,MARL-009,marl,QLLM Credit Assignment for MARL,https://arxiv.org/abs/2504.12961,2504.12961,pdfs/MARL-009__2504.12961.pdf,1,pdf_page_1,metric_result,Extensive experiments on standard MARL benchmarks demon- strate that QLLM consistently outperforms baselines while requiring fewer learnable parameters.,c5e1219b425e8a72a9bef48bd9ebbbf0617d0a7366c0d63320120400558fdd55,18,accepted_clean,True,,complete result sentence; PDF trace verified on page 1
203,SBV2-ALL92-G203,MARL-010-S2,MARL-010,marl,Extended Benchmarking of MARL Algorithms in Complex Fully Cooperative Tasks,https://arxiv.org/abs/2502.04773,2502.04773,pdfs/MARL-010__2502.04773.pdf,22,pdf_page_22,metric_result,"If the recipe of the soup is in the bonus orders, it receives a weighted reward of the base score value from the recipe multiplied by the additional bonus score of 2.",8932dfbaaba64437629abf741dcc768da54f3efd7a660d9eb57dc7f52cb471ec,32,accepted_clean,True,,complete reward-rule sentence; PDF trace verified on page 22
205,SBV2-ALL92-G205,MARL-011-S1,MARL-011,marl,WFCRL: Multi-Agent Reinforcement Learning Benchmark for Wind Farm Control,https://arxiv.org/abs/2501.13592,2501.13592,pdfs/MARL-011__2501.13592.pdf,4,pdf_page_4,experiment_setup,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wind farm environment via MPI communication channels.",53381a2ae041900f71055edbbed954fbeebb75bafa66afaa18496da3d75aff95,33,accepted_clean_experiment_setup,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
208,SBV2-ALL92-G208,MARL-012-S1,MARL-012,marl,Coopetition-Gym v1,https://arxiv.org/abs/2605.02063,2605.02063,pdfs/MARL-012__2605.02063.pdf,71,pdf_page_71,experiment_setup,"It is the most direct reinforcement- learning analogue of the two-agent experimental setups that behavioral economists have used to study reciprocity since the 1980s, and it occupies the same diagnostic role for the TR-4 tier that TrustDilemma-v0 occupies for the TR-2 tier: an algorithm that cannot solve ReciprocalDilemma-v0 is unlikely to perform well on any TR-4 environment.",0bdc63fe98c260275c32769a96dc60a787a1d389efce2597904419ed67fa42f1,57,accepted_clean_diagnostic_setup,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
210,SBV2-ALL92-G210,MARL-012-S3,MARL-012,marl,Coopetition-Gym v1,https://arxiv.org/abs/2605.02063,2605.02063,pdfs/MARL-012__2605.02063.pdf,61,pdf_page_61,limitation,Several limitations are deliberate design choices rather than oversights; we mark these as constraints below to distinguish them from gaps that future work could close.,494eab81b0a25a6fb553c6ce38bcf5edbd0ee60960f359528329da837f9e1cb3,25,accepted_clean_limitation_statement,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
212,SBV2-ALL92-G212,MARL-013-S2,MARL-013,marl,Agent-Attention Multi-Agent Multi-Objective Reinforcement Learning,https://arxiv.org/abs/2511.08926,2511.08926,pdfs/MARL-013__2511.08926.pdf,1,pdf_page_1,metric_result,The results demonstrate that the accessibility to global preferences and our proposed AA-MAMORL significantly improves performance and consistently outperforms state-of-the-art methods.,f283d6b8c0a6ff8cc748667cf844d1eaf60709676e65875aab84cf4dc9b6363d,21,accepted_clean_metric_result,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
213,SBV2-ALL92-G213,MARL-013-S3,MARL-013,marl,Agent-Attention Multi-Agent Multi-Objective Reinforcement Learning,https://arxiv.org/abs/2511.08926,2511.08926,pdfs/MARL-013__2511.08926.pdf,2,pdf_page_2,limitation,"However, the optimisation in the most general setting: in- dividual utility functions, remains unsolved.",40e786446af92cf58982cea75ac8b5422da8c0beb204fbfcdaa91f0ddd959f26,14,accepted_clean_limitation_statement,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
214,SBV2-ALL92-G214,POL-001-S1,POL-001,policy_simulation,PolicySimEval,https://arxiv.org/abs/2502.07853,2502.07853,pdfs/POL-001__2502.07853.pdf,1,pdf_page_1,metric_result,"The best- performing system achieves only 24.5% accuracy on compre- hensive scenarios and 15.04% on targeted sub-tasks, highlight- ing the gap between existing tools and the requirements for effective policy evaluation.",55559eac9ba2b8cd843f01ef18550a9dfd49cff4bd04d1d27f5320d72bc998ea,31,accepted_clean_metric_result,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
215,SBV2-ALL92-G215,POL-001-S2,POL-001,policy_simulation,PolicySimEval,https://arxiv.org/abs/2502.07853,2502.07853,pdfs/POL-001__2502.07853.pdf,1,pdf_page_1,limitation,"Agent-based models (ABMs) have emerged as a promising approach, capturing individual behaviors, group dynamics, and emergent phenomena beyond traditional deter- ministic models. [1] However, their effectiveness in informing policy decisions remains uncertain, posing both academic and practical challenges. [2] ABMs for policy evaluation face significant real-world application issues, such as calibrating agent behaviors, inte- grating heterogeneous datasets, and interpreting results. [3] These tasks demand sophisticated technical capabilities and domain expertise.",a67e03dd0f837f491008ac1b8620caf623e185c13e64cbcade45fa82bfac1455,70,accepted_clean_limitation_statement,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
224,SBV2-ALL92-G224,POL-004-S2,POL-004,policy_simulation,SocioVerse,https://arxiv.org/abs/2504.10157,2504.10157,pdfs/POL-004__2504.10157.pdf,8,pdf_page_8,metric_result,"Typ- ically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",cc0765023496704b793e89d67151cb195f174e975b4f578b1c425c8a02601700,29,accepted_clean_metric_result,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
226,SBV2-ALL92-G226,POL-005-S1,POL-005,policy_simulation,Impact of Heatwaves on Population Health: LLM-Enhanced ABM,https://arxiv.org/abs/2605.15918,2605.15918,pdfs/POL-005__2605.15918.pdf,2,pdf_page_2,metric_result,Preliminary results show primarily psychosocial impacts distributed inequitably: highly vulnerable agents exhibit steeper declines in perceived safety and social connection than low-vulnerability peers.,f49185d8ef6e25bbd844f91d12eb796fa3407bbb2a063f8a2fbd604622b0e88c,23,accepted_clean_metric_result,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
230,SBV2-ALL92-G230,POL-006-S2,POL-006,policy_simulation,Too Human to Model: Uncanny Valley of LLMs in Social Simulation,https://arxiv.org/abs/2507.06310,2507.0631,pdfs/POL-006__2507.06310.pdf,8,pdf_page_8,limitation,"Even worse, these modifications probably require (directionless) trials and errors, making systematic experiments almost impossible: causal variables cannot be easily identified or isolated; simulation runs can hardly be generalized from one to another; limited quantifiable parameters can be leveraged to calibrate against target datasets or to conduct sensitivity analysis; both agent behaviours and system dynamics are emergent, while their relationship remains opaque.",788932551cdeedbdb351eac5e6c3845cfd8a7b3ae26dbcf746cc886b8418acd1,62,accepted_clean_limitation_statement,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
232,SBV2-ALL92-G232,POL-007-S1,POL-007,policy_simulation,SimCity: Multi-Agent Urban Development Simulation,https://arxiv.org/abs/2510.01297,2510.01297,pdfs/POL-007__2510.01297.pdf,9,pdf_page_9,experiment_setup,We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,d2a1a4f9866c8e758a966915febe4b157a52f69366fef8c2a86558eeb4439461,23,accepted_clean_experiment_setup,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
233,SBV2-ALL92-G233,POL-007-S2,POL-007,policy_simulation,SimCity: Multi-Agent Urban Development Simulation,https://arxiv.org/abs/2510.01297,2510.01297,pdfs/POL-007__2510.01297.pdf,2,pdf_page_2,metric_result,"Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5).",843b17c7a558735dd7a474df6c921f2513e69f15e45cc8f4b30296f30f5050df,36,accepted_clean_metric_result,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
234,SBV2-ALL92-G234,POL-007-S3,POL-007,policy_simulation,SimCity: Multi-Agent Urban Development Simulation,https://arxiv.org/abs/2510.01297,2510.01297,pdfs/POL-007__2510.01297.pdf,6,pdf_page_6,limitation,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison.",b64e01bee5a220d5302ee0587bc8f4e8131300e3004be391a56756e217e4df89,22,accepted_clean_limitation_statement,True,,pdf_verified; evidence_text_and_sha256_preserved; ai_preannotated_candidate_material_only
239,SBV2-ALL92-G239,POL-009-S2,POL-009,policy_simulation,Domain-driven Metrics for RL in Epidemic Control using ABM,https://arxiv.org/abs/2508.05154,2508.05154,pdfs/POL-009__2508.05154.pdf,1,pdf_page_1,metric_result,Our results show the use of domain-driven rewards in conjunction with traditional and state-of-the-art metrics for a few different simulation scenarios such as the differential availability of masks.,3be0c0e9c80248c6d6f05eb00ab9df7bc1650499f5c47455b08931001fb20a50,28,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
244,SBV2-ALL92-G244,POL-011-S1,POL-011,policy_simulation,Agent-based Modeling meets Capability Approach for Homelessness Policy,https://arxiv.org/abs/2503.18389,2503.18389,pdfs/POL-011__2503.18389.pdf,3,pdf_page_3,limitation,"It empha- sizes that our action space is constrained by resources and conversion factors, i.e. there are things we cannot do because we lack the means or the personal, social and environmental circumstances to do them.",b204a67637488068465e96ff83b1483fb737ac4964d7dc6810c51116df23c965,36,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
248,SBV2-ALL92-G248,POL-012-S2,POL-012,policy_simulation,TaxAgent: How Large Language Model Designs Fiscal Policy,https://arxiv.org/abs/2506.02838,2506.02838,pdfs/POL-012__2506.02838.pdf,1,pdf_page_1,metric_result,"Benchmarked against Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency trade- offs.",981a2bf1d3e29412aa57f4bf52f90e7b66b715c68cb9463a5ea41a8836ebcbab,18,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
251,SBV2-ALL92-G251,POL-013-S2,POL-013,policy_simulation,LLM Economist,https://arxiv.org/abs/2507.15815,2507.15815,pdfs/POL-013__2507.15815.pdf,8,pdf_page_8,metric_result,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution.",19266ecdc6608be2b519e162f01c982a042648b6a95d0cb537016d40aa14610d,39,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
252,SBV2-ALL92-G252,POL-013-S3,POL-013,policy_simulation,LLM Economist,https://arxiv.org/abs/2507.15815,2507.15815,pdfs/POL-013__2507.15815.pdf,12,pdf_page_12,limitation,"Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",954c35cb8aaa68aa124bd32f590ffbd5d7a92a0dfd9e564334ebd37e77ea2951,28,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
253,SBV2-ALL92-G253,POL-014-S1,POL-014,policy_simulation,LLMs for Large-Scale Urban Complex Mobility Simulation,https://arxiv.org/abs/2505.21880,2505.2188,pdfs/POL-014__2505.21880.pdf,4,pdf_page_4,metric_result,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",c0a123676c27cdb012cadc09cfc73ec190893e809d9dacc35fec7ed5436e8c5f,38,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
254,SBV2-ALL92-G254,POL-014-S2,POL-014,policy_simulation,LLMs for Large-Scale Urban Complex Mobility Simulation,https://arxiv.org/abs/2505.21880,2505.2188,pdfs/POL-014__2505.21880.pdf,1,pdf_page_1,limitation,Future work focuses on establishing robust validation frameworks to ensure accuracy and reliability in urban planning applications.,edf92dc7f282ad502e05dbd104d66c61750ec65fb4753e875a9e132415cf1258,17,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
255,SBV2-ALL92-G255,POL-014-S3,POL-014,policy_simulation,LLMs for Large-Scale Urban Complex Mobility Simulation,https://arxiv.org/abs/2505.21880,2505.2188,pdfs/POL-014__2505.21880.pdf,1,pdf_page_1,deployment_boundary,"Using real-world data, the simulation models individual behaviors and large-scale mobility patterns in Taipei City.",46b186166e58fc91678a34170478a902e4917ec372a7064322b9996168acbb3d,15,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
