candidate_id,target_candidate_group_id,selector,selected_evidence,selected_source_unit_id,selected_chunk_id,selected_rank,selected_page_number,selector_score,n_words,source_type,selection_reason,selected_evidence_sha256
SBV2-ALL92-G141-C01,SBV2-ALL92-G141,best_sentence_top1_overlap,"Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT",,DT-014_p1_c0,1,1,0.041176,64,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,79718526ce9a6c3a1c2feae9470eb236780ce26905a55ff5d8d2d15248dccefe
SBV2-ALL92-G141-C02,SBV2-ALL92-G141,best_sentence_top1_overlap,"Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT",,DT-014_p1_c0,1,1,0.06087,64,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,79718526ce9a6c3a1c2feae9470eb236780ce26905a55ff5d8d2d15248dccefe
SBV2-ALL92-G141-C03,SBV2-ALL92-G141,best_sentence_top1_overlap,"Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT",,DT-014_p1_c0,1,1,0.08,64,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,79718526ce9a6c3a1c2feae9470eb236780ce26905a55ff5d8d2d15248dccefe
SBV2-ALL92-G141-C04,SBV2-ALL92-G141,best_sentence_top1_overlap,"Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT",,DT-014_p1_c0,1,1,0.08,64,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,79718526ce9a6c3a1c2feae9470eb236780ce26905a55ff5d8d2d15248dccefe
SBV2-ALL92-G144-C01,SBV2-ALL92-G144,best_sentence_top1_overlap,"offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen",,DT-015_p1_c2,1,1,0.074074,15,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,ac18dc1d088b073d273112a41ed61ca0e25f6a01c6e51e8ad4b7d9999f2d4e90
SBV2-ALL92-G144-C02,SBV2-ALL92-G144,best_sentence_top1_overlap,"offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen",,DT-015_p1_c2,1,1,0.068966,15,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,ac18dc1d088b073d273112a41ed61ca0e25f6a01c6e51e8ad4b7d9999f2d4e90
SBV2-ALL92-G144-C03,SBV2-ALL92-G144,best_sentence_top1_overlap,"offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen",,DT-015_p1_c2,1,1,0.057143,15,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,ac18dc1d088b073d273112a41ed61ca0e25f6a01c6e51e8ad4b7d9999f2d4e90
SBV2-ALL92-G144-C04,SBV2-ALL92-G144,best_sentence_top1_overlap,"offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen",,DT-015_p1_c2,1,1,0.074074,15,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,ac18dc1d088b073d273112a41ed61ca0e25f6a01c6e51e8ad4b7d9999f2d4e90
SBV2-ALL92-G145-C01,SBV2-ALL92-G145,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.6875,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G145-C02,SBV2-ALL92-G145,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.625,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G145-C03,SBV2-ALL92-G145,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.5625,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G145-C04,SBV2-ALL92-G145,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.375,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G146-C01,SBV2-ALL92-G146,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.114286,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G146-C02,SBV2-ALL92-G146,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.111111,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G146-C03,SBV2-ALL92-G146,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.111111,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G146-C04,SBV2-ALL92-G146,best_sentence_top1_overlap,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",,DT-016_p2_c0,1,2,0.114286,30,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86
SBV2-ALL92-G158-C01,SBV2-ALL92-G158,best_sentence_top1_overlap,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",,MARL-014_p8_c2,1,8,0.45,41,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882
SBV2-ALL92-G158-C02,SBV2-ALL92-G158,best_sentence_top1_overlap,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",,MARL-014_p8_c2,1,8,0.35,41,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882
SBV2-ALL92-G158-C03,SBV2-ALL92-G158,best_sentence_top1_overlap,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",,MARL-014_p8_c2,1,8,0.380952,41,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882
SBV2-ALL92-G158-C04,SBV2-ALL92-G158,best_sentence_top1_overlap,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",,MARL-014_p8_c2,1,8,0.4,41,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882
SBV2-ALL92-G161-C01,SBV2-ALL92-G161,best_sentence_top1_overlap,"across robots, while benchmarking to classical state-of-the-art naviga- tion approaches.",,MARL-015_p3_c2,1,3,0.083333,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,4a74510cc3573a8d668624b1786ad144b6fb65b0dfaedb6a61a1aa9142d9b8ed
SBV2-ALL92-G161-C02,SBV2-ALL92-G161,best_sentence_top1_overlap,"across robots, while benchmarking to classical state-of-the-art naviga- tion approaches.",,MARL-015_p3_c2,1,3,0.083333,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,4a74510cc3573a8d668624b1786ad144b6fb65b0dfaedb6a61a1aa9142d9b8ed
SBV2-ALL92-G161-C03,SBV2-ALL92-G161,best_sentence_top1_overlap,"across robots, while benchmarking to classical state-of-the-art naviga- tion approaches.",,MARL-015_p3_c2,1,3,0.08,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,4a74510cc3573a8d668624b1786ad144b6fb65b0dfaedb6a61a1aa9142d9b8ed
SBV2-ALL92-G161-C04,SBV2-ALL92-G161,best_sentence_top1_overlap,"across robots, while benchmarking to classical state-of-the-art naviga- tion approaches.",,MARL-015_p3_c2,1,3,0.086957,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,4a74510cc3573a8d668624b1786ad144b6fb65b0dfaedb6a61a1aa9142d9b8ed
SBV2-ALL92-G163-C01,SBV2-ALL92-G163,best_sentence_top1_overlap,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,,MARL-016_p1_c1,1,1,0.62069,23,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995
SBV2-ALL92-G163-C02,SBV2-ALL92-G163,best_sentence_top1_overlap,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,,MARL-016_p1_c1,1,1,0.413793,23,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995
SBV2-ALL92-G163-C03,SBV2-ALL92-G163,best_sentence_top1_overlap,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,,MARL-016_p1_c1,1,1,0.333333,23,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995
SBV2-ALL92-G163-C04,SBV2-ALL92-G163,best_sentence_top1_overlap,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,,MARL-016_p1_c1,1,1,0.466667,23,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995
SBV2-ALL92-G164-C01,SBV2-ALL92-G164,best_sentence_top1_overlap,[10] show that optimal behavior in cRL requires context information.,,MARL-016_p5_c0,1,5,0.086957,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,3cf6427dc969e34f7273e8e54904174c1e585dea3ec81fe83c4dbe4d8040a109
SBV2-ALL92-G164-C02,SBV2-ALL92-G164,best_sentence_top1_overlap,[10] show that optimal behavior in cRL requires context information.,,MARL-016_p5_c0,1,5,0.083333,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,3cf6427dc969e34f7273e8e54904174c1e585dea3ec81fe83c4dbe4d8040a109
SBV2-ALL92-G164-C03,SBV2-ALL92-G164,best_sentence_top1_overlap,[10] show that optimal behavior in cRL requires context information.,,MARL-016_p5_c0,1,5,0.105263,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,3cf6427dc969e34f7273e8e54904174c1e585dea3ec81fe83c4dbe4d8040a109
SBV2-ALL92-G164-C04,SBV2-ALL92-G164,best_sentence_top1_overlap,[10] show that optimal behavior in cRL requires context information.,,MARL-016_p5_c0,1,5,0.086957,10,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,3cf6427dc969e34f7273e8e54904174c1e585dea3ec81fe83c4dbe4d8040a109
SBV2-ALL92-G166-C01,SBV2-ALL92-G166,best_sentence_top1_overlap,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up poli",,MARL-017_p5_c1,1,5,0.375,31,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,8fb59e5afd143f121cf08c28f5e77bf2405fb22adb2af6e0f2c491bfe5e7cd25
SBV2-ALL92-G166-C02,SBV2-ALL92-G166,best_sentence_top1_overlap,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up poli",,MARL-017_p5_c1,1,5,0.375,31,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,8fb59e5afd143f121cf08c28f5e77bf2405fb22adb2af6e0f2c491bfe5e7cd25
SBV2-ALL92-G166-C03,SBV2-ALL92-G166,best_sentence_top1_overlap,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up poli",,MARL-017_p5_c1,1,5,0.4375,31,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,8fb59e5afd143f121cf08c28f5e77bf2405fb22adb2af6e0f2c491bfe5e7cd25
SBV2-ALL92-G166-C04,SBV2-ALL92-G166,best_sentence_top1_overlap,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up poli",,MARL-017_p5_c1,1,5,0.363636,31,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,8fb59e5afd143f121cf08c28f5e77bf2405fb22adb2af6e0f2c491bfe5e7cd25
SBV2-ALL92-G167-C01,SBV2-ALL92-G167,best_sentence_top1_overlap,"This paper describes the four different RL methods submitted by the participating teams, presents their performance in the swing- up task on",,MARL-017_p1_c1,1,1,0.137931,22,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,26de0c967f496aea029798467be27a9ee99309ca37625d225116e3cb6385b5c6
SBV2-ALL92-G167-C02,SBV2-ALL92-G167,best_sentence_top1_overlap,"This paper describes the four different RL methods submitted by the participating teams, presents their performance in the swing- up task on",,MARL-017_p1_c1,1,1,0.129032,22,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,26de0c967f496aea029798467be27a9ee99309ca37625d225116e3cb6385b5c6
SBV2-ALL92-G167-C03,SBV2-ALL92-G167,best_sentence_top1_overlap,"This paper describes the four different RL methods submitted by the participating teams, presents their performance in the swing- up task on",,MARL-017_p1_c1,1,1,0.129032,22,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,26de0c967f496aea029798467be27a9ee99309ca37625d225116e3cb6385b5c6
SBV2-ALL92-G167-C04,SBV2-ALL92-G167,best_sentence_top1_overlap,"Overall, the comparison suggests that while IPPO is a reasonable default, the best CL method and MARL algorithm should be chosen together rather than in isolation.",,MARL-005_p25_c3,1,25,0.266667,26,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,6b1a2831033334cdedff9320cbbb45b93b7ac09b5e3a91beb0aa59b3028363ee
SBV2-ALL92-G168-C01,SBV2-ALL92-G168,best_sentence_top1_overlap,"Model-free RL, Actor-Critic Method: EvolSAC This section presents the EvolSAC algorithm for the AI Olympics competition.",,MARL-017_p4_c0,1,4,0.32,16,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,6a31017745d01364d3bfca921082472038cef765f39cbacf2d7e31041b894ea1
SBV2-ALL92-G168-C02,SBV2-ALL92-G168,best_sentence_top1_overlap,"Model-free RL, Actor-Critic Method: EvolSAC This section presents the EvolSAC algorithm for the AI Olympics competition.",,MARL-017_p4_c0,1,4,0.307692,16,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,6a31017745d01364d3bfca921082472038cef765f39cbacf2d7e31041b894ea1
SBV2-ALL92-G168-C03,SBV2-ALL92-G168,best_sentence_top1_overlap,"The architecture follows: obs dim →128 →256 →action dim with ReLU activations, LayerNorm, and Tanh output activation for continuous actions.",,MARL-013_p13_c4,1,13,0.214286,20,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,caa8bdb050d165a73d06658531cb81c2ec12204a97173fc6eb676726d25b07c4
SBV2-ALL92-G168-C04,SBV2-ALL92-G168,best_sentence_top1_overlap,Our implementation revolves around the Actor-Critic algorithm designed for continuous spaces.,,MARL-015_p7_c2,1,7,0.454545,11,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,9e6592f97340f6de5b9d2ae221335f6366ec96610879e947d923cda03c033050
SBV2-ALL92-G170-C01,SBV2-ALL92-G170,best_sentence_top1_overlap,"ACCEPTED NOVEMBER, 2025 1 GRaD-Nav++: Vision-Language Model Enabled Visual Drone Navigation with Gaussian Radiance Fields and Differentiable Dynamics Qianzhong Chen∗1, Naixiang Gao∗1, Suning Huang2, JunEn Low1, Timothy Chen2, Jiankai Sun2, and Mac Schwager2 Abstract—Autonomous drones capable of interpreting and ex- ecuting high-level language instructions in unstructured environ- ments remain a long-standing goal.",,MARL-018_p1_c0,1,1,0.034483,52,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,acfc8ba4f062db3d218b8bf680ed31a961b0cb0e6c6fa6d39fa7babf6c6c8008
SBV2-ALL92-G170-C02,SBV2-ALL92-G170,best_sentence_top1_overlap,"ACCEPTED NOVEMBER, 2025 1 GRaD-Nav++: Vision-Language Model Enabled Visual Drone Navigation with Gaussian Radiance Fields and Differentiable Dynamics Qianzhong Chen∗1, Naixiang Gao∗1, Suning Huang2, JunEn Low1, Timothy Chen2, Jiankai Sun2, and Mac Schwager2 Abstract—Autonomous drones capable of interpreting and ex- ecuting high-level language instructions in unstructured environ- ments remain a long-standing goal.",,MARL-018_p1_c0,1,1,0.033898,52,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,acfc8ba4f062db3d218b8bf680ed31a961b0cb0e6c6fa6d39fa7babf6c6c8008
SBV2-ALL92-G170-C03,SBV2-ALL92-G170,best_sentence_top1_overlap,"ACCEPTED NOVEMBER, 2025 1 GRaD-Nav++: Vision-Language Model Enabled Visual Drone Navigation with Gaussian Radiance Fields and Differentiable Dynamics Qianzhong Chen∗1, Naixiang Gao∗1, Suning Huang2, JunEn Low1, Timothy Chen2, Jiankai Sun2, and Mac Schwager2 Abstract—Autonomous drones capable of interpreting and ex- ecuting high-level language instructions in unstructured environ- ments remain a long-standing goal.",,MARL-018_p1_c0,1,1,0.033898,52,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,acfc8ba4f062db3d218b8bf680ed31a961b0cb0e6c6fa6d39fa7babf6c6c8008
SBV2-ALL92-G170-C04,SBV2-ALL92-G170,best_sentence_top1_overlap,"ACCEPTED NOVEMBER, 2025 1 GRaD-Nav++: Vision-Language Model Enabled Visual Drone Navigation with Gaussian Radiance Fields and Differentiable Dynamics Qianzhong Chen∗1, Naixiang Gao∗1, Suning Huang2, JunEn Low1, Timothy Chen2, Jiankai Sun2, and Mac Schwager2 Abstract—Autonomous drones capable of interpreting and ex- ecuting high-level language instructions in unstructured environ- ments remain a long-standing goal.",,MARL-018_p1_c0,1,1,0.034483,52,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,acfc8ba4f062db3d218b8bf680ed31a961b0cb0e6c6fa6d39fa7babf6c6c8008
SBV2-ALL92-G172-C01,SBV2-ALL92-G172,best_sentence_top1_overlap,"To alleviate this problem, in this paper, we propose AUTOSIMTEST, a Large Language Model (LLM)-driven framework, where multiple LLM agents collaborate to support the sUAS simulation testing process.",,MARL-019_p1_c1,1,1,0.166667,28,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,a01be043a182a0badb28c717e7b7eaa144a0216caa8a353d31ca12bc46f18b07
SBV2-ALL92-G172-C02,SBV2-ALL92-G172,best_sentence_top1_overlap,"To alleviate this problem, in this paper, we propose AUTOSIMTEST, a Large Language Model (LLM)-driven framework, where multiple LLM agents collaborate to support the sUAS simulation testing process.",,MARL-019_p1_c1,1,1,0.210526,28,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,a01be043a182a0badb28c717e7b7eaa144a0216caa8a353d31ca12bc46f18b07
SBV2-ALL92-G172-C03,SBV2-ALL92-G172,best_sentence_top1_overlap,We use this deployment in our perception study to gather feedback from sUAS developers.,,MARL-019_p7_c0,1,7,0.307692,14,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,ae9d3485cdadc3f619d3615a09bf5f5d9568a588e3747751164ec3c5cc1ada41
SBV2-ALL92-G172-C04,SBV2-ALL92-G172,best_sentence_top1_overlap,"To alleviate this problem, in this paper, we propose AUTOSIMTEST, a Large Language Model (LLM)-driven framework, where multiple LLM agents collaborate to support the sUAS simulation testing process.",,MARL-019_p1_c1,1,1,0.108108,28,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,a01be043a182a0badb28c717e7b7eaa144a0216caa8a353d31ca12bc46f18b07
SBV2-ALL92-G175-C01,SBV2-ALL92-G175,best_sentence_top1_overlap,"addition to MAPPO, we evaluate two other algorithms in the Craftax-Coop environment: Independent PPO (IPPO), where each agent independently learns using PPO without centralized value estimation, and Parallelized Q-Network (PQN) [Gallici et al., 2025], an efficient Q-learning algorithm using parallel environments for scalable training.",,MARL-001_p6_c1,1,6,0.285714,44,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,88ab7adcbd7fb4960dc7196cec76648be59471398d45cfb480658452e5945fe8
SBV2-ALL92-G175-C02,SBV2-ALL92-G175,best_sentence_top1_overlap,"addition to MAPPO, we evaluate two other algorithms in the Craftax-Coop environment: Independent PPO (IPPO), where each agent independently learns using PPO without centralized value estimation, and Parallelized Q-Network (PQN) [Gallici et al., 2025], an efficient Q-learning algorithm using parallel environments for scalable training.",,MARL-001_p6_c1,1,6,0.285714,44,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,88ab7adcbd7fb4960dc7196cec76648be59471398d45cfb480658452e5945fe8
SBV2-ALL92-G175-C03,SBV2-ALL92-G175,best_sentence_top1_overlap,"addition to MAPPO, we evaluate two other algorithms in the Craftax-Coop environment: Independent PPO (IPPO), where each agent independently learns using PPO without centralized value estimation, and Parallelized Q-Network (PQN) [Gallici et al., 2025], an efficient Q-learning algorithm using parallel environments for scalable training.",,MARL-001_p6_c1,1,6,0.285714,44,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,88ab7adcbd7fb4960dc7196cec76648be59471398d45cfb480658452e5945fe8
SBV2-ALL92-G175-C04,SBV2-ALL92-G175,best_sentence_top1_overlap,"40 Trade Count PQN MAPPO IPPO (a) Trade Count 0 200 400 600 800 1000 Timestep (M) 0 20 40 60 80 Success Rate (%) PQN MAPPO IPPO (b) Stone Sword Collection Rate Figure 6: Performance comparison of MAPPO, IPPO PQN in Craftax-Coop with 3 agents in (a) average trades per episode and (b) average stone sword crafting rate.",,MARL-001_p7_c1,1,7,0.212766,59,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,8b65466dc3f5d7d10056334852e01cefc68d832de69317418b6daeafbe92f5b4
SBV2-ALL92-G178-C01,SBV2-ALL92-G178,best_sentence_top1_overlap,"3.5 MARL Baselines We train IPPO [12], MAPPO [66], PQN-VDN [16], and HyperMARL-IPPO [55] to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.",,MARL-002_p5_c1,1,5,0.195122,33,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c18e454c6b1c6bd5621c76ef6f56cee0bfaa116ca97b649d888947225362b5ba
SBV2-ALL92-G178-C02,SBV2-ALL92-G178,best_sentence_top1_overlap,"3.5 MARL Baselines We train IPPO [12], MAPPO [66], PQN-VDN [16], and HyperMARL-IPPO [55] to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.",,MARL-002_p5_c1,1,5,0.195122,33,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c18e454c6b1c6bd5621c76ef6f56cee0bfaa116ca97b649d888947225362b5ba
SBV2-ALL92-G178-C03,SBV2-ALL92-G178,best_sentence_top1_overlap,"3.5 MARL Baselines We train IPPO [12], MAPPO [66], PQN-VDN [16], and HyperMARL-IPPO [55] to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.",,MARL-002_p5_c1,1,5,0.142857,33,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c18e454c6b1c6bd5621c76ef6f56cee0bfaa116ca97b649d888947225362b5ba
SBV2-ALL92-G178-C04,SBV2-ALL92-G178,best_sentence_top1_overlap,"3.5 MARL Baselines We train IPPO [12], MAPPO [66], PQN-VDN [16], and HyperMARL-IPPO [55] to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.",,MARL-002_p5_c1,1,5,0.195122,33,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk,c18e454c6b1c6bd5621c76ef6f56cee0bfaa116ca97b649d888947225362b5ba
