group_id,domain,evidence_text,supported_claim,mild_claim,strong_claim,contradiction_claim,template_similarity_score,gradient_naturalness_score,strong_forced_flag,contradiction_mechanical_flag,group_realism_risk_level,recommended_for_gold_realism_check
SBV2-ALL92-G215,policy_simulation,"Agent-based models (ABMs) have emerged as a promising approach, capturing individual behaviors, group dynamics, and emergent phenomena beyond traditional deter- ministic models. [1] However, their effectiveness in informing policy decisions remains uncertain, posing both academic and practical challenges. [2] ABMs for policy evaluation face significant real-world application issues, such as calibrating agent behaviors, inte- grating heterogeneous datasets, and interpreting results. [3] These tasks demand sophisticated technical capabilities and domain expertise.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, heterogeneous data integration, and result interpretation require expertise.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise.","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise.",0.7293,4,False,True,medium,False
SBV2-ALL92-G224,policy_simulation,"Typ- ically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.,The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.,The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.,The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.,0.8603,1,False,True,medium,False
SBV2-ALL92-G226,policy_simulation,Preliminary results show primarily psychosocial impacts distributed inequitably: highly vulnerable agents exhibit steeper declines in perceived safety and social connection than low-vulnerability peers.,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.,"The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers.","The heatwave model reports steeper declines in perceived safety, social connection, health, and mobility for highly vulnerable agents than low-vulnerability peers.",The heatwave model reports steeper declines in perceived safety and social connection for low-vulnerability peers than highly vulnerable agents.,0.9122,3,False,True,medium,False
SBV2-ALL92-G232,policy_simulation,We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,"SimCity implements the shock by changing production skill requirements midway through the run, marked as 0 to Event in Figure 7.","SimCity implements the shock by changing production skill requirements near the start of the run, marked as 0 to Event in Figure 7.","SimCity implements the shock by changing production skill requirements and labor preferences midway through the run, marked as 0 to Event in Figure 7.","SimCity implements the shock by keeping production skill requirements unchanged midway through the run, marked as 0 to Event in Figure 7.",0.7381,4,False,True,medium,False
SBV2-ALL92-G233,policy_simulation,"Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5).","SimCity reports classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, and Engel’s curve.","SimCity reports classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, Engel’s curve, and wage rigidity.","SimCity reports classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, Engel’s curve, and financial contagion.","SimCity reports no classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, or Engel’s curve.",0.8796,3,False,True,medium,False
SBV2-ALL92-G234,policy_simulation,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison.",The SimCity paper identifies a key limitation in existing frameworks as the lack of a common basis for comparison.,The SimCity paper identifies a key limitation in existing frameworks as the lack of a shared basis for comparison and replication.,"The SimCity paper identifies a key limitation in existing frameworks as the lack of a shared basis for comparison, replication, and benchmarking.","The SimCity paper identifies existing frameworks as already having a clear shared basis for comparison, replication, and benchmarking in this field.",0.6522,4,False,False,medium,False
SBV2-ALL92-G248,policy_simulation,"Benchmarked against Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency trade- offs.","The paper reports that TaxAgent achieved stronger equity-efficiency trade-offs than Saez taxation, federal income taxes, and free markets.","The paper reports that TaxAgent achieved stronger equity-efficiency trade-offs than Saez taxation, federal income taxes, free markets, and flat taxes.","The paper reports that TaxAgent achieved stronger equity-efficiency trade-offs than major taxation baselines, market baselines, and redistribution methods.","The paper reports that TaxAgent achieved weaker equity-efficiency trade-offs than Saez taxation, federal income taxes, and free markets.",0.6493,4,False,True,medium,False
SBV2-ALL92-G251,policy_simulation,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution.",The paper reports that the Saez-regression schedule outperformed the LLM Economist while the LLM schedule set lower tax rates.,The paper reports that the Saez-regression schedule outperformed the LLM Economist while the LLM schedule set lower tax rates and higher labor.,The paper reports that the Saez-regression schedule outperformed the LLM Economist while the LLM schedule delivered lower rates and superior welfare.,The paper reports that the Saez-regression schedule underperformed the LLM Economist while the LLM schedule set lower tax rates.,0.709,4,False,True,medium,False
SBV2-ALL92-G252,policy_simulation,"Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.","The paper states that the evaluation covered 100 agents and U.S. tax brackets, leaving larger populations and richer actions for later work.","The paper states that the evaluation covered 100 agents, U.S. tax brackets, several population sizes, and richer actions for later work.","The paper states that the evaluation covered 100 agents, U.S. tax brackets, million-agent populations, multi-country cases, and richer actions.",The paper states that the evaluation covered million-agent populations and multi-country cases rather than 100 agents and U.S. tax brackets.,0.5642,5,False,False,low,False
SBV2-ALL92-G253,policy_simulation,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",The paper says final location choice relies on a modified Huff model that combines distance with attractiveness from popularity and credibility.,"The paper says final location choice relies on a modified Huff model that combines distance, attractiveness, popularity, credibility, and travel purpose.","The paper says final location choice relies on a modified Huff model that combines distance, attractiveness, popularity, credibility, and daily schedules.",The paper says final location choice ignores distance and attractiveness rather than combining them through a modified Huff model.,0.6677,5,False,False,medium,False
SBV2-ALL92-G254,policy_simulation,Future work focuses on establishing robust validation frameworks to ensure accuracy and reliability in urban planning applications.,The paper says future work focuses on validation frameworks for accuracy and reliability in urban planning applications and studies.,"The paper says future work focuses on validation frameworks for accuracy, reliability, transferability, and urban planning application studies.","The paper says future work focuses on validation frameworks that deliver accuracy, reliability, transferability, and urban planning decision support.",The paper says future work focuses on interface design rather than validation frameworks for accuracy and reliability in urban planning applications.,0.6646,5,False,True,medium,False
SBV2-ALL92-G255,policy_simulation,"Using real-world data, the simulation models individual behaviors and large-scale mobility patterns in Taipei City.",The paper says the simulation models individual behaviors and large-scale mobility patterns for Taipei City with empirical city data.,"The paper says the simulation models individual behaviors, large-scale mobility patterns, and household relocation for Taipei City with empirical city data.","The paper says the simulation models individual behaviors, citywide mobility patterns, household relocation, and freight activity for Taipei City.",The paper says the simulation models aggregate traffic counts rather than individual behaviors and large-scale mobility patterns for Taipei City.,0.621,5,False,False,low,False
SBV2-ALL92-G256,policy_simulation,"While absolute throughput depends on hardware and implementation details, this benchmark highlights the potential for large speedups relative to online LLM inference in typical settings.","The paper says the benchmark indicates large speedup potential relative to online LLM inference, with throughput depending on hardware details.","The paper says the benchmark indicates large speedup potential relative to online LLM inference, with throughput depending on hardware and routing details.",The paper says the benchmark indicates large speedup potential relative to online LLM inference and confirms stable throughput for production studies.,"The paper says the benchmark indicates little speedup potential relative to online LLM inference, with throughput depending on hardware details.",0.7363,4,True,True,medium,False
SBV2-ALL92-G257,policy_simulation,"GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed.","The paper says MobileCity gains efficiency at scale partly by disabling LLM modules, trading behavioral fidelity for simulation speed.","The paper says MobileCity gains efficiency at scale partly by disabling LLM modules and planner modules, trading behavioral fidelity for speed.","The paper says MobileCity gains efficiency at scale by removing LLM reasoning and behavior modules, trading broad behavioral fidelity for speed.",The paper says MobileCity gains efficiency at scale while retaining LLM modules and behavioral fidelity during simulation runs.,0.6293,5,False,False,low,False
SBV2-ALL92-G259,policy_simulation,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",The paper reports a 20.7% improvement in macro averaged prediction error over gradient boosting baselines for six behavioral categories.,The paper reports a 20.7% improvement in macro averaged prediction error over gradient boosting baselines for eight behavioral categories.,The paper reports a 20.7% improvement in macro averaged prediction error over neural and gradient boosting baselines for six behavioral categories.,The paper reports a 20.7% increase in macro averaged prediction error over gradient boosting baselines for six behavioral categories.,0.8294,4,False,True,medium,False
SBV2-ALL92-G261,policy_simulation,"A calibration layer maps aggregated agent responses to observable population level metrics, enabling validation against real world data and deployment for counterfactual policy analysis.",The paper says a calibration layer maps aggregated agent responses to observable population metrics for validation and counterfactual intervention analysis.,The paper says a calibration layer maps aggregated agent responses and subgroup narratives to observable population metrics for counterfactual intervention analysis.,The paper says a calibration layer maps individual conversations and aggregated responses to observable population metrics for counterfactual intervention analysis.,The paper says a calibration layer maps observable population metrics into agent responses rather than mapping responses to metrics.,0.6443,5,False,False,low,False
SBV2-ALL92-G264,policy_simulation,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback.",Existing mobility simulation platforms struggle to integrate advanced mobility models and provide limited dynamic behavior adaptation from environmental feedback.,Existing mobility simulation platforms struggle to integrate advanced mobility models and provide limited dynamic behavior adaptation from weather feedback.,Existing mobility simulation platforms struggle to integrate advanced mobility models and provide limited dynamic behavior adaptation for urban management.,Existing mobility simulation platforms smoothly integrate advanced mobility models and provide strong dynamic behavior adaptation from environmental feedback.,0.7358,4,False,True,medium,False
SBV2-ALL92-G266,policy_simulation,"Each answer was mapped from a six-point Likert- scale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",The framework maps six-point Likert answers to ordinal scores and pools both surveys before averaging agent belief-state values.,The framework maps six-point Likert answers to ordinal scores and pools both surveys before averaging agent infection-risk values.,The framework maps six-point Likert answers to ordinal scores and pools clinical records before averaging agent belief-state values.,The framework keeps six-point Likert answers as categorical letters and separates both surveys before averaging agent belief-state values.,0.6155,5,False,False,low,False
SBV2-ALL92-G271,policy_simulation,"It is found that the incon- sistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.","The simulation reports travel-time inconsistency stabilizing near 0.15 after day 15, indicating stationary day-to-day evolution with acceptable consistency.","The simulation reports travel-time inconsistency stabilizing near 0.15 after day 10, indicating stationary day-to-day evolution with acceptable consistency.","The simulation reports travel-time inconsistency stabilizing near 0.05 after day 5, indicating stationary day-to-day evolution with acceptable consistency.","The simulation reports travel-time inconsistency rising past 0.15 after day 15, indicating unstable day-to-day evolution with poor consistency.",0.7647,2,False,False,medium,False
SBV2-ALL92-G272,policy_simulation,"Once an account has reached this state (referred to as ‘full wallet’ hereafter), the balance does not change in the absence of selling or traveling, as every time a new credit is acquired, the oldest credit expires.",A full-wallet account keeps its balance unchanged during no-sale and no-travel periods because each new credit makes the oldest credit expire.,A full-wallet account keeps its balance unchanged during no-sale and no-travel periods because each new credit makes two older credits expire.,A full-wallet account keeps its balance unchanged during sale and travel periods because each new credit makes the oldest credit expire.,A full-wallet account increases its balance during no-sale and no-travel periods because each new credit remains beside the oldest credit.,0.6133,5,False,False,low,False
