candidate_id,group_id,silver_label,domain,claim_text,evidence_text,realism_risk_flag,risk_types,realism_risk_score_0_to_5,realism_score_suggested_1_to_5,reason,recommended_action
SBV2-ALL92-G108-C01,SBV2-ALL92-G108,supported,digital_twin,The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions in its design.,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",low,too_template_like,1,2,template_sim=0.87,keep
SBV2-ALL92-G108-C02,SBV2-ALL92-G108,mild_scope_overclaim,digital_twin,The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions or fixed noise terms in its design.,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.86; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G108-C03,SBV2-ALL92-G108,strong_action_overclaim,digital_twin,"The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions, fixed noise terms, or known reward functions in its design.","To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.79; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G108-C04,SBV2-ALL92-G108,contradiction_candidate,digital_twin,The paper describes its method as theoretically justified and reliant on restrictive assumptions such as linear transitions in its design.,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.87; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G110-C01,SBV2-ALL92-G110,supported,digital_twin,The results show rapid learning convergence and robust task execution in simulated and physical environments for the proposed robot control tasks.,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,low,too_template_like,1,2,template_sim=0.91,keep
SBV2-ALL92-G110-C02,SBV2-ALL92-G110,mild_scope_overclaim,digital_twin,"The results show rapid learning convergence and robust task execution in simulated, physical, and disturbed environments for the proposed robot control tasks.",The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.89; boundary=high_mild_strong_sim=0.88,review
SBV2-ALL92-G110-C03,SBV2-ALL92-G110,strong_action_overclaim,digital_twin,"The results show rapid learning convergence and robust task execution in simulated, physical, and hardware-failure environments for the proposed robot control tasks.",The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.89; boundary=high_mild_strong_sim=0.88,review
SBV2-ALL92-G110-C04,SBV2-ALL92-G110,contradiction_candidate,digital_twin,The results show slow learning convergence and fragile task execution in simulated and physical environments for the proposed robot control tasks.,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.80; contra_mech=high_sim_to_supported=0.76,review
SBV2-ALL92-G111-C01,SBV2-ALL92-G111,supported,digital_twin,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, and algorithm efficiency.","However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",low,too_template_like,1,2,template_sim=0.93,keep
SBV2-ALL92-G111-C02,SBV2-ALL92-G111,mild_scope_overclaim,digital_twin,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, algorithm efficiency, and sensor calibration.","However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.92; boundary=high_mild_strong_sim=0.90,review
SBV2-ALL92-G111-C03,SBV2-ALL92-G111,strong_action_overclaim,digital_twin,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, algorithm efficiency, sensor calibration, and actuator maintenance.","However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.88; boundary=high_mild_strong_sim=0.90,review
SBV2-ALL92-G111-C04,SBV2-ALL92-G111,contradiction_candidate,digital_twin,"The paper notes that robotic reinforcement learning faces no hardware limitations or software restrictions involving system design, computing capability, and algorithm efficiency.","However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.93; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G116-C01,SBV2-ALL92-G116,supported,digital_twin,"GPT-4o-mini reaches perfect accuracy on one document while extracting fewer regulations overall, favoring precision over recall in the reported example.","For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",medium,too_template_like|too_extreme,2,3,template_sim=0.84; extreme_words=perfect,review
SBV2-ALL92-G116-C02,SBV2-ALL92-G116,mild_scope_overclaim,digital_twin,"GPT-4o-mini reaches perfect accuracy on two documents while extracting fewer regulations overall, favoring precision over recall in the reported example.","For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",medium,too_template_like|too_extreme|mild_strong_boundary_unclear,3,4,template_sim=0.82; extreme_words=perfect; boundary=high_mild_strong_sim=0.89,prioritize_gold_realism
SBV2-ALL92-G116-C03,SBV2-ALL92-G116,strong_action_overclaim,digital_twin,"GPT-4o-mini reaches perfect accuracy on four documents while extracting fewer regulations overall, favoring precision over recall in the reported example.","For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",medium,too_template_like|too_extreme|mild_strong_boundary_unclear,3,4,template_sim=0.82; extreme_words=perfect; boundary=high_mild_strong_sim=0.89,prioritize_gold_realism
SBV2-ALL92-G116-C04,SBV2-ALL92-G116,contradiction_candidate,digital_twin,"GPT-4o-mini reaches lower accuracy on one document while extracting more regulations overall, favoring recall over precision in the reported example.","For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.76; contra_mech=high_sim_to_supported=0.79,review
SBV2-ALL92-G119-C01,SBV2-ALL92-G119,supported,digital_twin,The individual CAV evaluation reports detection metrics based on average precision at IoU thresholds and multiclass mean average precision.,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Pre- cision (mAP).",low,too_template_like,1,2,template_sim=0.89,keep
SBV2-ALL92-G119-C02,SBV2-ALL92-G119,mild_scope_overclaim,digital_twin,"The individual CAV evaluation reports detection metrics based on average precision at IoU thresholds, multiclass mean average precision, and distance-based mAP.","For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Pre- cision (mAP).",low,too_template_like,1,2,template_sim=0.84,keep
SBV2-ALL92-G119-C03,SBV2-ALL92-G119,strong_action_overclaim,digital_twin,"The individual CAV evaluation reports detection metrics based on average precision at IoU thresholds, multiclass mean average precision, and traffic smoothness indicators.","For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Pre- cision (mAP).",low,too_template_like,1,2,template_sim=0.81,keep
SBV2-ALL92-G119-C04,SBV2-ALL92-G119,contradiction_candidate,digital_twin,The individual CAV evaluation reports reward metrics instead of detection metrics based on average precision at IoU thresholds and multiclass mean average precision.,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Pre- cision (mAP).",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.84; contra_mech=high_sim_to_supported=0.87,review
SBV2-ALL92-G122-C01,SBV2-ALL92-G122,supported,digital_twin,The pavement graph model trained on segment attributes and dynamic connectivity reached an R2 of 0.3798 and outperformed baseline regressors.,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",low,too_template_like,1,2,template_sim=0.84,keep
SBV2-ALL92-G122-C02,SBV2-ALL92-G122,mild_scope_overclaim,digital_twin,The pavement graph model trained on segment attributes and dynamic connectivity reached an R2 of 0.3798 and outperformed baseline regressors for broader management forecasting.,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G122-C03,SBV2-ALL92-G122,strong_action_overclaim,digital_twin,The pavement graph model trained on segment attributes and dynamic connectivity reached an R2 above 0.70 and outperformed baseline regressors for condition prediction.,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",low,too_template_like,1,2,template_sim=0.79,keep
SBV2-ALL92-G122-C04,SBV2-ALL92-G122,contradiction_candidate,digital_twin,The pavement graph model trained on segment attributes and dynamic connectivity reached an R2 below 0.10 and failed to outperform baseline regressors.,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.76; contra_mech=high_sim_to_supported=0.73,review
SBV2-ALL92-G124-C01,SBV2-ALL92-G124,supported,digital_twin,The gFHR design process considered surrogate prediction accuracy and reactor states monitorable by sensors during later state selection in the study.,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,low,too_template_like,1,2,template_sim=0.66,keep
SBV2-ALL92-G124-C02,SBV2-ALL92-G124,mild_scope_overclaim,digital_twin,The gFHR design process treated surrogate prediction accuracy and sensor-monitorable reactor states as central factors during later state selection in the study.,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,low,too_template_like,1,2,template_sim=0.65,keep
SBV2-ALL92-G124-C03,SBV2-ALL92-G124,strong_action_overclaim,digital_twin,The gFHR design process determined final reactor state choices from surrogate prediction accuracy and sensor monitoring constraints during later state selection.,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,low,too_template_like,1,2,template_sim=0.63,keep
SBV2-ALL92-G124-C04,SBV2-ALL92-G124,contradiction_candidate,digital_twin,The gFHR design process disregarded surrogate prediction accuracy and sensor monitoring feasibility during reactor state selection in the study.,The design choice process considered the accuracy of the gFHR surrogate predictions and selecting states that could be realistically monitored with sensors in the reactor setting.,low,too_template_like,1,2,template_sim=0.65,keep
SBV2-ALL92-G128-C01,SBV2-ALL92-G128,supported,digital_twin,"The clinical decision method achieved the top mean return, the lowest seed variation, and the best Sharpe-like index in evaluation.","Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",low,too_template_like,1,2,template_sim=0.83,keep
SBV2-ALL92-G128-C02,SBV2-ALL92-G128,mild_scope_overclaim,digital_twin,"The clinical decision method achieved the top mean return, the lowest seed variation, and the best Sharpe-like index for treatment quality.","Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",low,too_template_like,1,2,template_sim=0.76,keep
SBV2-ALL92-G128-C03,SBV2-ALL92-G128,strong_action_overclaim,digital_twin,"The clinical decision method achieved the top mean return, zero seed variation, and the best Sharpe-like index in evaluation.","Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",low,too_template_like,1,2,template_sim=0.80,keep
SBV2-ALL92-G128-C04,SBV2-ALL92-G128,contradiction_candidate,digital_twin,"The clinical decision method achieved a lower mean return, higher seed variation, and a weaker Sharpe-like index in evaluation.","Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",low,too_template_like,1,2,template_sim=0.71,keep
SBV2-ALL92-G131-C01,SBV2-ALL92-G131,supported,digital_twin,A digital shadow processes physical-system data continuously while lacking assured automated control over the physical system in smart grid typology.,"A system is called a digital shadow when automated control cannot be guaranteed, but still processes data from the physical system continuously.",low,too_template_like,1,2,template_sim=0.65,keep
SBV2-ALL92-G131-C02,SBV2-ALL92-G131,mild_scope_overclaim,digital_twin,A digital shadow processes physical-system data continuously while lacking assured automated control for smart grid monitoring and coordination.,"A system is called a digital shadow when automated control cannot be guaranteed, but still processes data from the physical system continuously.",low,too_template_like,1,2,template_sim=0.72,keep
SBV2-ALL92-G131-C03,SBV2-ALL92-G131,strong_action_overclaim,digital_twin,A digital shadow provides continuous physical-system data processing and assured automated control for smart grid monitoring and coordination.,"A system is called a digital shadow when automated control cannot be guaranteed, but still processes data from the physical system continuously.",low,too_template_like,1,2,template_sim=0.68,keep
SBV2-ALL92-G131-C04,SBV2-ALL92-G131,contradiction_candidate,digital_twin,A digital shadow provides assured automated control while physical-system data processing remains intermittent in smart grid monitoring workflows.,"A system is called a digital shadow when automated control cannot be guaranteed, but still processes data from the physical system continuously.",low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G135-C01,SBV2-ALL92-G135,supported,digital_twin,The microgrid RL literature limitation concerns simplified BESS modeling that focuses mainly on electrical behavior in prior approaches.,"Regardless of the adopted RL methods, a common limitation in these approaches is related to the simplistic modeling of the BESS, which is often restricted solely to their electrical behavior.",low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G135-C02,SBV2-ALL92-G135,mild_scope_overclaim,digital_twin,The microgrid RL literature limitation concerns simplified BESS modeling that focuses mainly on electrical behavior in several prior approaches.,"Regardless of the adopted RL methods, a common limitation in these approaches is related to the simplistic modeling of the BESS, which is often restricted solely to their electrical behavior.",low,too_template_like,1,2,template_sim=0.71,keep
SBV2-ALL92-G135-C03,SBV2-ALL92-G135,strong_action_overclaim,digital_twin,The microgrid RL literature limitation concerns BESS modeling that leaves out thermal and aging behavior in prior approaches.,"Regardless of the adopted RL methods, a common limitation in these approaches is related to the simplistic modeling of the BESS, which is often restricted solely to their electrical behavior.",low,too_template_like,1,2,template_sim=0.64,keep
SBV2-ALL92-G135-C04,SBV2-ALL92-G135,contradiction_candidate,digital_twin,"The microgrid RL literature reports detailed BESS modeling of thermal, aging, and electrical behavior in surveyed prior approaches.","Regardless of the adopted RL methods, a common limitation in these approaches is related to the simplistic modeling of the BESS, which is often restricted solely to their electrical behavior.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G140-C01,SBV2-ALL92-G140,supported,digital_twin,The 6G twin framework reported 37% lower 95th-percentile latency and 30% lower energy consumption than prior literature baselines.,"Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature.",low,too_template_like,1,2,template_sim=0.91,keep
SBV2-ALL92-G140-C02,SBV2-ALL92-G140,mild_scope_overclaim,digital_twin,The 6G twin framework reported 37% lower 95th-percentile latency and 30% lower energy consumption than prior literature benchmarks.,"Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.84; boundary=high_mild_strong_sim=0.85,review
SBV2-ALL92-G140-C03,SBV2-ALL92-G140,strong_action_overclaim,digital_twin,The 6G twin framework reported 60% lower 95th-percentile latency and 50% lower energy consumption than prior literature baselines.,"Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.91; boundary=high_mild_strong_sim=0.85,review
SBV2-ALL92-G140-C04,SBV2-ALL92-G140,contradiction_candidate,digital_twin,The 6G twin framework reported higher 95th-percentile latency and higher energy consumption than prior literature baselines in simulations.,"Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.81; contra_mech=high_sim_to_supported=0.79,review
SBV2-ALL92-G141-C01,SBV2-ALL92-G141,supported,digital_twin,The 6G IoT study states that low-latency service requirements become more challenging under the stated resource limitation condition.,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.",low,too_template_like,1,2,template_sim=0.79,keep
SBV2-ALL92-G141-C02,SBV2-ALL92-G141,mild_scope_overclaim,digital_twin,The 6G IoT study states that low-latency service requirements and energy efficiency become more challenging under the stated resource limitation.,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.",low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G141-C03,SBV2-ALL92-G141,strong_action_overclaim,digital_twin,The 6G IoT study states that low-latency service requirements become infeasible under the stated resource limitation condition for smart cities.,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.",low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G141-C04,SBV2-ALL92-G141,contradiction_candidate,digital_twin,The 6G IoT study states that low-latency service requirements become easier under the stated resource limitation condition for smart cities.,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.",low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G144-C01,SBV2-ALL92-G144,supported,digital_twin,Traditional passive safety analysis methods face serious limitations in data-scarce and evolving environments because they rely on historical crash data.,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].",low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G144-C02,SBV2-ALL92-G144,mild_scope_overclaim,digital_twin,Traditional passive safety analysis methods face serious limitations in data-scarce and evolving environments because they rely on historical crash data and early-warning measures.,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].",low,too_template_like,1,2,template_sim=0.76,keep
SBV2-ALL92-G144-C03,SBV2-ALL92-G144,strong_action_overclaim,digital_twin,Traditional passive safety analysis methods face serious limitations for evaluating emerging mobility systems under data-scarce and evolving environments because historical crash records provide a narrow retrospective basis.,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].",low,too_template_like,1,2,template_sim=0.60,keep
SBV2-ALL92-G144-C04,SBV2-ALL92-G144,contradiction_candidate,digital_twin,Traditional passive safety analysis methods remain well suited to data-scarce and evolving environments because they rely on historical crash data.,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].",low,too_template_like,1,2,template_sim=0.68,keep
SBV2-ALL92-G145-C01,SBV2-ALL92-G145,supported,digital_twin,APDT was implemented as a proof of concept on a university campus subnet with historical data from three access points.,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",low,too_template_like,1,2,template_sim=0.62,keep
SBV2-ALL92-G145-C02,SBV2-ALL92-G145,mild_scope_overclaim,digital_twin,APDT was implemented as a proof of concept on a university campus subnet with historical data from several access points.,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",low,too_template_like,1,2,template_sim=0.62,keep
SBV2-ALL92-G145-C03,SBV2-ALL92-G145,strong_action_overclaim,digital_twin,APDT was implemented as a proof of concept for campus network management with predictive simulations based on real-time configurations.,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G145-C04,SBV2-ALL92-G145,contradiction_candidate,digital_twin,APDT was implemented as a proof of concept in a laboratory subnet with synthetic data rather than campus access-point records.,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G146-C01,SBV2-ALL92-G146,supported,digital_twin,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating potential for network optimization and management in the study.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.",low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G146-C02,SBV2-ALL92-G146,mild_scope_overclaim,digital_twin,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating potential for broader network optimization and management workflows.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.",low,too_template_like,1,2,template_sim=0.80,keep
SBV2-ALL92-G146-C03,SBV2-ALL92-G146,strong_action_overclaim,digital_twin,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating conclusive performance for network optimization and management workflows.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.",low,too_template_like,1,2,template_sim=0.75,keep
SBV2-ALL92-G146-C04,SBV2-ALL92-G146,contradiction_candidate,digital_twin,"APDT reported substantially lower simulation accuracy with predictive-model outputs, weakening its potential for network optimization and management workflows.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.",low,too_template_like,1,2,template_sim=0.70,keep
SBV2-ALL92-G158-C01,SBV2-ALL92-G158,supported,robotics,"NavBench reports success rate and continuous metrics, including final distance error, to measure task completion and control precision.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",low,too_template_like,1,2,template_sim=0.74,keep
SBV2-ALL92-G158-C02,SBV2-ALL92-G158,mild_scope_overclaim,robotics,"NavBench reports success rate and continuous metrics, including final distance error, to measure task completion and trajectory smoothness.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",low,too_template_like,1,2,template_sim=0.66,keep
SBV2-ALL92-G158-C03,SBV2-ALL92-G158,strong_action_overclaim,robotics,"NavBench reports success rate and final distance error as direct measures of task completion, control precision, stability, and physical robot transfer.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",low,too_template_like,1,2,template_sim=0.61,keep
SBV2-ALL92-G158-C04,SBV2-ALL92-G158,contradiction_candidate,robotics,NavBench reports success rate while treating final distance error as unrelated to task completion and control precision metrics.,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.",low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G161-C01,SBV2-ALL92-G161,supported,robotics,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while acknowledging limited fine-tuned performance potential.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G161-C02,SBV2-ALL92-G161,mild_scope_overclaim,robotics,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while implying competitive fine-tuned performance potential.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G161-C03,SBV2-ALL92-G161,strong_action_overclaim,robotics,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while presenting strong fine-tuned performance as a central contribution.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",low,too_template_like,1,2,template_sim=0.69,keep
SBV2-ALL92-G161-C04,SBV2-ALL92-G161,contradiction_candidate,robotics,The Isaac-to-Gazebo work describes its approach as disconnected from low-code applications while highlighting superior fine-tuned performance as its focus.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.",low,too_template_like,1,2,template_sim=0.64,keep
SBV2-ALL92-G163-C01,SBV2-ALL92-G163,supported,robotics,The study evaluates context-aware agents in a canonical control benchmark and a physical pushing task with a Franka Panda robot.,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,low,too_template_like,1,2,template_sim=0.69,keep
SBV2-ALL92-G163-C02,SBV2-ALL92-G163,mild_scope_overclaim,robotics,"The study evaluates context-aware agents in a canonical control benchmark, a physical pushing task, and a mobile manipulation test.",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,low,too_template_like,1,2,template_sim=0.65,keep
SBV2-ALL92-G163-C03,SBV2-ALL92-G163,strong_action_overclaim,robotics,The study evaluates context-aware agents in a canonical control benchmark and multiple physical manipulation platforms with Franka and mobile robots.,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,low,too_template_like,1,2,template_sim=0.60,keep
SBV2-ALL92-G163-C04,SBV2-ALL92-G163,contradiction_candidate,robotics,The study evaluates context-aware agents in a visual language benchmark rather than a physical pushing task with a Franka Panda robot.,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G164-C01,SBV2-ALL92-G164,supported,robotics,"The results show context-conditioned agents often outperform context-agnostic agents, especially when performance depends strongly on environment dynamics changes.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.",low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G164-C02,SBV2-ALL92-G164,mild_scope_overclaim,robotics,"The results show context-conditioned agents often outperform context-agnostic agents, especially when performance depends strongly on environment dynamics and sensor noise.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.",low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G164-C03,SBV2-ALL92-G164,strong_action_overclaim,robotics,The results show context-conditioned agents outperform context-agnostic agents in dynamics-insensitive cases as much as in dynamics-sensitive cases benchmarks.,"The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G164-C04,SBV2-ALL92-G164,contradiction_candidate,robotics,"The results show context-agnostic agents often outperform context-conditioned agents, especially when performance depends strongly on environment dynamics changes.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.78; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G166-C01,SBV2-ALL92-G166,supported,robotics,The reward design sets the highest value at zero to stabilize Q-function learning and reduce degradation after successful swing-ups.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",low,too_template_like,1,2,template_sim=0.82,keep
