candidate_id,oracle_span_clean,oracle_with_metadata,oracle_lengthened
SBV2-ALL92-G140-C04,"Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature.","[RANK=1][PDF=DT-014][PAGE=5] Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature.","Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature. 400MB of information from the Twin Layer. We compare the performance of the proposed method with Partial and REWIRE methods from the current literature."
SBV2-ALL92-G141-C01,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","[RANK=1][PDF=DT-014][PAGE=1] Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging. Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT"
SBV2-ALL92-G141-C02,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","[RANK=1][PDF=DT-014][PAGE=1] Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging. Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT"
SBV2-ALL92-G141-C03,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","[RANK=1][PDF=DT-014][PAGE=1] Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging. Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT"
SBV2-ALL92-G141-C04,"Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","[RANK=1][PDF=DT-014][PAGE=1] Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging.","Given this limitation, meeting the low-latency service requirement of 6G networks becomes even more challenging. Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Environment, Edinburgh Napier University, UK †BTS Group, Istanbul, Turkey Emails: {kubra.duran, lal.cakir, s.jan, b.canberk}@napier.ac.uk, kerem.gursu@btsgrp.com Abstract—Although the emergence of 6G IoT"
SBV2-ALL92-G144-C01,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","[RANK=1][PDF=DT-015][PAGE=1] Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8]. Zhou are associated with the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. Wu is jointly affiliated with the Department of Landscape Architecture and Urban Planning, and the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen"
SBV2-ALL92-G144-C02,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","[RANK=1][PDF=DT-015][PAGE=1] Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8]. Zhou are associated with the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. Wu is jointly affiliated with the Department of Landscape Architecture and Urban Planning, and the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen"
SBV2-ALL92-G144-C03,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","[RANK=1][PDF=DT-015][PAGE=1] Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8]. Zhou are associated with the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. Wu is jointly affiliated with the Department of Landscape Architecture and Urban Planning, and the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen"
SBV2-ALL92-G144-C04,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","[RANK=1][PDF=DT-015][PAGE=1] Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].","Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8]. Zhou are associated with the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. Wu is jointly affiliated with the Department of Landscape Architecture and Urban Planning, and the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. offers revolutionary potential in this area, providing virtual replicas of physical environments that facilitate comprehen"
SBV2-ALL92-G145-C01,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","[RANK=1][PDF=DT-016][PAGE=2] As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G145-C02,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","[RANK=1][PDF=DT-016][PAGE=2] As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G145-C03,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","[RANK=1][PDF=DT-016][PAGE=2] As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G145-C04,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","[RANK=1][PDF=DT-016][PAGE=2] As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G146-C01,"The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","[RANK=1][PDF=DT-016][PAGE=2] The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G146-C02,"The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","[RANK=1][PDF=DT-016][PAGE=2] The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G146-C03,"The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","[RANK=1][PDF=DT-016][PAGE=2] The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G146-C04,"The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","[RANK=1][PDF=DT-016][PAGE=2] The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement. (section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning."
SBV2-ALL92-G158-C01,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","[RANK=1][PDF=MARL-014][PAGE=8] In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. tracking error for linear and angular velocity must stay below ϵv and ϵw. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only)."
SBV2-ALL92-G158-C02,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","[RANK=1][PDF=MARL-014][PAGE=8] In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. tracking error for linear and angular velocity must stay below ϵv and ϵw. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only)."
SBV2-ALL92-G158-C03,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","[RANK=1][PDF=MARL-014][PAGE=8] In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. tracking error for linear and angular velocity must stay below ϵv and ϵw. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only)."
SBV2-ALL92-G158-C04,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","[RANK=1][PDF=MARL-014][PAGE=8] In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. tracking error for linear and angular velocity must stay below ϵv and ϵw. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only)."
SBV2-ALL92-G161-C01,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","[RANK=1][PDF=MARL-015][PAGE=3] While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience."
SBV2-ALL92-G161-C02,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","[RANK=1][PDF=MARL-015][PAGE=3] While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience."
SBV2-ALL92-G161-C03,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","[RANK=1][PDF=MARL-015][PAGE=3] While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience."
SBV2-ALL92-G161-C04,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","[RANK=1][PDF=MARL-015][PAGE=3] While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience."
SBV2-ALL92-G163-C01,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,[RANK=1][PDF=MARL-016][PAGE=1] We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. RL framework and systematically compare SOTA supervision strategies. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task."
SBV2-ALL92-G163-C02,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,[RANK=1][PDF=MARL-016][PAGE=1] We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. RL framework and systematically compare SOTA supervision strategies. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task."
SBV2-ALL92-G163-C03,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,[RANK=1][PDF=MARL-016][PAGE=1] We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. RL framework and systematically compare SOTA supervision strategies. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task."
SBV2-ALL92-G163-C04,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,[RANK=1][PDF=MARL-016][PAGE=1] We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. RL framework and systematically compare SOTA supervision strategies. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task."
SBV2-ALL92-G164-C01,"The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","[RANK=1][PDF=MARL-016][PAGE=5] The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context. Context-Aware Policies for Zero-Shot Generalization Recent approaches for ZSG of control policies build on the framework of Contextual RL (cRL) , which assumes variations in the environment can be represented by a context and used to guide a generalizable agent in adapting its behavior accordingly. Benjamins et al. show that optimal behavior in cRL requires context information."
SBV2-ALL92-G164-C02,"The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","[RANK=1][PDF=MARL-016][PAGE=5] The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context. Context-Aware Policies for Zero-Shot Generalization Recent approaches for ZSG of control policies build on the framework of Contextual RL (cRL) , which assumes variations in the environment can be represented by a context and used to guide a generalizable agent in adapting its behavior accordingly. Benjamins et al. show that optimal behavior in cRL requires context information."
SBV2-ALL92-G164-C03,"The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","[RANK=1][PDF=MARL-016][PAGE=5] The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context. Context-Aware Policies for Zero-Shot Generalization Recent approaches for ZSG of control policies build on the framework of Contextual RL (cRL) , which assumes variations in the environment can be represented by a context and used to guide a generalizable agent in adapting its behavior accordingly. Benjamins et al. show that optimal behavior in cRL requires context information."
SBV2-ALL92-G164-C04,"The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","[RANK=1][PDF=MARL-016][PAGE=5] The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context. Context-Aware Policies for Zero-Shot Generalization Recent approaches for ZSG of control policies build on the framework of Contextual RL (cRL) , which assumes variations in the environment can be represented by a context and used to guide a generalizable agent in adapting its behavior accordingly. Benjamins et al. show that optimal behavior in cRL requires context information."
SBV2-ALL92-G166-C01,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","[RANK=1][PDF=MARL-017][PAGE=5] Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups. action a and the previous action aprev. For pendubot, β was set to β = 0.1 and ˙qi = ˙q1 and for acrobot β = 0.025 and ˙qi = ˙q2."
SBV2-ALL92-G166-C02,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","[RANK=1][PDF=MARL-017][PAGE=5] Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups. action a and the previous action aprev. For pendubot, β was set to β = 0.1 and ˙qi = ˙q1 and for acrobot β = 0.025 and ˙qi = ˙q2."
SBV2-ALL92-G166-C03,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","[RANK=1][PDF=MARL-017][PAGE=5] Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups. action a and the previous action aprev. For pendubot, β was set to β = 0.1 and ˙qi = ˙q1 and for acrobot β = 0.025 and ˙qi = ˙q2."
SBV2-ALL92-G166-C04,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","[RANK=1][PDF=MARL-017][PAGE=5] Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.","Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups. action a and the previous action aprev. For pendubot, β was set to β = 0.1 and ˙qi = ˙q1 and for acrobot β = 0.025 and ˙qi = ˙q2."
SBV2-ALL92-G167-C01,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,[RANK=1][PDF=MARL-017][PAGE=1] In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware. their performances not only in a simulation but also on real hardware. The ’2nd AI Olympics with RealAIGym’ competition was held at the IROS 2024 conference to contribute to this cause and evaluate different controllers according to their ability to solve a dynamic control problem on an underactuated double pendulum system (Fig. 1) with chaotic dynamics.
SBV2-ALL92-G167-C02,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,[RANK=1][PDF=MARL-017][PAGE=1] In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware. their performances not only in a simulation but also on real hardware. The ’2nd AI Olympics with RealAIGym’ competition was held at the IROS 2024 conference to contribute to this cause and evaluate different controllers according to their ability to solve a dynamic control problem on an underactuated double pendulum system (Fig. 1) with chaotic dynamics.
SBV2-ALL92-G167-C03,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,[RANK=1][PDF=MARL-017][PAGE=1] In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware. their performances not only in a simulation but also on real hardware. The ’2nd AI Olympics with RealAIGym’ competition was held at the IROS 2024 conference to contribute to this cause and evaluate different controllers according to their ability to solve a dynamic control problem on an underactuated double pendulum system (Fig. 1) with chaotic dynamics.
SBV2-ALL92-G167-C04,In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,[RANK=1][PDF=MARL-005][PAGE=25] In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,"In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware. is that methods which protect the shared backbone benefit from HAPPO’s more stable, coordinated updates, whereas PackNet, which already isolates per-task capacity through pruning, has little to gain and is most effective with the simplest algorithm. Overall, the comparison suggests that while IPPO is a reasonable default, the best CL method and MARL algorithm should be chosen together rather than in isolation. 25"
