candidate_id,claim_text,oracle_span,raw_bm25_top1_chunk,cleaned_top1_chunk,best_sentence_from_top1,three_sentence_window_from_top1,best_sentence_from_top5,three_sentence_window_from_top5,n_sents_top1,n_sents_top5
SBV2-ALL92-G178-C02,"The ALEM evaluation tests thirteen modern LLMs zero-shot in homogeneous and mixed teams, with trained MARL agents as reference points.","We evaluate 13 modern LLMs zero-shot within homogeneous teams, with trained MARL agents as reference points.","parsed action is then mapped to the corresponding discrete environment step. A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO [12], MAPPO [66], PQN-VDN [16], and HyperMARL-IPPO [55] to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App. C.1). Performance sharply degrades as coordination difficulty increases; even","parsed action is then mapped to the corresponding discrete environment step. A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App. C.1). Performance sharply degrades as coordination difficulty increases; even","C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.","A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App.","C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.","A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App.",5,17
SBV2-ALL92-G178-C03,The ALEM evaluation trains thirteen modern LLMs with MARL agents in homogeneous teams before comparing them as reference points directly.,"We evaluate 13 modern LLMs zero-shot within homogeneous teams, with trained MARL agents as reference points.","parsed action is then mapped to the corresponding discrete environment step. A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO [12], MAPPO [66], PQN-VDN [16], and HyperMARL-IPPO [55] to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App. C.1). Performance sharply degrades as coordination difficulty increases; even","parsed action is then mapped to the corresponding discrete environment step. A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App. C.1). Performance sharply degrades as coordination difficulty increases; even","C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.","A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App.","C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.","A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App.",5,18
SBV2-ALL92-G178-C04,"The ALEM evaluation tests trained MARL agents zero-shot in homogeneous teams, with modern LLMs serving as reference points for comparison.","We evaluate 13 modern LLMs zero-shot within homogeneous teams, with trained MARL agents as reference points.","parsed action is then mapped to the corresponding discrete environment step. A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO [12], MAPPO [66], PQN-VDN [16], and HyperMARL-IPPO [55] to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App. C.1). Performance sharply degrades as coordination difficulty increases; even","parsed action is then mapped to the corresponding discrete environment step. A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App. C.1). Performance sharply degrades as coordination difficulty increases; even","C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.","A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App.","C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies.","A sample prompt is provided in App. C.7. 3.5 MARL Baselines We train IPPO , MAPPO , PQN-VDN , and HyperMARL-IPPO to provide reference points for zero-shot LLM performance and to verify that the difficulty settings meaningfully affect learned policies. Figure 3 reports 1B-step performance (hyperparameter sweeps detailed in App.",5,17
SBV2-ALL92-G180-C01,"Extended ALEM training shows unsaturated performance, with coordination and total reward improving late while total reward stays below the maximum score.","Performance does not saturate: coordination and total reward continue improv- ing late in training, and total reward remains well below the maximum achievable score.",HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B envi- ronment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM.,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM.,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,3,20
SBV2-ALL92-G180-C02,"Extended ALEM training shows near-saturated performance, with coordination and total reward improving late while total reward stays below the maximum score.","Performance does not saturate: coordination and total reward continue improv- ing late in training, and total reward remains well below the maximum achievable score.",HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B envi- ronment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM.,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,"Figure 15 shows that the environment is not saturated: base reward improves early and then plateaus, while coordination and total reward continue to climb steadily through the end of training.","Figure 15 shows that the environment is not saturated: base reward improves early and then plateaus, while coordination and total reward continue to climb steadily through the end of training. Even after 3B steps, total reward remains far from the maximum achievable score, indicating that the hard setting retains substantial headroom for stronger learning algorithms. C.5 Text-based Language Interface Details Prompt Structure.",3,18
SBV2-ALL92-G180-C03,"Extended ALEM training shows saturated performance, with coordination and total reward reaching the maximum score by the late phase.","Performance does not saturate: coordination and total reward continue improv- ing late in training, and total reward remains well below the maximum achievable score.",HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B envi- ronment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM.,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,"Figure 15 shows that the environment is not saturated: base reward improves early and then plateaus, while coordination and total reward continue to climb steadily through the end of training.","Figure 15 shows that the environment is not saturated: base reward improves early and then plateaus, while coordination and total reward continue to climb steadily through the end of training. Even after 3B steps, total reward remains far from the maximum achievable score, indicating that the hard setting retains substantial headroom for stronger learning algorithms. C.5 Text-based Language Interface Details Prompt Structure.",3,18
SBV2-ALL92-G180-C04,"Extended ALEM training shows flat performance, with coordination and total reward staying unchanged late while total reward reaches the maximum score.","Performance does not saturate: coordination and total reward continue improv- ing late in training, and total reward remains well below the maximum achievable score.",HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B envi- ronment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM.,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM.,HyperMARL-IPPO 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Base reward (% of max) (a) Base reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 20 Coord reward (% of max) (b) Coordination reward 0 500 1000 1500 2000 2500 3000 Timestep (M) 0 5 10 15 Total reward (% of max) (c) Total reward Figure 15: Extended MARL ablation on hard ALEM. HyperMARL-IPPO is trained for 3B environment steps across five seeds. Curves show seed means and shaded bands show 95% bootstrap confidence in,3,19
SBV2-ALL92-G185-C01,"The industrial-control paper says reinforcement learning adoption remains limited by reward design, modularity, and action-space management challenges in industrial processes.","Reinforcement learning (RL) offers a promising approach, but its industrial adoption remains limited due to challenges such as reward design, modularity, and action space management.","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial ","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Reinforcement learning (RL) offers a promising approach, but its industrial","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Reinforcement learning (RL) offers a promising approach, but its industrial","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial",3,18
SBV2-ALL92-G185-C02,"The industrial-control paper says reinforcement learning adoption remains limited by reward design, modularity, action-space management, and sensor calibration challenges.","Reinforcement learning (RL) offers a promising approach, but its industrial adoption remains limited due to challenges such as reward design, modularity, and action space management.","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial ","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Reinforcement learning (RL) offers a promising approach, but its industrial","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Ryzhov † University of Maryland Keilung Choy Northeastern University ABSTRACT This paper presents a novel methodological framework, called the Actor-Simulator, that incorporates the calibration of digital twins into model-based reinforcement learning for more effective control of stochastic systems with complex nonlinear dynamics.","The proposed benchmark thus provides a valuable testbed for exploring practical and robust multi-agent RL solutions in industrial automation, while contributin DIGITAL TWIN CALIBRATION WITH MODEL-BASED REINFORCEMENT LEARNING Hua Zheng Northeastern University Wei Xie ∗ Northeastern University Ilya O. Ryzhov † University of Maryland Keilung Choy Northeastern University ABSTRACT This paper presents a novel methodological framework, called the Actor-Simulator, that incorporates the calibration of digital twins into model-based reinforcement learning for more effective control of stochastic systems with complex nonlinear dynamics.",3,15
SBV2-ALL92-G185-C03,"The industrial-control paper says reinforcement learning adoption is mature because reward design, modularity, and action-space management are solved in industrial processes.","Reinforcement learning (RL) offers a promising approach, but its industrial adoption remains limited due to challenges such as reward design, modularity, and action space management.","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial ","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Reinforcement learning (RL) offers a promising approach, but its industrial","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","The reward functions, while interpretable, are simplified and rely on strong assumptions about task objectives.","both of which are central to real-world industrial processes 17. The reward functions, while interpretable, are simplified and rely on strong assumptions about task objectives. Training was performed for a relatively small number of timesteps (100,000), which may not allow policies to fully exploit the structure of the environment.",3,19
SBV2-ALL92-G185-C04,"The industrial-control paper says reinforcement learning adoption is mainly limited by hardware costs rather than reward design, modularity, or action-space management.","Reinforcement learning (RL) offers a promising approach, but its industrial adoption remains limited due to challenges such as reward design, modularity, and action space management.","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial ","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Reinforcement learning (RL) offers a promising approach, but its industrial","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Reinforcement learning (RL) offers a promising approach, but its industrial","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial",3,18
SBV2-ALL92-G186-C01,"The industrial-control paper argues many academic benchmarks differ markedly from industrial control problems, limiting transfer to industrial applications in practice.","Many academic benchmarks differ markedly from industrial control problems, limiting their transferability to real-world applications.","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial ","Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial",Autonomous control of multi-stage industrial processes requires both local specialization and global coordination.,"Balancing Specialization and Centralization: A Multi-Agent Reinforcement Learning Benchmark for Sequential Industrial Control Tom Maus, Asma Atamna, and Tobias Glasmachers Author Affiliations Ruhr-University Bochum, Bochum, Germany Author Emails {tom.maus,asma.atamna,tobias.glasmachers}@ini.rub.de Abstract. Autonomous control of multi-stage industrial processes requires both local specialization and global coordination. Reinforcement learning (RL) offers a promising approach, but its industrial","Successful applications have emerged in various industrial domains, including robotics for manipulation and path planning, process control in manufacturing, and the optimization of energy systems 7,12,13.","optimizing complex, dynamic processes where traditional control methods fall short 6,11. Successful applications have emerged in various industrial domains, including robotics for manipulation and path planning, process control in manufacturing, and the optimization of energy systems 7,12,13. These applications leverage RL's ability to derive effective control policies through direct interaction with a system, making it particularly suitable for environments with inherent uncertainties and non-l",3,18
