sample_id,candidate_id,label_4_silver,domain,parse_status,llm_label,llm_confidence,llm_rationale,llm_evidence_used,llm_uncertain,warnings,model,latency,input_tokens_est,output_tokens_est,cost_estimate,llm_label_idx,silver_idx,r4_label,r4_label_idx,llm_correct,r4_correct,llm_vs_r4
LLM_147,SBV2-ALL92-G167-C03,strong_action_overclaim,robotics,ok,strong_action_overclaim,0.9,"The evidence only states the importance of benchmarking in simulation and on real hardware, but does not claim that such comparison proves reliable control.",True,False,,deepseek-v4-flash,1.55,531,72,0.000164,2,2,strong_action_overclaim,2,1,1,both_correct
LLM_148,SBV2-ALL92-G161-C03,strong_action_overclaim,robotics,ok,mild_scope_overclaim,0.9,"The evidence states the approach is 'a step towards, e.g., low-code applications' and does not claim 'strong fine-tuned performance' as a central contribution, but the claim asserts both as central contributions.",True,False,,deepseek-v4-flash,2.19,525,91,0.000167,1,2,strong_action_overclaim,2,0,1,r4_only
LLM_149,SBV2-ALL92-G172-C03,strong_action_overclaim,robotics,ok,supported,1.0,"The evidence lists the same three evaluation methods as the claim: simulation testing of PX4 and ArduPilot, agent performance analysis, and feedback from sUAS developers.",True,False,,deepseek-v4-flash,1.78,547,79,0.00017,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_150,SBV2-ALL92-G168-C03,strong_action_overclaim,robotics,ok,supported,0.95,"The evidence states that SAC is the core algorithm used, which directly supports the claim that the implementation relies on SAC as the central benchmark architecture for continuous action spaces.",True,False,,deepseek-v4-flash,1.79,519,75,0.000161,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_176,SBV2-ALL92-G144-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The evidence states that traditional passive safety analysis methods face serious limitations in data-scarce and evolving environments, directly contradicting the claim that they remain well suited to such environments.",True,False,,deepseek-v4-flash,1.48,524,82,0.000164,3,3,contradiction_candidate,3,1,1,both_correct
LLM_177,SBV2-ALL92-G146-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The evidence states APDT achieved impressive simulation accuracy of 85.03% and underscores its potential for robust network optimization, directly contradicting the claim of substantially lower accuracy and weakened potential.",True,False,,deepseek-v4-flash,1.36,524,84,0.000165,3,3,contradiction_candidate,3,1,1,both_correct
LLM_178,SBV2-ALL92-G135-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The evidence states that prior approaches have a common limitation of simplistic BESS modeling restricted to electrical behavior, directly contradicting the claim that they report detailed modeling of thermal, aging, and electrical behavior.",True,False,,deepseek-v4-flash,1.47,522,86,0.000165,3,3,strong_action_overclaim,2,1,0,llm_only
LLM_179,SBV2-ALL92-G131-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The evidence states that a digital shadow is defined by not having guaranteed automated control, while the claim asserts that it provides assured automated control.",True,False,,deepseek-v4-flash,1.52,509,74,0.000158,3,3,contradiction_candidate,3,1,1,both_correct
LLM_180,SBV2-ALL92-G106-C04,contradiction_candidate,digital_twin,ok,mild_scope_overclaim,0.9,"The evidence states the test error was evaluated by running the estimated optimal policy, while the claim says a nonoptimized baseline decision rule was used.",True,False,,deepseek-v4-flash,1.69,531,77,0.000165,1,3,contradiction_candidate,3,0,1,r4_only
LLM_181,SBV2-ALL92-G124-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The evidence states that the design process considered surrogate prediction accuracy and sensor monitoring feasibility, directly contradicting the claim that it disregarded these factors.",True,False,,deepseek-v4-flash,1.8,516,74,0.00016,3,3,contradiction_candidate,3,1,1,both_correct
LLM_182,SBV2-ALL92-G187-C04,contradiction_candidate,marl,ok,supported,0.95,"The evidence directly states that evaluating CL methods with MARL algorithms shows conclusions change as sequences lengthen and that retaining cooperative behavior worsens with more agents, harder tasks, and changing partners, matching the claim.",True,False,,deepseek-v4-flash,1.72,544,84,0.00017,0,3,mild_scope_overclaim,1,0,0,both_wrong
LLM_183,SBV2-ALL92-G198-C04,contradiction_candidate,marl,ok,contradiction_candidate,1.0,"The claim states that traditional MARL credit assignment schemes are described as reliable for individual contribution capture in strongly coupled problems while preserving training stability, but the evidence directly contradicts this by stating they cannot reliably capture individual contributions in such tasks while maintaining training stability.",True,False,,deepseek-v4-flash,2.0,536,96,0.000172,3,3,mild_scope_overclaim,1,1,0,llm_only
LLM_184,SBV2-ALL92-G196-C04,contradiction_candidate,marl,ok,contradiction_candidate,1.0,"The evidence explicitly states evaluation in continuous-action benchmark environments, directly contradicting the claim that the evaluation excludes such environments.",True,False,,deepseek-v4-flash,1.87,524,70,0.000161,3,3,contradiction_candidate,3,1,1,both_correct
LLM_185,SBV2-ALL92-G193-C04,contradiction_candidate,marl,ok,contradiction_candidate,0.9,"The evidence lists three resolution methods (mutual agreement, arbitration policy, escalation to arbiter) but does not mention centralized fiat by a meta-agent, which contradicts the claim's specific resolution feature.",True,False,,deepseek-v4-flash,1.76,533,87,0.000168,3,3,contradiction_candidate,3,1,1,both_correct
LLM_186,SBV2-ALL92-G185-C04,contradiction_candidate,marl,ok,contradiction_candidate,1.0,"The evidence states that RL adoption is limited due to reward design, modularity, and action space management, while the claim asserts it is mainly limited by hardware costs, directly contradicting the evidence.",True,False,,deepseek-v4-flash,1.7,526,86,0.000166,3,3,mild_scope_overclaim,1,1,0,llm_only
LLM_187,SBV2-ALL92-G186-C04,contradiction_candidate,marl,ok,contradiction_candidate,1.0,"The claim states that the paper argues academic benchmarks closely match industrial control problems, but the evidence directly states the opposite: that many academic benchmarks differ markedly from industrial control problems.",True,False,,deepseek-v4-flash,2.31,507,81,0.00016,3,3,contradiction_candidate,3,1,1,both_correct
LLM_188,SBV2-ALL92-G232-C04,contradiction_candidate,policy_simulation,ok,supported,1.0,"The evidence directly states that the shock is implemented by altering skill requirements midway through the simulation, denoted as '0 to Event' in Figure 7, which matches the claim exactly.",True,False,,deepseek-v4-flash,1.84,521,79,0.000163,0,3,contradiction_candidate,3,0,1,r4_only
LLM_189,SBV2-ALL92-G272-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence states that the balance does not change during no-sale and no-travel periods, directly contradicting the claim that the balance increases.",True,False,,deepseek-v4-flash,1.48,537,76,0.000166,3,3,contradiction_candidate,3,1,1,both_correct
LLM_190,SBV2-ALL92-G264-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence explicitly states that existing platforms cannot effectively integrate with advanced mobility modeling algorithms and lack mechanisms for dynamic behavior adaptation, directly contradicting the claim.",True,False,,deepseek-v4-flash,1.6,535,76,0.000166,3,3,contradiction_candidate,3,1,1,both_correct
LLM_191,SBV2-ALL92-G252-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence explicitly states the evaluation is limited to 100 agents and U.S. tax brackets, directly contradicting the claim that it covered million-agent populations and multi-country cases.",True,False,,deepseek-v4-flash,1.74,530,82,0.000166,3,3,supported,0,1,0,llm_only
LLM_192,SBV2-ALL92-G266-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence states that answers were mapped to ordinal scores and surveys were pooled before averaging, directly contradicting the claim that answers are kept as categorical letters and surveys are separated.",True,False,,deepseek-v4-flash,1.48,540,81,0.000168,3,3,mild_scope_overclaim,1,1,0,llm_only
LLM_193,SBV2-ALL92-G271-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence states inconsistency becomes stable around 0.15 after day 15, implying stationarity and acceptable consistency, while the claim asserts it rises past 0.15 indicating unstable evolution and poor consistency.",True,False,,deepseek-v4-flash,1.93,531,88,0.000168,3,3,contradiction_candidate,3,1,1,both_correct
LLM_194,SBV2-ALL92-G233-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence explicitly states that SimCity exhibits these phenomena, directly contradicting the claim that it reports none of them.",True,False,,deepseek-v4-flash,1.76,546,70,0.000167,3,3,contradiction_candidate,3,1,1,both_correct
LLM_195,SBV2-ALL92-G251-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence states the Saez-regression schedule outperforms the LLM Economist, directly contradicting the claim that it underperformed.",True,False,,deepseek-v4-flash,1.51,548,75,0.000169,3,3,contradiction_candidate,3,1,1,both_correct
LLM_196,SBV2-ALL92-G257-C04,contradiction_candidate,policy_simulation,ok,contradiction_candidate,1.0,"The evidence states MobileCity achieves efficiency by disabling LLM modules at scale, trading behavioral fidelity for speed, which directly contradicts the claim that it retains LLM modules and behavioral fidelity.",True,False,,deepseek-v4-flash,2.45,532,83,0.000167,3,3,contradiction_candidate,3,1,1,both_correct
LLM_197,SBV2-ALL92-G166-C04,contradiction_candidate,robotics,ok,mild_scope_overclaim,0.9,"The evidence states that setting the highest possible reward value at 0 makes learning more stable and prevents degradation, but the claim says 'sets the highest value above zero', which directly contradicts the evidence's specific value of 0.",True,False,,deepseek-v4-flash,1.97,544,93,0.000173,1,3,mild_scope_overclaim,1,0,0,both_wrong
LLM_198,SBV2-ALL92-G163-C04,contradiction_candidate,robotics,ok,contradiction_candidate,1.0,"The evidence explicitly states evaluation in a real-world pushing task using a Franka Emika Panda robot, directly contradicting the claim that the study does not evaluate in such a setting.",True,False,,deepseek-v4-flash,1.53,517,83,0.000163,3,3,mild_scope_overclaim,1,1,0,llm_only
LLM_199,SBV2-ALL92-G168-C04,contradiction_candidate,robotics,ok,contradiction_candidate,1.0,"The evidence states the core algorithm is Soft Actor-Critic (SAC), directly contradicting the claim that it relies on PPO.",True,False,,deepseek-v4-flash,1.79,519,74,0.000161,3,3,contradiction_candidate,3,1,1,both_correct
LLM_200,SBV2-ALL92-G164-C04,contradiction_candidate,robotics,ok,contradiction_candidate,1.0,"The evidence states that context-conditioned policy often significantly outperforms context-agnostic one, which directly contradicts the claim that context-agnostic agents often outperform context-conditioned agents.",True,False,,deepseek-v4-flash,1.8,531,83,0.000167,3,3,contradiction_candidate,3,1,1,both_correct
